peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr12|52817054|52817173	chr12	52817054	52817173	Enhancer	21277	chr12:52795836-53148763|+|Akap6-202
chr12|70163287|70163506	chr12	70163287	70163506	Enhancer	9239	chr12:70154157-70183887|+|Abhd12b-206
chr12|70818773|70818913	chr12	70818773	70818913	Enhancer	6502	chr12:70729174-70825345|-|Gm40437-201
chr12|71228195|71229449	chr12	71228195	71229449	Enhancer	23378	chr12:71203594-71205444|-|Gm19045-201
chr12|71231444|71231812	chr12	71231444	71231812	Enhancer	26184	chr12:71203594-71205444|-|Gm19045-201
chr12|72539452|72539550	chr12	72539452	72539550	Enhancer	3118	chr12:72536383-72580119|+|Pcnx4-201
chr12|73432757|73432963	chr12	73432757	73432963	Enhancer	15458	chr12:73448318-73449215|+|Gm33929-201
chr12|80778178|80778645	chr12	80778178	80778645	Enhancer	11931	chr12:80787944-80790343|-|Gm47941-201
chr12|81960838|81961248	chr12	81960838	81961248	Enhancer	39225	chr12:82000268-82000919|+|Gm49749-201
chr12|82668379|82669035	chr12	82668379	82669035	Enhancer	16878	chr12:82651829-83133744|+|Rgs6-201
chr12|83005003|83005131	chr12	83005003	83005131	Enhancer	43910	chr12:82959847-82961157|-|4930423C22Rik-201
chr12|83335355|83335519	chr12	83335355	83335519	Enhancer	104483	chr12:83269315-83439920|-|Dpf3-205
chr12|83947100|83947766	chr12	83947100	83947766	Enhancer	3145	chr12:83945209-83950578|-|Gm26571-203
chr12|86106792|86106901	chr12	86106792	86106901	Enhancer	24259	chr12:86082587-86162459|+|Ift43-205
chr12|86942489|86942614	chr12	86942489	86942614	Enhancer	4491	chr12:86947043-86962667|+|Cipc-208
chr12|86993391|86993479	chr12	86993391	86993479	Enhancer	3005	chr12:86980763-86990430|-|Zdhhc22-202
chr12|99280363|99280397	chr12	99280363	99280397	Enhancer	16240	chr12:99292608-99296620|-|Gm20682-201
chr12|99321765|99322352	chr12	99321765	99322352	Enhancer	24339	chr12:99346398-99361827|+|3300002A11Rik-201
chr12|102118088|102118224	chr12	102118088	102118224	Enhancer	10577	chr12:102128733-102267091|+|Slc24a4-202
chr12|105026225|105026500	chr12	105026225	105026500	Enhancer	1600	chr12:105027642-105027963|-|Gm47650-201
chr12|108090867|108090910	chr12	108090867	108090910	Enhancer	87286	chr12:107910403-108003602|-|Bcl11b-201
chr12|109611522|109611597	chr12	109611522	109611597	Promoter	59	chr12:109611500-109611595|+|Mir341-201
chr12|110040902|110041197	chr12	110040902	110041197	Enhancer	17176	chr12:109990882-110023873|-|Gm34667-201
chr12|112909653|112910932	chr12	112909653	112910932	Enhancer	10248	chr12:112920483-112920541|-|Mir6941-201
chr13|5802781|5803271	chr13	5802781	5803271	Enhancer	18832	chr13:5821768-5821858|-|Gm26043-201
chr13|9139931|9140415	chr13	9139931	9140415	Promoter	708	chr13:9140731-9140881|-|Gm28155-201
chr13|9471986|9472421	chr13	9471986	9472421	Enhancer	26303	chr13:9445900-9448419|+|Gm48871-201
chr13|20326084|20326279	chr13	20326084	20326279	Enhancer	54276	chr13:20271905-20274039|+|Gm47665-201
chr13|24040304|24040467	chr13	24040304	24040467	Enhancer	49171	chr13:23953456-23991214|-|Scgn-201
chr13|24380910|24381601	chr13	24380910	24381601	Enhancer	5172	chr13:24376083-24477265|+|Cmah-202
chr13|29462154|29462543	chr13	29462154	29462543	Enhancer	225728	chr13:29235777-29236620|-|Gm11364-201
chr13|30360865|30361313	chr13	30360865	30361313	Enhancer	9270	chr13:30370359-30377183|+|Gm48161-201
chr13|37759790|37759940	chr13	37759790	37759940	Enhancer	1932	chr13:37761797-37768147|+|Gm31600-201
chr13|41097537|41098747	chr13	41097537	41098747	Enhancer	6712	chr13:41091430-41091723|+|Gm48344-201
chr13|43235456|43236633	chr13	43235456	43236633	Enhancer	64543	chr13:43151744-43171501|-|Tbc1d7-201
chr13|43795541|43795627	chr13	43795541	43795627	Enhancer	10809	chr13:43784775-43803132|+|Cd83-201
chr13|44596706|44596928	chr13	44596706	44596928	Enhancer	25365	chr13:44622182-44625217|+|Gm47805-201
chr13|44663144|44663972	chr13	44663144	44663972	Enhancer	41376	chr13:44622182-44625217|+|Gm47805-201
chr13|51193875|51194154	chr13	51193875	51194154	Enhancer	8683	chr13:51202698-51202835|+|Gm44341-201
chr13|51377619|51378092	chr13	51377619	51378092	Enhancer	30783	chr13:51408639-51422797|+|S1pr3-201
chr13|51480423|51480993	chr13	51480423	51480993	Enhancer	62022	chr13:51378136-51418686|-|Gm32834-202
chr13|51637576|51637788	chr13	51637576	51637788	Enhancer	7550	chr13:51645232-51650660|+|Cks2-201
chr13|52449107|52449617	chr13	52449107	52449617	Enhancer	81917	chr13:52504380-52531279|-|Diras2-201
chr13|52874023|52875369	chr13	52874023	52875369	Enhancer	54956	chr13:52895927-52929652|-|Auh-204
chr13|52903775|52904295	chr13	52903775	52904295	Enhancer	25617	chr13:52895927-52929652|-|Auh-204
chr13|53106674|53107086	chr13	53106674	53107086	Enhancer	77962	chr13:53028918-53035090|+|Gm48336-201
chr13|53547123|53547312	chr13	53547123	53547312	Enhancer	13960	chr13:53503606-53533257|-|Gm34022-201
chr13|57356451|57357402	chr13	57356451	57357402	Enhancer	80248	chr13:57276678-57277128|+|Gm48176-201
chr13|63361656|63361777	chr13	63361656	63361777	Enhancer	19328	chr13:63376761-63381045|-|Gm16132-201
chr13|63985174|63985280	chr13	63985174	63985280	Enhancer	38706	chr13:63945881-63946521|-|Gm7695-201
chr13|64108365|64108962	chr13	64108365	64108962	Enhancer	19433	chr13:64058266-64089230|-|Hsd17b3-204
chr13|64126029|64126424	chr13	64126029	64126424	Enhancer	3084	chr13:64097567-64129311|-|Slc35d2-202
chr13|71508386|71509406	chr13	71508386	71509406	Enhancer	21289	chr13:71487607-71612709|+|1700112M02Rik-201
chr13|72690306|72691407	chr13	72690306	72691407	Enhancer	11992	chr13:72702849-72705392|+|Gm47890-201
chr13|85259450|85259568	chr13	85259450	85259568	Enhancer	29520	chr13:85214780-85289029|-|Rasa1-201
chr13|89435467|89435667	chr13	89435467	89435667	Enhancer	104229	chr13:89539796-89611652|+|Hapln1-201
chr13|95964210|95965535	chr13	95964210	95965535	Enhancer	67752	chr13:95896962-95897120|-|Gm24032-201
chr13|99207402|99207840	chr13	99207402	99207840	Enhancer	22798	chr13:99184823-99250656|+|Zfp366-201
chr13|100750600|100751664	chr13	100750600	100751664	Enhancer	6473	chr13:100735955-100744659|-|Mrps36-203
chr13|101798693|101798797	chr13	101798693	101798797	Enhancer	30528	chr13:101680563-101768217|-|Pik3r1-202
chr13|107577325|107577802	chr13	107577325	107577802	Enhancer	12234	chr13:107524384-107565329|-|Gm32004-202
chr13|108861770|108862030	chr13	108861770	108862030	Enhancer	1734	chr13:108860166-109951344|+|Pde4d-220
chr13|111348006|111348417	chr13	111348006	111348417	Enhancer	13463	chr13:111361203-111361675|-|Gm15285-201
chr13|112153190|112153350	chr13	112153190	112153350	Enhancer	15154	chr13:112138116-112139093|+|Gm31104-201
chr13|114462908|114462968	chr13	114462908	114462968	Enhancer	3987	chr13:114452290-114458951|-|Fst-202
chr13|114681869|114681924	chr13	114681869	114681924	Enhancer	74659	chr13:114607237-114697822|+|4930544M13Rik-202
chr14|22096181|22096311	chr14	22096181	22096311	Enhancer	60143	chr14:22032086-22036103|-|Gm7480-201
chr14|30152006|30152189	chr14	30152006	30152189	Enhancer	55640	chr14:30207738-30208219|+|Gm47570-201
chr14|34623536|34624141	chr14	34623536	34624141	Enhancer	23696	chr14:34592343-34600142|-|Opn4-201
chr14|47522410|47522631	chr14	47522410	47522631	Enhancer	14333	chr14:47502944-47508187|-|Gm35166-201
chr14|51129737|51131638	chr14	51129737	51131638	Enhancer	1619	chr14:51129068-51131122|+|Rnase6-201
chr14|51482889|51483339	chr14	51482889	51483339	Enhancer	31257	chr14:51451857-51464172|+|Vmn2r89-201
chr14|53878728|53878845	chr14	53878728	53878845	Enhancer	2802	chr14:53875984-53876752|+|Trav21-dv12-201
chr14|54138089|54138721	chr14	54138089	54138721	Enhancer	1626	chr14:54136779-54136837|+|Trdj2-201
chr14|54746161|54746281	chr14	54746161	54746281	Enhancer	34047	chr14:54710360-54712174|-|Cebpe-201
chr14|56969876|56970431	chr14	56969876	56970431	Enhancer	44980	chr14:57015134-57018982|+|B020004C17Rik-201
chr14|60128987|60129748	chr14	60128987	60129748	Enhancer	11695	chr14:60141063-60141410|+|Gm6913-201
chr14|68059761|68059854	chr14	68059761	68059854	Enhancer	8477	chr14:68044428-68051330|-|Gm31107-201
chr14|69248612|69249141	chr14	69248612	69249141	Enhancer	10269	chr14:69259146-69262037|+|Gm27222-201
chr14|69844186|69844289	chr14	69844186	69844289	Enhancer	3817	chr14:69840420-70059918|+|Pebp4-201
chr14|73339561|73340172	chr14	73339561	73340172	Enhancer	4774	chr14:73335092-73335341|+|Gm49131-201
chr14|78612322|78612898	chr14	78612322	78612898	Enhancer	8900	chr14:78603710-78603831|+|Gm26251-201
chr14|95238601|95240436	chr14	95238601	95240436	Enhancer	21498	chr14:95261017-95262070|+|Gm48989-201
chr14|98749258|98749676	chr14	98749258	98749676	Enhancer	34654	chr14:98714813-98715752|+|Gm27034-201
chr14|103449491|103449618	chr14	103449491	103449618	Enhancer	14364	chr14:103463919-103512619|+|Gm34907-201
chr14|103723995|103724297	chr14	103723995	103724297	Enhancer	24704	chr14:103692983-103699442|-|Slain1os-201
chr14|117747865|117749066	chr14	117747865	117749066	Enhancer	205381	chr14:117953743-117953847|-|Mir6239-201
chr14|117765976|117767102	chr14	117765976	117767102	Enhancer	187308	chr14:117953743-117953847|-|Mir6239-201
chr14|118883752|118884350	chr14	118883752	118884350	Enhancer	8169	chr14:118875882-118880860|+|Gm49179-201
chr14|118912975|118913961	chr14	118912975	118913961	Enhancer	9699	chr14:118875520-118923167|-|Dzip1-202
chr14|122184094|122184314	chr14	122184094	122184314	Enhancer	2500	chr14:122181704-122402234|+|Clybl-201
chr14|122715031|122715542	chr14	122715031	122715542	Enhancer	28970	chr14:122686316-122688378|+|Gm49260-201
chr15|8563009|8563091	chr15	8563009	8563091	Enhancer	33459	chr15:8529435-8529591|-|Gm49250-201
chr15|8761789|8762015	chr15	8761789	8762015	Enhancer	51138	chr15:8634124-8710764|-|Slc1a3-201
chr15|25927191|25927407	chr15	25927191	25927407	Enhancer	13403	chr15:25940702-25973668|+|Retreg1-205
chr15|27493039|27493860	chr15	27493039	27493860	Enhancer	10462	chr15:27503912-27505532|+|B230362B09Rik-201
chr15|27503922|27504479	chr15	27503922	27504479	Promoter	288	chr15:27503912-27505532|+|B230362B09Rik-201
chr15|42764455|42764532	chr15	42764455	42764532	Enhancer	87516	chr15:42424723-42676977|-|Angpt1-201
chr15|53205290|53206473	chr15	53205290	53206473	Enhancer	140277	chr15:53064038-53346159|-|Ext1-201
chr15|58654981|58655252	chr15	58654981	58655252	Enhancer	89502	chr15:58565614-58565914|+|Gm23789-201
chr15|62177686|62178176	chr15	62177686	62178176	Enhancer	2509	chr15:62175422-62175548|+|Gm27957-201
chr15|62808486|62808693	chr15	62808486	62808693	Enhancer	15388	chr15:62793201-62793334|+|Gm22521-201
chr15|67075129|67075930	chr15	67075129	67075930	Enhancer	35471	chr15:67040058-67040824|+|Gm31342-201
chr15|69108300|69109019	chr15	69108300	69109019	Enhancer	126339	chr15:69233931-69234999|-|4930573C08Rik-201
chr15|76037345|76037977	chr15	76037345	76037977	Enhancer	1202	chr15:76036459-76036616|+|Gm23027-201
chr15|77733481|77734045	chr15	77733481	77734045	Enhancer	4669	chr15:77729094-77736382|+|Apol9b-201
chr15|80748979|80749298	chr15	80748979	80749298	Enhancer	36867	chr15:80712271-80713686|+|Gm49512-201
chr15|81142017|81142358	chr15	81142017	81142358	Enhancer	26342	chr15:81115033-81115845|-|Gm49522-201
chr15|93094207|93095019	chr15	93094207	93095019	Enhancer	5383	chr15:93089230-93089922|+|Gm18685-201
chr15|96583442|96583806	chr15	96583442	96583806	Enhancer	58338	chr15:96575987-96641962|-|Slc38a1-203
chr15|96744169|96744382	chr15	96744169	96744382	Enhancer	22802	chr15:96766766-96767078|-|Gm8888-201
chr15|97244786|97245865	chr15	97244786	97245865	Enhancer	1781	chr15:97247107-97385676|+|Pced1b-201
chr16|3975676|3976054	chr16	3975676	3976054	Promoter	680	chr16:3945007-3976545|-|Nlrc3-204
chr16|7044779|7044973	chr16	7044779	7044973	Enhancer	24970	chr16:7069846-7409813|+|Rbfox1-203
chr16|13423484|13423638	chr16	13423484	13423638	Enhancer	18879	chr16:13396912-13404682|-|Gm15738-201
chr16|18341983|18342411	chr16	18341983	18342411	Enhancer	1709	chr16:18301378-18343906|-|Tango2-215
chr16|19884810|19884878	chr16	19884810	19884878	Promoter	570	chr16:19876685-19884274|-|A930003A15Rik-202
chr16|20424313|20424708	chr16	20424313	20424708	Enhancer	1824	chr16:20331306-20426335|-|Abcc5-204
chr16|21731753|21731976	chr16	21731753	21731976	Enhancer	37199	chr16:21649045-21694665|-|2510009E07Rik-201
chr16|21936101|21936538	chr16	21936101	21936538	Enhancer	11232	chr16:21934326-21947552|-|Tmem41a-201
chr16|22539433|22539523	chr16	22539433	22539523	Promoter	995	chr16:22540473-22543886|+|Gm49565-201
chr16|23838438|23838836	chr16	23838438	23838836	Enhancer	14354	chr16:23852991-23853966|+|Gm49516-201
chr16|23844746|23845037	chr16	23844746	23845037	Enhancer	8099	chr16:23852991-23853966|+|Gm49516-201
chr16|24151955|24152026	chr16	24151955	24152026	Enhancer	16570	chr16:24158201-24168561|-|Gm32126-201
chr16|26691349|26691715	chr16	26691349	26691715	Enhancer	63959	chr16:26714446-26755491|-|Gm20319-201
chr16|31550094|31550211	chr16	31550094	31550211	Enhancer	41765	chr16:31508387-31511777|+|Gm46560-201
chr16|32793418|32793837	chr16	32793418	32793837	Enhancer	3807	chr16:32777419-32797435|-|Muc20-202
chr16|33049954|33050218	chr16	33049954	33050218	Enhancer	6104	chr16:33012683-33056190|-|Iqcg-202
chr16|34791592|34792235	chr16	34791592	34792235	Enhancer	6992	chr16:34784921-35002420|+|Mylk-201
chr16|35677666|35678157	chr16	35677666	35678157	Enhancer	44321	chr16:35722087-35722233|-|Gm25967-201
chr16|37789978|37790273	chr16	37789978	37790273	Enhancer	13252	chr16:37776873-37836514|+|Fstl1-201
chr16|38354545|38354761	chr16	38354545	38354761	Enhancer	7556	chr16:38362209-38378216|+|Popdc2-201
chr16|38653118|38653926	chr16	38653118	38653926	Enhancer	32347	chr16:38685315-38685869|-|Gm15530-201
chr16|39408841|39410172	chr16	39408841	39410172	Enhancer	37242	chr16:39446749-39488234|+|Gm36903-201
chr16|40604201|40604440	chr16	40604201	40604440	Enhancer	236383	chr16:40367836-40367937|-|Gm27887-201
chr16|44014743|44015625	chr16	44014743	44015625	Enhancer	1252	chr16:43980355-44016436|-|Gramd1c-201
chr16|44691646|44691808	chr16	44691646	44691808	Enhancer	32574	chr16:44724301-44737284|+|Nepro-201
chr16|44965659|44965766	chr16	44965659	44965766	Enhancer	21963	chr16:44943749-44960867|+|Cd200r3-209
chr16|45621862|45623551	chr16	45621862	45623551	Enhancer	12283	chr16:45610423-45622867|+|Gcsam-201
chr16|45690613|45691925	chr16	45690613	45691925	Enhancer	2389	chr16:45656315-45693658|-|Tmprss7-201
chr16|49664002|49664148	chr16	49664002	49664148	Enhancer	35158	chr16:49699233-49765126|+|Ift57-201
chr16|50186708|50186916	chr16	50186708	50186916	Enhancer	75739	chr16:50111073-50112062|+|Gm8824-201
chr16|50403055|50403193	chr16	50403055	50403193	Enhancer	29216	chr16:50195780-50432340|-|Bbx-201
chr16|50633157|50634109	chr16	50633157	50634109	Enhancer	32713	chr16:50665008-50666346|-|Gm9575-201
chr16|55304586|55304729	chr16	55304586	55304729	Enhancer	6671	chr16:55225175-55297986|-|Zpld1-202
chr16|63028738|63030697	chr16	63028738	63030697	Enhancer	26279	chr16:63003438-63108522|+|Gm18870-201
chr16|75917952|75918160	chr16	75917952	75918160	Enhancer	8746	chr16:75858793-75909310|-|Samsn1-201
chr16|85013194|85014463	chr16	85013194	85014463	Enhancer	7793	chr16:85021622-85022017|+|Gm49228-201
