TSS	#PromoterCpG	#EnhancerCpG	PromoterCpG	EnhancerCpG
chr5:65963851-65965428|+|Gm43771-201	0	1		chr5|65960732
chr5:66069501-66072895|-|Gm43775-201	0	2		chr5|66073897,chr5|66076939
chr5:66016556-66081000|-|Rbm47-202	0	1		chr5|66079905
chr5:66018985-66081099|-|Rbm47-203	0	1		chr5|66082369
chr5:66080209-66084466|-|Gm43323-201	0	1		chr5|66087054
chr5:66018602-66151078|-|Rbm47-206	0	3		chr5|66138738,chr5|66138742,chr5|66138782
chr5:66524187-66526112|-|Gm43343-201	0	1		chr5|66525049
chr5:67053679-67053792|-|Gm23841-201	0	2		chr5|67055026,chr5|67055030
chr5:67453479-67453770|+|Gm20072-201	0	1		chr5|67450197
chr5:67988527-67989007|-|Gm43028-201	0	1		chr5|67985929
chr5:68569504-68594746|-|Gm42850-201	0	1		chr5|68608201
chr5:69503842-69504960|-|Gm42887-201	0	1		chr5|69522167
chr5:72603696-72619154|-|Cnga1-205	0	1		chr5|72603891
chr5:72726062-72726371|+|Gm43717-201	0	1		chr5|72709664
chr5:72809968-72812074|-|Gm43499-201	1	1	chr5|72812777	chr5|72821231
chr5:72914304-72978829|+|Slain2-202	0	1		chr5|72905069
chr5:73396799-73397813|-|Gm35960-201	1	0	chr5|73397965	
chr5:73647013-73647591|-|Gm43799-201	1	0	chr5|73646891	
chr5:74048299-74053505|-|Gm43417-201	0	1		chr5|74056244
chr5:74249148-74249616|-|Gm42599-201	0	1		chr5|74244752
chr5:74949190-74966368|+|Gm6116-201	0	1		chr5|74952890
chr5:75176831-75176904|+|Mir7025-201	0	1		chr5|75192849
chr5:75246443-75246770|+|Gm42799-201	0	1		chr5|75262916
chr5:75342443-75343832|+|Gm18345-201	0	1		chr5|75330695
chr5:75574955-75656722|+|Kit-201	0	2		chr5|75587647,chr5|75589898
chr5:75753556-75758886|-|Gm43100-201	0	1		chr5|75770838
chr5:75909827-75909927|+|Gm25374-201	0	2		chr5|75892565,chr5|75924197
chr5:75932827-75978458|-|Kdr-201	0	3		chr5|75967895,chr5|75970471,chr5|75970507
chr5:76140271-76155479|+|Srd5a3-201	0	12		chr5|76127492,chr5|76130091,chr5|76130868,chr5|76130869,chr5|76131650,chr5|76131995,chr5|76132037,chr5|76133450,chr5|76133451,chr5|76134247,chr5|76134248,chr5|76135564
chr5:76146637-76155244|+|Srd5a3-203	6	0	chr5|76145991,chr5|76146462,chr5|76146917,chr5|76146937,chr5|76146938,chr5|76147263	
chr5:76147961-76155246|+|Srd5a3-202	4	16	chr5|76147315,chr5|76147552,chr5|76148014,chr5|76148314	chr5|76150847,chr5|76151088,chr5|76151573,chr5|76151695,chr5|76152100,chr5|76152488,chr5|76153195,chr5|76153277,chr5|76153478,chr5|76153479,chr5|76154923,chr5|76157420,chr5|76159485,chr5|76159660,chr5|76159661,chr5|76163614
chr5:76183880-76209245|+|Tmem165-201	0	5		chr5|76168788,chr5|76177998,chr5|76188621,chr5|76188622,chr5|76189741
chr5:76312115-76331133|-|Pdcl2-202	2	0	chr5|76330546,chr5|76330547	
chr5:76752368-76873330|+|C530008M17Rik-204	2	0	chr5|76753003,chr5|76753038	
chr5:77037054-77047495|+|Thegl-203	0	2		chr5|77040042,chr5|77040058
chr5:77094532-77102303|+|Hopxos-201	0	1		chr5|77083082
chr5:77265491-77286432|+|Rest-201	0	1		chr5|77252260
chr5:77272757-77272838|+|Mir5098-201	0	1		chr5|77281400
chr5:77318655-77318937|+|Gm42758-201	0	1		chr5|77316897
chr5:77386599-77393683|+|Gm34648-201	0	2		chr5|77372589,chr5|77396316
chr5:77349240-77408041|-|Igfbp7-201	0	1		chr5|77417035
chr5:77434034-77473219|+|Gm34728-201	0	6		chr5|77444078,chr5|77445134,chr5|77445323,chr5|77445324,chr5|77445604,chr5|77445605
chr5:77465488-77468851|+|1700017L05Rik-201	3	26	chr5|77464964,chr5|77465724,chr5|77465850	chr5|77451052,chr5|77451122,chr5|77451155,chr5|77451156,chr5|77451477,chr5|77451478,chr5|77451703,chr5|77453217,chr5|77455121,chr5|77455285,chr5|77455286,chr5|77456096,chr5|77458172,chr5|77459129,chr5|77461601,chr5|77462309,chr5|77468743,chr5|77469176,chr5|77469206,chr5|77469207,chr5|77469955,chr5|77472617,chr5|77472672,chr5|77472833,chr5|77473305,chr5|77473754
chr5:77511194-77511748|-|Pea15b-202	0	1		chr5|77524200
chr5:78473885-78474735|+|Mthfr-ps1-201	0	3		chr5|78454229,chr5|78454814,chr5|78476445
chr5:78540528-78540891|+|Gm43232-201	0	8		chr5|78525129,chr5|78525130,chr5|78535012,chr5|78535206,chr5|78547235,chr5|78555990,chr5|78556029,chr5|78556384
chr5:79440197-79440214|+|Gm43234-201	0	1		chr5|79431705
chr5:79507401-79508511|+|Gm18452-201	0	2		chr5|79511047,chr5|79511049
chr5:79638815-79639109|-|Gm22553-201	0	1		chr5|79627476
chr5:79750381-79750529|-|Gm23429-201	0	9		chr5|79731030,chr5|79731031,chr5|79744197,chr5|79744198,chr5|79755242,chr5|79755243,chr5|79755537,chr5|79755538,chr5|79762251
chr5:80098908-80099014|+|Gm24304-201	0	11		chr5|80079063,chr5|80079104,chr5|80080886,chr5|80081679,chr5|80082299,chr5|80082300,chr5|80082439,chr5|80108819,chr5|80108820,chr5|80112739,chr5|80112740
chr5:80893654-80893756|+|Gm22974-201	3	8	chr5|80892832,chr5|80894321,chr5|80894539	chr5|80878218,chr5|80880956,chr5|80881114,chr5|80881115,chr5|80882707,chr5|80884002,chr5|80890832,chr5|80897379
chr5:80900750-80901623|-|Gm2199-201	1	2	chr5|80902267	chr5|80898454,chr5|80898640
chr5:81021202-81792978|+|Adgrl3-203	0	3		chr5|81012482,chr5|81013276,chr5|81013277
chr5:81021593-81796635|+|Adgrl3-217	0	13		chr5|81024740,chr5|81024741,chr5|81027417,chr5|81027418,chr5|81031097,chr5|81031517,chr5|81031518,chr5|81032747,chr5|81032748,chr5|81035677,chr5|81035678,chr5|81038380,chr5|81040657
chr5:81249249-81252690|+|Gm43594-201	0	5		chr5|81240033,chr5|81255568,chr5|81255569,chr5|81258350,chr5|81265353
chr5:81309873-81795347|+|Adgrl3-207	2	2	chr5|81309027,chr5|81309028	chr5|81305198,chr5|81306839
chr5:81310025-81796634|+|Adgrl3-202	2	1	chr5|81310800,chr5|81310801	chr5|81314804
chr5:81535726-81536672|+|Gm43084-201	0	9		chr5|81528181,chr5|81528182,chr5|81537194,chr5|81547020,chr5|81548376,chr5|81548377,chr5|81548631,chr5|81552613,chr5|81552614
chr5:81735927-81736015|+|Gm22048-201	0	8		chr5|81718373,chr5|81734884,chr5|81734885,chr5|81749419,chr5|81749785,chr5|81749786,chr5|81750950,chr5|81753701
chr5:81791909-81798426|-|Gm16054-201	0	3		chr5|81788565,chr5|81788566,chr5|81809220
chr5:81826816-81827823|+|2900064F13Rik-201	0	8		chr5|81819995,chr5|81819996,chr5|81822870,chr5|81837022,chr5|81837023,chr5|81841223,chr5|81841224,chr5|81845755
chr5:82119679-82121362|-|1700008H02Rik-201	0	2		chr5|82102707,chr5|82105159
chr5:82122408-82124710|-|1700031L13Rik-204	0	14		chr5|82136245,chr5|82136246,chr5|82137432,chr5|82137734,chr5|82138142,chr5|82139112,chr5|82139378,chr5|82139600,chr5|82139772,chr5|82140068,chr5|82143013,chr5|82143014,chr5|82143198,chr5|82143199
chr5:82336851-82337649|+|Rpl7-ps7-201	0	12		chr5|82317354,chr5|82317843,chr5|82318013,chr5|82318845,chr5|82319382,chr5|82320683,chr5|82320848,chr5|82324780,chr5|82327854,chr5|82327948,chr5|82328912,chr5|82334738
chr5:82798944-82799065|-|Mir1187-201	0	18		chr5|82779106,chr5|82780127,chr5|82780128,chr5|82786290,chr5|82786837,chr5|82786838,chr5|82788210,chr5|82791900,chr5|82791905,chr5|82794199,chr5|82794502,chr5|82794503,chr5|82794724,chr5|82794725,chr5|82794785,chr5|82794786,chr5|82795356,chr5|82796618
chr5:82803765-82803861|+|Gm24129-201	2	11	chr5|82803795,chr5|82803796	chr5|82801740,chr5|82804993,chr5|82805937,chr5|82806679,chr5|82812479,chr5|82813320,chr5|82813735,chr5|82817254,chr5|82819256,chr5|82821012,chr5|82821032
chr5:83040638-83041004|-|Gm43217-201	0	5		chr5|83032861,chr5|83032862,chr5|83033406,chr5|83036464,chr5|83039364
chr5:83648823-83648954|-|Gm25765-201	0	1		chr5|83666589
chr5:83863163-83863751|+|Gm4866-201	0	7		chr5|83843805,chr5|83843806,chr5|83844237,chr5|83846076,chr5|83846077,chr5|83876066,chr5|83876067
chr5:84123313-84123591|+|Hmgn2-ps1-201	0	20		chr5|84106007,chr5|84106008,chr5|84109984,chr5|84109985,chr5|84114176,chr5|84114177,chr5|84116686,chr5|84117706,chr5|84117707,chr5|84117773,chr5|84118557,chr5|84132299,chr5|84132300,chr5|84136756,chr5|84137652,chr5|84137653,chr5|84140112,chr5|84141743,chr5|84141744,chr5|84142257
chr5:84618706-84619819|+|Gm43531-201	0	9		chr5|84604543,chr5|84608346,chr5|84608347,chr5|84611589,chr5|84614750,chr5|84614751,chr5|84617190,chr5|84617191,chr5|84623476
chr5:85829627-85829787|+|Gm24626-201	0	12		chr5|85822687,chr5|85822688,chr5|85830859,chr5|85830860,chr5|85830981,chr5|85833695,chr5|85835004,chr5|85835005,chr5|85837584,chr5|85838599,chr5|85839132,chr5|85846870
chr5:86005407-86005617|-|Gm43564-201	0	8		chr5|86001745,chr5|86001776,chr5|86001812,chr5|86003342,chr5|86003343,chr5|86007730,chr5|86016341,chr5|86016342
chr5:86012024-86065583|-|Cenpc1-201	0	5		chr5|86047571,chr5|86049265,chr5|86049272,chr5|86058311,chr5|86058312
chr5:86066812-86067895|+|Gm2287-201	0	1		chr5|86067980
chr5:86079766-86079935|+|Gm24524-201	0	2		chr5|86088073,chr5|86097674
chr5:86112342-86172511|-|Uba6-202	0	4		chr5|86159633,chr5|86168466,chr5|86168467,chr5|86168798
chr5:86184556-86197846|-|Gnrhr-202	0	17		chr5|86185787,chr5|86186832,chr5|86186885,chr5|86187023,chr5|86187052,chr5|86187053,chr5|86187127,chr5|86187128,chr5|86187206,chr5|86187207,chr5|86187415,chr5|86189545,chr5|86190021,chr5|86190593,chr5|86190594,chr5|86190628,chr5|86192925
chr5:86180754-86197901|-|Gnrhr-203	0	9		chr5|86200099,chr5|86210541,chr5|86210542,chr5|86212503,chr5|86212625,chr5|86213784,chr5|86213785,chr5|86213790,chr5|86213791
chr5:86236855-86236961|-|Gm25473-201	2	9	chr5|86236924,chr5|86236925	chr5|86218511,chr5|86234941,chr5|86235102,chr5|86235103,chr5|86238464,chr5|86249593,chr5|86249594,chr5|86255346,chr5|86255347
chr5:86231752-86289260|-|Tmprss11c-202	0	10		chr5|86270514,chr5|86273484,chr5|86280994,chr5|86282158,chr5|86282159,chr5|86286075,chr5|86287538,chr5|86287539,chr5|86287577,chr5|86287578
chr5:86231481-86289308|-|Tmprss11c-201	1	18	chr5|86289532	chr5|86291518,chr5|86291519,chr5|86293272,chr5|86293505,chr5|86293854,chr5|86293946,chr5|86294117,chr5|86294217,chr5|86294930,chr5|86296010,chr5|86298256,chr5|86300025,chr5|86300326,chr5|86301225,chr5|86301226,chr5|86301252,chr5|86301454,chr5|86301455
chr5:86302217-86327736|-|Tmprss11d-202	0	3		chr5|86334181,chr5|86342268,chr5|86343506
chr5:86521898-86632424|-|Tmprss11f-201	0	15		chr5|86616091,chr5|86616372,chr5|86623983,chr5|86624423,chr5|86638523,chr5|86638524,chr5|86641030,chr5|86643859,chr5|86643860,chr5|86645003,chr5|86647156,chr5|86647157,chr5|86647226,chr5|86647227,chr5|86647322
chr5:86860657-86863506|-|Gm21461-201	0	1		chr5|86881326
chr5:87054603-87055665|-|Gm42465-201	0	1		chr5|87042122
chr5:87065927-87092555|-|Ugt2b36-201	0	2		chr5|87085178,chr5|87085179
chr5:87097182-87100395|-|Gm31230-201	0	1		chr5|87105192
chr5:87240493-87254804|-|Ugt2b37-201	0	1		chr5|87241232
chr5:87355835-87356921|+|Gm42796-201	2	0	chr5|87355818,chr5|87355819	
chr5:87376158-87379920|-|Gm21049-201	0	2		chr5|87391344,chr5|87391410
chr5:87409942-87424203|-|Ugt2b38-201	0	1		chr5|87432268
chr5:87459490-87482258|-|Ugt2a2-201	0	19		chr5|87464953,chr5|87465205,chr5|87465206,chr5|87465606,chr5|87465607,chr5|87465870,chr5|87465871,chr5|87466076,chr5|87466077,chr5|87466195,chr5|87466747,chr5|87468329,chr5|87468870,chr5|87469509,chr5|87470058,chr5|87470723,chr5|87472194,chr5|87473240,chr5|87473241
chr5:87459490-87490871|-|Ugt2a1-201	0	2		chr5|87493827,chr5|87493828
chr5:87692624-87699630|-|Csn2-206	0	2		chr5|87715907,chr5|87715908
chr5:87764679-87764801|-|Gm24314-201	0	2		chr5|87752417,chr5|87752418
chr5:87808082-87824426|+|Csn1s2b-201	0	1		chr5|87801640
chr5:87925635-87932265|+|Csn3-203	0	2		chr5|87929115,chr5|87929116
chr5:88062516-88064373|+|Gm7709-201	0	8		chr5|88043046,chr5|88044893,chr5|88044946,chr5|88052497,chr5|88053608,chr5|88053705,chr5|88055037,chr5|88055423
chr5:88110567-88111530|-|Gm11116-201	0	1		chr5|88115972
chr5:88144704-88145058|+|Gm42622-201	5	4	chr5|88144159,chr5|88144160,chr5|88144386,chr5|88145401,chr5|88145402	chr5|88138816,chr5|88140263,chr5|88140264,chr5|88141987
chr5:88154023-88154099|-|Gm11115-201	2	7	chr5|88154504,chr5|88154505	chr5|88157268,chr5|88157412,chr5|88157967,chr5|88158953,chr5|88161429,chr5|88170341,chr5|88173672
chr5:88196988-88201407|+|Gm42621-201	2	13	chr5|88197442,chr5|88197443	chr5|88181769,chr5|88181785,chr5|88181786,chr5|88181788,chr5|88181897,chr5|88184040,chr5|88184041,chr5|88184643,chr5|88187504,chr5|88194226,chr5|88194227,chr5|88194396,chr5|88194397
chr5:88210659-88211037|+|Gm42164-201	0	1		chr5|88213384
chr5:88231350-88233240|+|Gm7048-201	0	3		chr5|88229764,chr5|88229820,chr5|88239659
chr5:88317312-88328814|+|Prol1-201	0	3		chr5|88321718,chr5|88321719,chr5|88328234
chr5:88376108-88385916|+|Amtn-201	0	28		chr5|88381558,chr5|88381559,chr5|88382571,chr5|88384685,chr5|88385420,chr5|88385578,chr5|88385579,chr5|88385655,chr5|88386212,chr5|88388615,chr5|88388616,chr5|88388617,chr5|88388618,chr5|88388743,chr5|88388744,chr5|88388770,chr5|88388771,chr5|88388925,chr5|88389303,chr5|88389414,chr5|88389489,chr5|88389527,chr5|88392542,chr5|88392857,chr5|88393004,chr5|88393005,chr5|88393714,chr5|88393715
chr5:88423215-88423554|+|Gm43431-201	0	18		chr5|88403791,chr5|88405047,chr5|88405126,chr5|88419782,chr5|88419783,chr5|88420685,chr5|88420686,chr5|88420846,chr5|88420925,chr5|88420926,chr5|88420995,chr5|88420996,chr5|88421003,chr5|88421004,chr5|88421008,chr5|88421009,chr5|88421133,chr5|88421948
chr5:88427813-88428358|+|Gm7721-201	1	15	chr5|88428575	chr5|88426163,chr5|88426164,chr5|88426592,chr5|88426593,chr5|88434296,chr5|88434297,chr5|88434311,chr5|88434312,chr5|88434629,chr5|88434630,chr5|88434819,chr5|88435460,chr5|88440061,chr5|88440062,chr5|88440470
chr5:88455991-88468182|+|Ambn-202	0	12		chr5|88442966,chr5|88443705,chr5|88443797,chr5|88444125,chr5|88444323,chr5|88444369,chr5|88444401,chr5|88444418,chr5|88447594,chr5|88447599,chr5|88450245,chr5|88451710
chr5:88487975-88504730|+|Enam-202	0	2		chr5|88481140,chr5|88482223
chr5:88487982-88506049|+|Enam-201	0	3		chr5|88491953,chr5|88492867,chr5|88492868
chr5:88554462-88556090|+|Utp3-201	0	1		chr5|88559425
chr5:88793896-88813470|+|Gm42912-201	0	1		chr5|88787814
chr5:88838010-88839399|-|Mkrn1-ps1-201	0	5		chr5|88858016,chr5|88858866,chr5|88859052,chr5|88859056,chr5|88859058
chr5:88886818-89239653|+|Slc4a4-207	0	5		chr5|88867022,chr5|88867201,chr5|88876046,chr5|88876302,chr5|88877102
chr5:88887299-89235794|+|Slc4a4-208	0	1		chr5|88904693
chr5:89027966-89234861|+|Slc4a4-203	1	8	chr5|89027293	chr5|89011702,chr5|89011703,chr5|89020497,chr5|89020498,chr5|89023307,chr5|89025239,chr5|89025240,chr5|89026191
chr5:89028077-89042362|+|Slc4a4-201	0	6		chr5|89031231,chr5|89032354,chr5|89032355,chr5|89035934,chr5|89039174,chr5|89043151
chr5:89417522-89457898|-|Gc-201	0	8		chr5|89445292,chr5|89447618,chr5|89449660,chr5|89449661,chr5|89449854,chr5|89449855,chr5|89466706,chr5|89474301
chr5:89522860-89525000|+|Gm43515-201	3	3	chr5|89522739,chr5|89522803,chr5|89522804	chr5|89514785,chr5|89516473,chr5|89516474
chr5:89527429-89583740|+|Npffr2-201	1	6	chr5|89528247	chr5|89531611,chr5|89535690,chr5|89535904,chr5|89538187,chr5|89538188,chr5|89538955
chr5:89681916-89682239|+|Gm25320-201	0	22		chr5|89662032,chr5|89680560,chr5|89680561,chr5|89683516,chr5|89684111,chr5|89684203,chr5|89684204,chr5|89685505,chr5|89685506,chr5|89685733,chr5|89685734,chr5|89685745,chr5|89685746,chr5|89687219,chr5|89688725,chr5|89689055,chr5|89689056,chr5|89691303,chr5|89695633,chr5|89695634,chr5|89698371,chr5|89698372
chr5:89828871-89828999|+|Gm25758-201	2	17	chr5|89829441,chr5|89829481	chr5|89810792,chr5|89812135,chr5|89812732,chr5|89813098,chr5|89813454,chr5|89813491,chr5|89813492,chr5|89825588,chr5|89826398,chr5|89827592,chr5|89829969,chr5|89831852,chr5|89838210,chr5|89838211,chr5|89841008,chr5|89845862,chr5|89848500
chr5:89677087-89882935|-|Adamts3-201	0	8		chr5|89869216,chr5|89869217,chr5|89878396,chr5|89878397,chr5|89878447,chr5|89878448,chr5|89878660,chr5|89878661
chr5:89834230-89883334|-|Adamts3-204	0	10		chr5|89884681,chr5|89884682,chr5|89885797,chr5|89887538,chr5|89888687,chr5|89888688,chr5|89890430,chr5|89892623,chr5|89893229,chr5|89902548
chr5:90214724-90223972|-|Cox18-202	0	13		chr5|90212718,chr5|90214346,chr5|90214347,chr5|90215298,chr5|90216624,chr5|90216625,chr5|90217273,chr5|90217402,chr5|90217403,chr5|90217474,chr5|90217475,chr5|90221439,chr5|90221440
chr5:90214724-90224001|-|Cox18-201	1	0	chr5|90224813	
chr5:90228741-90339743|-|Ankrd17-205	0	7		chr5|90329996,chr5|90333573,chr5|90333603,chr5|90333605,chr5|90333607,chr5|90333614,chr5|90333616
chr5:90253193-90366185|-|Ankrd17-214	0	2		chr5|90355163,chr5|90355644
chr5:90367204-90368487|+|Gm9958-201	0	1		chr5|90380526
chr5:90490737-90508907|+|Afp-201	0	2		chr5|90481373,chr5|90492716
chr5:90561217-90578605|+|5830473C10Rik-202	0	1		chr5|90572364
chr5:90553199-90589057|-|Gm42109-202	7	25	chr5|90588229,chr5|90588507,chr5|90588569,chr5|90589734,chr5|90589735,chr5|90589761,chr5|90589762	chr5|90576630,chr5|90576631,chr5|90577780,chr5|90586177,chr5|90586601,chr5|90587056,chr5|90592062,chr5|90592078,chr5|90592181,chr5|90593554,chr5|90593785,chr5|90595401,chr5|90595419,chr5|90595462,chr5|90595463,chr5|90596209,chr5|90596534,chr5|90596535,chr5|90596780,chr5|90596781,chr5|90599978,chr5|90600324,chr5|90600325,chr5|90601168,chr5|90601169
chr5:90603076-90640487|-|Rassf6-206	1	11	chr5|90639693	chr5|90621319,chr5|90621320,chr5|90627873,chr5|90628147,chr5|90628148,chr5|90628207,chr5|90628208,chr5|90628228,chr5|90635069,chr5|90635273,chr5|90635274
chr5:90603831-90640657|-|Rassf6-205	0	13		chr5|90642016,chr5|90642017,chr5|90642210,chr5|90644081,chr5|90644287,chr5|90644288,chr5|90651372,chr5|90655140,chr5|90656166,chr5|90656231,chr5|90656606,chr5|90657165,chr5|90659987
chr5:90759378-90761624|+|Cxcl5-201	0	1		chr5|90763778
chr5:90772513-90773156|+|Pf4-203	0	1		chr5|90777080
chr5:90786103-90788093|+|Cxcl3-201	0	1		chr5|90785026
chr5:90891241-90893115|+|Cxcl1-201	1	3	chr5|90891608	chr5|90881993,chr5|90885678,chr5|90885679
chr5:90893380-90893496|+|Gm22816-201	2	3	chr5|90892958,chr5|90892959	chr5|90894618,chr5|90895122,chr5|90896018
chr5:90903871-90905938|+|Cxcl2-202	0	1		chr5|90899871
chr5:90931256-90933421|+|Mthfd2l-203	0	1		chr5|90928798
chr5:91027464-91034213|+|Epgn-202	0	22		chr5|91009302,chr5|91013398,chr5|91014224,chr5|91015168,chr5|91019747,chr5|91019755,chr5|91019777,chr5|91019887,chr5|91020625,chr5|91020626,chr5|91020874,chr5|91020875,chr5|91023178,chr5|91040800,chr5|91040801,chr5|91041467,chr5|91041468,chr5|91043206,chr5|91043207,chr5|91043429,chr5|91043430,chr5|91044296
chr5:91074622-91093646|+|Ereg-201	0	15		chr5|91054966,chr5|91055214,chr5|91055215,chr5|91061983,chr5|91065885,chr5|91065932,chr5|91066432,chr5|91066433,chr5|91066441,chr5|91067069,chr5|91067077,chr5|91067139,chr5|91067140,chr5|91067713,chr5|91067828
chr5:91051871-91074773|-|Gm19610-201	2	8	chr5|91075722,chr5|91075723	chr5|91083956,chr5|91083957,chr5|91084189,chr5|91084720,chr5|91084924,chr5|91088279,chr5|91093727,chr5|91093728
chr5:91139599-91148432|+|Areg-201	0	12		chr5|91120211,chr5|91121689,chr5|91122793,chr5|91124595,chr5|91124596,chr5|91132649,chr5|91132650,chr5|91137719,chr5|91146707,chr5|91149189,chr5|91149190,chr5|91151841
chr5:91257571-91283421|-|Gm19619-201	1	1	chr5|91283334	chr5|91272619
chr5:91737705-91738079|-|Trmt112-ps1-201	0	15		chr5|91736017,chr5|91736018,chr5|91736912,chr5|91736930,chr5|91736931,chr5|91737028,chr5|91742889,chr5|91742890,chr5|91745095,chr5|91745096,chr5|91745568,chr5|91747753,chr5|91747820,chr5|91748275,chr5|91748382
chr5:91760696-91761575|-|Gm7832-201	5	27	chr5|91760868,chr5|91760869,chr5|91761416,chr5|91761609,chr5|91761610	chr5|91753317,chr5|91753714,chr5|91753715,chr5|91753803,chr5|91753804,chr5|91754309,chr5|91755837,chr5|91755838,chr5|91756101,chr5|91756102,chr5|91756758,chr5|91756759,chr5|91757047,chr5|91757048,chr5|91757183,chr5|91757184,chr5|91757756,chr5|91757757,chr5|91758756,chr5|91758837,chr5|91758850,chr5|91759452,chr5|91759686,chr5|91759759,chr5|91759851,chr5|91762732,chr5|91762733
chr5:91766242-91767300|-|1700063O14Rik-201	1	6	chr5|91766446	chr5|91764539,chr5|91764540,chr5|91764548,chr5|91764549,chr5|91764683,chr5|91766221
chr5:91763325-91767914|-|Gm28271-201	1	5	chr5|91767640	chr5|91770582,chr5|91775262,chr5|91775263,chr5|91775485,chr5|91775486
chr5:91786061-91786882|-|Gm19649-201	1	6	chr5|91787340	chr5|91780656,chr5|91781262,chr5|91782364,chr5|91783008,chr5|91784209,chr5|91784215
