peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr5|21369025|21369026	chr5	21369025	21369026	Enhancer	3616	chr5:21372642-21378374|+|Fgl2-201
chr5|21410916|21410917	chr5	21410916	21410917	Enhancer	13760	chr5:21292961-21424677|-|Ccdc146-202
chr5|21436503|21436504	chr5	21436503	21436504	Enhancer	11545	chr5:21424958-21482124|+|Fam185a-201
chr5|23286040|23286041	chr5	23286040	23286041	Enhancer	6129	chr5:23279866-23279911|-|Gm28022-201
chr5|23751375|23751376	chr5	23751375	23751376	Enhancer	28182	chr5:23740656-23779558|-|Pus7-204
chr5|24208410|24208411	chr5	24208410	24208411	Enhancer	1313	chr5:24209327-24209724|-|Gm5575-201
chr5|25021165|25021166	chr5	25021165	25021166	Enhancer	25412	chr5:24862748-24995753|-|Prkag2-202
chr5|25083942|25083943	chr5	25083942	25083943	Enhancer	16699	chr5:24862744-25100642|-|Prkag2-201
chr5|27191820|27191821	chr5	27191820	27191821	Enhancer	4134	chr5:27195955-27198868|+|Gm43776-201
chr5|29199963|29199964	chr5	29199963	29199964	Enhancer	1957	chr5:29198006-29225291|+|Rnf32-211
chr5|29389779|29389780	chr5	29389779	29389780	Enhancer	11080	chr5:29378699-29390488|+|4632411P08Rik-201
chr5|29737304|29737305	chr5	29737304	29737305	Enhancer	1271	chr5:29736033-29818134|+|Dnajb6-210
chr5|29852595|29852596	chr5	29852595	29852596	Enhancer	19288	chr5:29832088-29833307|-|Gm1969-201
chr5|30348057|30348058	chr5	30348057	30348058	Enhancer	17988	chr5:30366046-30366490|+|Gm43755-201
chr5|30378349|30378350	chr5	30378349	30378350	Enhancer	12303	chr5:30366046-30366490|+|Gm43755-201
chr5|31022411|31022412	chr5	31022411	31022412	Enhancer	25590	chr5:31036036-31048002|-|Slc5a6-205
chr5|32589816|32589817	chr5	32589816	32589817	Enhancer	21354	chr5:32611171-32685577|+|Yes1-205
chr5|33995741|33995742	chr5	33995741	33995742	Promoter	242	chr5:33995984-34005916|+|Nat8l-201
chr5|34171028|34171029	chr5	34171028	34171029	Enhancer	1501	chr5:34153880-34169527|-|Haus3-201
chr5|35743334|35743335	chr5	35743334	35743335	Enhancer	3347	chr5:35697183-35739987|-|Sh3tc1-207
chr5|36003980|36003981	chr5	36003980	36003981	Enhancer	86083	chr5:35917897-35918191|+|H2af-ps-201
chr5|36554572|36554573	chr5	36554572	36554573	Enhancer	19752	chr5:36490604-36574325|-|Tbc1d14-215
chr5|36693418|36693419	chr5	36693418	36693419	Enhancer	2518	chr5:36600485-36695937|-|D5Ertd579e-201
chr5|37051432|37051433	chr5	37051432	37051433	Promoter	575	chr5:37050857-37125299|+|Jakmip1-201
chr5|37903671|37903672	chr5	37903671	37903672	Enhancer	8975	chr5:37894696-37897276|+|Gm20052-204
chr5|37927326|37927327	chr5	37927326	37927327	Enhancer	32630	chr5:37894696-37897276|+|Gm20052-204
chr5|38302856|38302857	chr5	38302856	38302857	Enhancer	16510	chr5:38319367-38322518|+|Drd5-201
chr5|38870086|38870087	chr5	38870086	38870087	Enhancer	6725	chr5:38706462-38876812|-|Clnk-201
chr5|38870150|38870151	chr5	38870150	38870151	Enhancer	6661	chr5:38706462-38876812|-|Clnk-201
chr5|39910871|39910872	chr5	39910871	39910872	Enhancer	74756	chr5:39975671-39985628|-|Gm35191-201
chr5|40308701|40308702	chr5	40308701	40308702	Enhancer	19736	chr5:40328438-40329427|+|Gm2810-201
chr5|43320474|43320475	chr5	43320474	43320475	Enhancer	34784	chr5:43353047-43355259|-|Gm43020-201
chr5|43799877|43799878	chr5	43799877	43799878	Enhancer	8865	chr5:43807705-43808743|-|Gm42555-201
chr5|44050387|44050388	chr5	44050387	44050388	Enhancer	39145	chr5:44084354-44089533|-|Gm42716-203
chr5|44206814|44206815	chr5	44206814	44206815	Enhancer	10444	chr5:44213801-44217259|-|E430021H15Rik-201
chr5|44211920|44211921	chr5	44211920	44211921	Enhancer	5338	chr5:44213801-44217259|-|E430021H15Rik-201
chr5|44223746|44223747	chr5	44223746	44223747	Promoter	763	chr5:44224510-44225324|+|Gm42983-201
chr5|44223755|44223756	chr5	44223755	44223756	Promoter	754	chr5:44224510-44225324|+|Gm42983-201
chr5|44224044|44224045	chr5	44224044	44224045	Promoter	465	chr5:44224510-44225324|+|Gm42983-201
chr5|44247521|44247522	chr5	44247521	44247522	Enhancer	20899	chr5:44175154-44226622|-|Tapt1-201
chr5|44465765|44465766	chr5	44465765	44465766	Enhancer	29655	chr5:44492170-44495421|-|Gm42981-201
chr5|47436559|47436560	chr5	47436559	47436560	Enhancer	197942	chr5:47634502-47635306|+|Gm17824-201
chr5|49655136|49655137	chr5	49655136	49655137	Enhancer	102978	chr5:49552158-49553268|+|Gm5555-201
chr5|51584622|51584623	chr5	51584622	51584623	Enhancer	30700	chr5:51454250-51553922|-|Ppargc1a-203
chr5|51584636|51584637	chr5	51584636	51584637	Enhancer	30714	chr5:51454250-51553922|-|Ppargc1a-203
chr5|51911026|51911027	chr5	51911026	51911027	Promoter	95	chr5:51907122-51910931|-|Gm43175-201
chr5|52000951|52000952	chr5	52000951	52000952	Enhancer	81380	chr5:52079888-52082332|-|Gm43174-201
chr5|52132974|52132975	chr5	52132974	52132975	Enhancer	3042	chr5:52135902-52136017|-|Mir6417-201
chr5|52319386|52319387	chr5	52319386	52319387	Enhancer	22973	chr5:52342086-52342360|-|Gm43179-201
chr5|52634588|52634589	chr5	52634588	52634589	Enhancer	15576	chr5:52607550-52619012|-|8030423F21Rik-201
chr5|53153185|53153186	chr5	53153185	53153186	Enhancer	10025	chr5:53143160-53143238|+|n-R5s171-201
chr5|53154879|53154880	chr5	53154879	53154880	Enhancer	11719	chr5:53143160-53143238|+|n-R5s171-201
chr5|53504453|53504454	chr5	53504453	53504454	Enhancer	18277	chr5:53519260-53522731|-|Gm10441-201
chr5|53566720|53566721	chr5	53566720	53566721	Enhancer	10886	chr5:53555834-53657358|+|Rbpj-202
chr5|55258193|55258194	chr5	55258193	55258194	Enhancer	45387	chr5:55303420-55303581|-|Gm25513-201
chr5|57721966|57721967	chr5	57721966	57721967	Promoter	53	chr5:57721913-57913448|+|Pcdh7-207
chr5|57778463|57778464	chr5	57778463	57778464	Promoter	409	chr5:57778873-57781050|+|Gm42481-201
chr5|57780779|57780780	chr5	57780779	57780780	Enhancer	1906	chr5:57778873-57781050|+|Gm42481-201
chr5|57978832|57978833	chr5	57978832	57978833	Enhancer	5379	chr5:57984212-57985452|+|Gm37720-201
chr5|62761195|62761196	chr5	62761195	62761196	Enhancer	4924	chr5:62602445-62766120|-|Arap2-201
chr5|62778970|62778971	chr5	62778970	62778971	Enhancer	12850	chr5:62602445-62766120|-|Arap2-201
chr5|62927395|62927396	chr5	62927395	62927396	Enhancer	113572	chr5:62813823-62888308|+|Dthd1-201
chr5|63200749|63200750	chr5	63200749	63200750	Enhancer	386926	chr5:62813823-62888308|+|Dthd1-201
chr5|64077556|64077557	chr5	64077556	64077557	Enhancer	15393	chr5:64092950-64128351|+|Pgm2-201
chr5|64209919|64209920	chr5	64209919	64209920	Enhancer	18932	chr5:64190033-64190987|-|Gm15824-201
chr5|64219189|64219190	chr5	64219189	64219190	Enhancer	11209	chr5:64230399-64351486|+|Tbc1d1-203
chr5|64378760|64378761	chr5	64378760	64378761	Enhancer	4693	chr5:64383454-64386205|+|Gm43837-201
chr5|64697461|64697462	chr5	64697461	64697462	Enhancer	1059	chr5:64695461-64698521|-|Gm26761-201
chr5|64807168|64807169	chr5	64807168	64807169	Enhancer	3051	chr5:64708207-64804117|-|Gm20033-203
chr5|64828612|64828613	chr5	64828612	64828613	Enhancer	16273	chr5:64812339-64829482|+|Klf3-202
chr5|64935595|64935596	chr5	64935595	64935596	Enhancer	2034	chr5:64924679-64933561|-|Tlr1-202
chr5|64959950|64959951	chr5	64959950	64959951	Promoter	96	chr5:64952031-64960047|-|Tlr6-201
chr5|65038476|65038477	chr5	65038476	65038477	Enhancer	53107	chr5:65062536-65091584|-|Tmem156-201
chr5|65091333|65091334	chr5	65091333	65091334	Promoter	250	chr5:65062536-65091584|-|Tmem156-201
chr5|65714569|65714570	chr5	65714569	65714570	Enhancer	16401	chr5:65605721-65698168|-|Pds5a-209
chr5|65739509|65739510	chr5	65739509	65739510	Enhancer	23847	chr5:65761445-65763357|-|N4bp2os-201
chr5|65868175|65868176	chr5	65868175	65868176	Enhancer	5168	chr5:65863007-65893443|+|Rhoh-202
chr5|65955559|65955560	chr5	65955559	65955560	Enhancer	4254	chr5:65951305-65952205|+|4930480C01Rik-201
chr5|65960732|65960733	chr5	65960732	65960733	Enhancer	3118	chr5:65963851-65965428|+|Gm43771-201
chr5|66073897|66073898	chr5	66073897	66073898	Enhancer	1002	chr5:66069501-66072895|-|Gm43775-201
chr5|66076939|66076940	chr5	66076939	66076940	Enhancer	4044	chr5:66069501-66072895|-|Gm43775-201
chr5|66079905|66079906	chr5	66079905	66079906	Enhancer	1094	chr5:66016556-66081000|-|Rbm47-202
chr5|66082369|66082370	chr5	66082369	66082370	Enhancer	1270	chr5:66018985-66081099|-|Rbm47-203
chr5|66087054|66087055	chr5	66087054	66087055	Enhancer	2588	chr5:66080209-66084466|-|Gm43323-201
chr5|66138738|66138739	chr5	66138738	66138739	Enhancer	12339	chr5:66018602-66151078|-|Rbm47-206
chr5|66138742|66138743	chr5	66138742	66138743	Enhancer	12335	chr5:66018602-66151078|-|Rbm47-206
chr5|66138782|66138783	chr5	66138782	66138783	Enhancer	12295	chr5:66018602-66151078|-|Rbm47-206
chr5|66525049|66525050	chr5	66525049	66525050	Enhancer	1062	chr5:66524187-66526112|-|Gm43343-201
chr5|67055026|67055027	chr5	67055026	67055027	Enhancer	1234	chr5:67053679-67053792|-|Gm23841-201
chr5|67055030|67055031	chr5	67055030	67055031	Enhancer	1238	chr5:67053679-67053792|-|Gm23841-201
chr5|67450197|67450198	chr5	67450197	67450198	Enhancer	3281	chr5:67453479-67453770|+|Gm20072-201
chr5|67985929|67985930	chr5	67985929	67985930	Enhancer	3077	chr5:67988527-67989007|-|Gm43028-201
chr5|68009646|68009647	chr5	68009646	68009647	Enhancer	20639	chr5:67988527-67989007|-|Gm43028-201
chr5|68166196|68166197	chr5	68166196	68166197	Enhancer	81822	chr5:68082489-68084374|-|Gm43025-201
chr5|68608201|68608202	chr5	68608201	68608202	Enhancer	13455	chr5:68569504-68594746|-|Gm42850-201
chr5|68731625|68731626	chr5	68731625	68731626	Enhancer	136879	chr5:68569504-68594746|-|Gm42850-201
chr5|69522167|69522168	chr5	69522167	69522168	Enhancer	17207	chr5:69503842-69504960|-|Gm42887-201
chr5|70752521|70752522	chr5	70752521	70752522	Enhancer	90095	chr5:70751047-70842617|-|Gabrg1-201
chr5|70898523|70898524	chr5	70898523	70898524	Enhancer	55906	chr5:70751047-70842617|-|Gabrg1-201
chr5|72603891|72603892	chr5	72603891	72603892	Enhancer	15262	chr5:72603696-72619154|-|Cnga1-205
chr5|72709664|72709665	chr5	72709664	72709665	Enhancer	16397	chr5:72726062-72726371|+|Gm43717-201
chr5|72812777|72812778	chr5	72812777	72812778	Promoter	703	chr5:72809968-72812074|-|Gm43499-201
chr5|72821231|72821232	chr5	72821231	72821232	Enhancer	9157	chr5:72809968-72812074|-|Gm43499-201
chr5|72905069|72905070	chr5	72905069	72905070	Enhancer	9234	chr5:72914304-72978829|+|Slain2-202
chr5|73397965|73397966	chr5	73397965	73397966	Promoter	152	chr5:73396799-73397813|-|Gm35960-201
chr5|73431721|73431722	chr5	73431721	73431722	Enhancer	25494	chr5:73406227-73453435|+|Cwh43-202
chr5|73646891|73646892	chr5	73646891	73646892	Promoter	699	chr5:73647013-73647591|-|Gm43799-201
chr5|74056244|74056245	chr5	74056244	74056245	Enhancer	2739	chr5:74048299-74053505|-|Gm43417-201
chr5|74244752|74244753	chr5	74244752	74244753	Enhancer	4863	chr5:74249148-74249616|-|Gm42599-201
chr5|74952890|74952891	chr5	74952890	74952891	Enhancer	3700	chr5:74949190-74966368|+|Gm6116-201
chr5|75192849|75192850	chr5	75192849	75192850	Enhancer	16018	chr5:75176831-75176904|+|Mir7025-201
chr5|75221868|75221869	chr5	75221868	75221869	Enhancer	24574	chr5:75246443-75246770|+|Gm42799-201
chr5|75262916|75262917	chr5	75262916	75262917	Enhancer	16473	chr5:75246443-75246770|+|Gm42799-201
chr5|75330695|75330696	chr5	75330695	75330696	Enhancer	11747	chr5:75342443-75343832|+|Gm18345-201
chr5|75491020|75491021	chr5	75491020	75491021	Enhancer	70129	chr5:75561046-75561150|-|Gm24502-201
chr5|75516017|75516018	chr5	75516017	75516018	Enhancer	45132	chr5:75561046-75561150|-|Gm24502-201
chr5|75587647|75587648	chr5	75587647	75587648	Enhancer	12692	chr5:75574955-75656722|+|Kit-201
chr5|75589898|75589899	chr5	75589898	75589899	Enhancer	14943	chr5:75574955-75656722|+|Kit-201
chr5|75626510|75626511	chr5	75626510	75626511	Enhancer	51555	chr5:75574955-75656722|+|Kit-201
chr5|75626988|75626989	chr5	75626988	75626989	Enhancer	52033	chr5:75574955-75656722|+|Kit-201
chr5|75628054|75628055	chr5	75628054	75628055	Enhancer	53099	chr5:75574955-75656722|+|Kit-201
chr5|75633460|75633461	chr5	75633460	75633461	Enhancer	58505	chr5:75574955-75656722|+|Kit-201
chr5|75634164|75634165	chr5	75634164	75634165	Enhancer	59209	chr5:75574955-75656722|+|Kit-201
chr5|75660343|75660344	chr5	75660343	75660344	Enhancer	74486	chr5:75734830-75735967|+|Gm43101-202
chr5|75660790|75660791	chr5	75660790	75660791	Enhancer	74039	chr5:75734830-75735967|+|Gm43101-202
chr5|75674854|75674855	chr5	75674854	75674855	Enhancer	59975	chr5:75734830-75735967|+|Gm43101-202
chr5|75676743|75676744	chr5	75676743	75676744	Enhancer	58086	chr5:75734830-75735967|+|Gm43101-202
chr5|75680827|75680828	chr5	75680827	75680828	Enhancer	54002	chr5:75734830-75735967|+|Gm43101-202
chr5|75695749|75695750	chr5	75695749	75695750	Enhancer	39080	chr5:75734830-75735967|+|Gm43101-202
chr5|75697227|75697228	chr5	75697227	75697228	Enhancer	37602	chr5:75734830-75735967|+|Gm43101-202
chr5|75707673|75707674	chr5	75707673	75707674	Enhancer	27156	chr5:75734830-75735967|+|Gm43101-202
chr5|75770838|75770839	chr5	75770838	75770839	Enhancer	11952	chr5:75753556-75758886|-|Gm43100-201
chr5|75810745|75810746	chr5	75810745	75810746	Enhancer	24899	chr5:75833035-75835645|-|Gm19590-201
chr5|75874703|75874704	chr5	75874703	75874704	Enhancer	21745	chr5:75849238-75852958|-|Gm28865-201
chr5|75874780|75874781	chr5	75874780	75874781	Enhancer	21822	chr5:75849238-75852958|-|Gm28865-201
chr5|75892565|75892566	chr5	75892565	75892566	Enhancer	17261	chr5:75909827-75909927|+|Gm25374-201
chr5|75924197|75924198	chr5	75924197	75924198	Enhancer	14370	chr5:75909827-75909927|+|Gm25374-201
chr5|75937632|75937633	chr5	75937632	75937633	Enhancer	27805	chr5:75909827-75909927|+|Gm25374-201
chr5|75939009|75939010	chr5	75939009	75939010	Enhancer	29182	chr5:75909827-75909927|+|Gm25374-201
chr5|75967895|75967896	chr5	75967895	75967896	Enhancer	10562	chr5:75932827-75978458|-|Kdr-201
chr5|75970471|75970472	chr5	75970471	75970472	Enhancer	7986	chr5:75932827-75978458|-|Kdr-201
chr5|75970507|75970508	chr5	75970507	75970508	Enhancer	7950	chr5:75932827-75978458|-|Kdr-201
chr5|76127492|76127493	chr5	76127492	76127493	Enhancer	12778	chr5:76140271-76155479|+|Srd5a3-201
chr5|76130091|76130092	chr5	76130091	76130092	Enhancer	10179	chr5:76140271-76155479|+|Srd5a3-201
chr5|76130868|76130869	chr5	76130868	76130869	Enhancer	9402	chr5:76140271-76155479|+|Srd5a3-201
chr5|76130869|76130870	chr5	76130869	76130870	Enhancer	9401	chr5:76140271-76155479|+|Srd5a3-201
chr5|76131650|76131651	chr5	76131650	76131651	Enhancer	8620	chr5:76140271-76155479|+|Srd5a3-201
chr5|76131995|76131996	chr5	76131995	76131996	Enhancer	8275	chr5:76140271-76155479|+|Srd5a3-201
chr5|76132037|76132038	chr5	76132037	76132038	Enhancer	8233	chr5:76140271-76155479|+|Srd5a3-201
chr5|76133450|76133451	chr5	76133450	76133451	Enhancer	6820	chr5:76140271-76155479|+|Srd5a3-201
chr5|76133451|76133452	chr5	76133451	76133452	Enhancer	6819	chr5:76140271-76155479|+|Srd5a3-201
chr5|76134247|76134248	chr5	76134247	76134248	Enhancer	6023	chr5:76140271-76155479|+|Srd5a3-201
chr5|76134248|76134249	chr5	76134248	76134249	Enhancer	6022	chr5:76140271-76155479|+|Srd5a3-201
chr5|76135564|76135565	chr5	76135564	76135565	Enhancer	4706	chr5:76140271-76155479|+|Srd5a3-201
chr5|76145991|76145992	chr5	76145991	76145992	Promoter	645	chr5:76146637-76155244|+|Srd5a3-203
chr5|76146462|76146463	chr5	76146462	76146463	Promoter	174	chr5:76146637-76155244|+|Srd5a3-203
chr5|76146917|76146918	chr5	76146917	76146918	Promoter	280	chr5:76146637-76155244|+|Srd5a3-203
chr5|76146937|76146938	chr5	76146937	76146938	Promoter	300	chr5:76146637-76155244|+|Srd5a3-203
chr5|76146938|76146939	chr5	76146938	76146939	Promoter	301	chr5:76146637-76155244|+|Srd5a3-203
chr5|76147263|76147264	chr5	76147263	76147264	Promoter	626	chr5:76146637-76155244|+|Srd5a3-203
chr5|76147315|76147316	chr5	76147315	76147316	Promoter	645	chr5:76147961-76155246|+|Srd5a3-202
chr5|76147552|76147553	chr5	76147552	76147553	Promoter	408	chr5:76147961-76155246|+|Srd5a3-202
chr5|76148014|76148015	chr5	76148014	76148015	Promoter	53	chr5:76147961-76155246|+|Srd5a3-202
chr5|76148314|76148315	chr5	76148314	76148315	Promoter	353	chr5:76147961-76155246|+|Srd5a3-202
chr5|76150847|76150848	chr5	76150847	76150848	Enhancer	2886	chr5:76147961-76155246|+|Srd5a3-202
chr5|76151088|76151089	chr5	76151088	76151089	Enhancer	3127	chr5:76147961-76155246|+|Srd5a3-202
chr5|76151573|76151574	chr5	76151573	76151574	Enhancer	3612	chr5:76147961-76155246|+|Srd5a3-202
chr5|76151695|76151696	chr5	76151695	76151696	Enhancer	3734	chr5:76147961-76155246|+|Srd5a3-202
chr5|76152100|76152101	chr5	76152100	76152101	Enhancer	4139	chr5:76147961-76155246|+|Srd5a3-202
chr5|76152488|76152489	chr5	76152488	76152489	Enhancer	4527	chr5:76147961-76155246|+|Srd5a3-202
chr5|76153195|76153196	chr5	76153195	76153196	Enhancer	5234	chr5:76147961-76155246|+|Srd5a3-202
chr5|76153277|76153278	chr5	76153277	76153278	Enhancer	5316	chr5:76147961-76155246|+|Srd5a3-202
chr5|76153478|76153479	chr5	76153478	76153479	Enhancer	5517	chr5:76147961-76155246|+|Srd5a3-202
chr5|76153479|76153480	chr5	76153479	76153480	Enhancer	5518	chr5:76147961-76155246|+|Srd5a3-202
chr5|76154923|76154924	chr5	76154923	76154924	Enhancer	6962	chr5:76147961-76155246|+|Srd5a3-202
chr5|76157420|76157421	chr5	76157420	76157421	Enhancer	9459	chr5:76147961-76155246|+|Srd5a3-202
chr5|76159485|76159486	chr5	76159485	76159486	Enhancer	11524	chr5:76147961-76155246|+|Srd5a3-202
chr5|76159660|76159661	chr5	76159660	76159661	Enhancer	11699	chr5:76147961-76155246|+|Srd5a3-202
chr5|76159661|76159662	chr5	76159661	76159662	Enhancer	11700	chr5:76147961-76155246|+|Srd5a3-202
chr5|76163614|76163615	chr5	76163614	76163615	Enhancer	15653	chr5:76147961-76155246|+|Srd5a3-202
chr5|76168788|76168789	chr5	76168788	76168789	Enhancer	15091	chr5:76183880-76209245|+|Tmem165-201
chr5|76177998|76177999	chr5	76177998	76177999	Enhancer	5881	chr5:76183880-76209245|+|Tmem165-201
chr5|76188621|76188622	chr5	76188621	76188622	Enhancer	4741	chr5:76183880-76209245|+|Tmem165-201
chr5|76188622|76188623	chr5	76188622	76188623	Enhancer	4742	chr5:76183880-76209245|+|Tmem165-201
chr5|76189741|76189742	chr5	76189741	76189742	Enhancer	5861	chr5:76183880-76209245|+|Tmem165-201
chr5|76330546|76330547	chr5	76330546	76330547	Promoter	586	chr5:76312115-76331133|-|Pdcl2-202
chr5|76330547|76330548	chr5	76330547	76330548	Promoter	585	chr5:76312115-76331133|-|Pdcl2-202
chr5|76753003|76753004	chr5	76753003	76753004	Promoter	635	chr5:76752368-76873330|+|C530008M17Rik-204
chr5|76753038|76753039	chr5	76753038	76753039	Promoter	670	chr5:76752368-76873330|+|C530008M17Rik-204
chr5|76785278|76785279	chr5	76785278	76785279	Enhancer	24709	chr5:76809988-76842589|+|C530008M17Rik-203
chr5|77040042|77040043	chr5	77040042	77040043	Enhancer	2988	chr5:77037054-77047495|+|Thegl-203
chr5|77040058|77040059	chr5	77040058	77040059	Enhancer	3004	chr5:77037054-77047495|+|Thegl-203
chr5|77083082|77083083	chr5	77083082	77083083	Enhancer	11449	chr5:77094532-77102303|+|Hopxos-201
chr5|77252260|77252261	chr5	77252260	77252261	Enhancer	13230	chr5:77265491-77286432|+|Rest-201
chr5|77281400|77281401	chr5	77281400	77281401	Enhancer	8643	chr5:77272757-77272838|+|Mir5098-201
chr5|77316897|77316898	chr5	77316897	77316898	Enhancer	1757	chr5:77318655-77318937|+|Gm42758-201
chr5|77372589|77372590	chr5	77372589	77372590	Enhancer	14009	chr5:77386599-77393683|+|Gm34648-201
chr5|77396316|77396317	chr5	77396316	77396317	Enhancer	9717	chr5:77386599-77393683|+|Gm34648-201
chr5|77417035|77417036	chr5	77417035	77417036	Enhancer	8994	chr5:77349240-77408041|-|Igfbp7-201
chr5|77444078|77444079	chr5	77444078	77444079	Enhancer	10044	chr5:77434034-77473219|+|Gm34728-201
chr5|77445134|77445135	chr5	77445134	77445135	Enhancer	11100	chr5:77434034-77473219|+|Gm34728-201
chr5|77445323|77445324	chr5	77445323	77445324	Enhancer	11289	chr5:77434034-77473219|+|Gm34728-201
chr5|77445324|77445325	chr5	77445324	77445325	Enhancer	11290	chr5:77434034-77473219|+|Gm34728-201
chr5|77445604|77445605	chr5	77445604	77445605	Enhancer	11570	chr5:77434034-77473219|+|Gm34728-201
chr5|77445605|77445606	chr5	77445605	77445606	Enhancer	11571	chr5:77434034-77473219|+|Gm34728-201
chr5|77451052|77451053	chr5	77451052	77451053	Enhancer	14435	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77451122|77451123	chr5	77451122	77451123	Enhancer	14365	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77451155|77451156	chr5	77451155	77451156	Enhancer	14332	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77451156|77451157	chr5	77451156	77451157	Enhancer	14331	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77451477|77451478	chr5	77451477	77451478	Enhancer	14010	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77451478|77451479	chr5	77451478	77451479	Enhancer	14009	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77451703|77451704	chr5	77451703	77451704	Enhancer	13784	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77453217|77453218	chr5	77453217	77453218	Enhancer	12270	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77455121|77455122	chr5	77455121	77455122	Enhancer	10366	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77455285|77455286	chr5	77455285	77455286	Enhancer	10202	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77455286|77455287	chr5	77455286	77455287	Enhancer	10201	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77456096|77456097	chr5	77456096	77456097	Enhancer	9391	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77458172|77458173	chr5	77458172	77458173	Enhancer	7315	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77459129|77459130	chr5	77459129	77459130	Enhancer	6358	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77461601|77461602	chr5	77461601	77461602	Enhancer	3886	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77462309|77462310	chr5	77462309	77462310	Enhancer	3178	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77464964|77464965	chr5	77464964	77464965	Promoter	523	chr5:77465488-77468851|+|1700017L05Rik-201
chr5|77465724|77465725	chr5	77465724	77465725	Promoter	236	chr5:77465488-77468851|+|1700017L05Rik-201
