TSS	#PromoterCpG	#EnhancerCpG	PromoterCpG	EnhancerCpG
chr3:103643954-103646068|-|Atg4a-ps-201	1	22	chr3|103646669	chr3|103627942,chr3|103627943,chr3|103631255,chr3|103648071,chr3|103651056,chr3|103651093,chr3|103651098,chr3|103651307,chr3|103651308,chr3|103651386,chr3|103651744,chr3|103651746,chr3|103651747,chr3|103651748,chr3|103651749,chr3|103652107,chr3|103652148,chr3|103653447,chr3|103654465,chr3|103654466,chr3|103654468,chr3|103654954
chr3:103666542-103666627|-|Gm25325-201	0	5		chr3|103668420,chr3|103675786,chr3|103675787,chr3|103680628,chr3|103680629
chr3:103694798-103695197|+|Gm15986-201	2	32	chr3|103694845,chr3|103695717	chr3|103686018,chr3|103686877,chr3|103686878,chr3|103690749,chr3|103691923,chr3|103691924,chr3|103692169,chr3|103692937,chr3|103695951,chr3|103698238,chr3|103698698,chr3|103699599,chr3|103700693,chr3|103701983,chr3|103701989,chr3|103705369,chr3|103705370,chr3|103706062,chr3|103707091,chr3|103708142,chr3|103708143,chr3|103708728,chr3|103708831,chr3|103712524,chr3|103712532,chr3|103712538,chr3|103712726,chr3|103712727,chr3|103712974,chr3|103712975,chr3|103713034,chr3|103713035
chr3:103731680-103732553|-|Olfml3-204	0	15		chr3|103713824,chr3|103713825,chr3|103717544,chr3|103718213,chr3|103718949,chr3|103718950,chr3|103720199,chr3|103721472,chr3|103722777,chr3|103722861,chr3|103722862,chr3|103722947,chr3|103722948,chr3|103727369,chr3|103727370
chr3:103731665-103738001|-|Olfml3-201	0	2		chr3|103736777,chr3|103736795
chr3:103739366-103746376|+|Gm10964-201	1	3	chr3|103739068	chr3|103741646,chr3|103741647,chr3|103747593
chr3:103765695-103767116|-|Gm43149-201	0	5		chr3|103754710,chr3|103754711,chr3|103761247,chr3|103761381,chr3|103761382
chr3:103771973-103789402|+|Gm15886-201	0	2		chr3|103777194,chr3|103777195
chr3:103800605-103809378|-|Dclre1b-202	0	1		chr3|103807003
chr3:103809836-103821761|+|Ap4b1-207	1	10	chr3|103810673	chr3|103811181,chr3|103811182,chr3|103811192,chr3|103811860,chr3|103813540,chr3|103816845,chr3|103817034,chr3|103817414,chr3|103817511,chr3|103819828
chr3:103832601-103838648|+|Bcl2l15-201	0	2		chr3|103822233,chr3|103830671
chr3:103832771-103854618|+|Bcl2l15-202	0	4		chr3|103836585,chr3|103836586,chr3|103840290,chr3|103845918
chr3:103860277-103912247|+|Ptpn22-201	0	7		chr3|103846535,chr3|103846536,chr3|103848082,chr3|103850590,chr3|103850591,chr3|103852055,chr3|103852267
chr3:103864706-103866797|+|Gm43065-201	2	21	chr3|103865196,chr3|103865197	chr3|103866882,chr3|103866883,chr3|103868468,chr3|103870181,chr3|103870182,chr3|103872150,chr3|103872151,chr3|103873528,chr3|103878173,chr3|103878971,chr3|103878972,chr3|103880746,chr3|103880902,chr3|103881804,chr3|103881805,chr3|103882627,chr3|103882628,chr3|103882718,chr3|103882719,chr3|103883154,chr3|103883311
chr3:103902499-103902963|-|Gm15602-201	1	14	chr3|103902765	chr3|103888668,chr3|103889074,chr3|103896815,chr3|103897439,chr3|103897631,chr3|103897947,chr3|103897948,chr3|103898155,chr3|103898156,chr3|103899016,chr3|103899017,chr3|103905931,chr3|103905932,chr3|103906552
chr3:103914120-103966613|+|Rsbn1-201	0	2		chr3|103913047,chr3|103913048
chr3:103914151-103966636|+|Rsbn1-202	0	2		chr3|103920021,chr3|103920039
chr3:104078435-104079502|-|9530097N15Rik-201	0	1		chr3|104075535
chr3:104129424-104130261|+|Gm17956-201	0	5		chr3|104123129,chr3|104123132,chr3|104123133,chr3|104125041,chr3|104125042
chr3:104013625-104220103|-|Magi3-202	0	1		chr3|104215308
chr3:104013259-104220374|-|Magi3-201	0	17		chr3|104223784,chr3|104223785,chr3|104224259,chr3|104224260,chr3|104224289,chr3|104224290,chr3|104228177,chr3|104228178,chr3|104229152,chr3|104231242,chr3|104231243,chr3|104232272,chr3|104238486,chr3|104239135,chr3|104240029,chr3|104240209,chr3|104240210
chr3:104350635-104366613|-|Gm5546-201	0	13		chr3|104351343,chr3|104351344,chr3|104352284,chr3|104352922,chr3|104356498,chr3|104362056,chr3|104362466,chr3|104365228,chr3|104367834,chr3|104371255,chr3|104378191,chr3|104378192,chr3|104385633
chr3:104409161-104417535|+|Gm38412-201	1	2	chr3|104409795	chr3|104396605,chr3|104396840
chr3:104417613-104418327|-|Gm9273-201	0	14		chr3|104413917,chr3|104414952,chr3|104414953,chr3|104416171,chr3|104421967,chr3|104422902,chr3|104424114,chr3|104426462,chr3|104432712,chr3|104435309,chr3|104435626,chr3|104435806,chr3|104437687,chr3|104438228
chr3:104470660-104476730|-|Gm43696-201	0	5		chr3|104470027,chr3|104470168,chr3|104470169,chr3|104485955,chr3|104485956
chr3:104510099-104511313|-|4930509H03Rik-201	0	1		chr3|104507106
chr3:104457128-104511856|-|Lrig2-205	0	2		chr3|104514689,chr3|104514690
chr3:104601158-104601239|-|Gm26091-201	0	6		chr3|104596594,chr3|104596642,chr3|104596964,chr3|104599014,chr3|104608553,chr3|104612541
chr3:104634315-104634657|-|Gm43582-201	0	2		chr3|104624678,chr3|104624679
chr3:104638668-104658462|+|Slc16a1-201	0	1		chr3|104637450
chr3:104642994-104645857|+|Gm43581-201	1	0	chr3|104642777	
chr3:104646241-104647643|+|Gm43585-201	1	0	chr3|104646380	
chr3:104661343-104664139|-|Gm29561-201	0	1		chr3|104661967
chr3:104667032-104670010|-|Gm29560-201	0	1		chr3|104684173
chr3:104700870-104700959|+|Gm24223-201	1	0	chr3|104700021	
chr3:104706585-104710910|+|Gm29572-201	0	17		chr3|104715927,chr3|104715990,chr3|104720014,chr3|104721225,chr3|104721282,chr3|104721303,chr3|104721539,chr3|104721540,chr3|104722173,chr3|104724141,chr3|104724142,chr3|104725083,chr3|104725084,chr3|104725095,chr3|104725206,chr3|104725207,chr3|104726215
chr3:104752727-104753165|-|Gm6485-201	0	17		chr3|104741313,chr3|104742493,chr3|104747839,chr3|104747840,chr3|104748143,chr3|104748971,chr3|104749425,chr3|104750251,chr3|104750700,chr3|104751712,chr3|104751881,chr3|104754362,chr3|104756650,chr3|104757673,chr3|104757675,chr3|104761997,chr3|104762389
chr3:104753123-104773270|-|Gm43584-201	0	3		chr3|104763511,chr3|104764894,chr3|104774637
chr3:104794836-104818242|-|Mov10-201	0	2		chr3|104807202,chr3|104816221
chr3:104794836-104818563|-|Mov10-203	0	3		chr3|104820589,chr3|104820590,chr3|104822191
chr3:104826330-104827904|-|Gm42658-201	0	1		chr3|104832693
chr3:104836430-104838183|-|Gm42659-201	0	20		chr3|104837052,chr3|104844423,chr3|104844424,chr3|104844579,chr3|104844580,chr3|104844617,chr3|104844679,chr3|104844680,chr3|104847229,chr3|104847230,chr3|104848483,chr3|104848980,chr3|104849103,chr3|104849104,chr3|104849503,chr3|104849504,chr3|104849810,chr3|104849811,chr3|104850382,chr3|104850383
chr3:104864503-104926860|+|St7l-202	0	13		chr3|104852838,chr3|104854071,chr3|104854072,chr3|104854112,chr3|104854130,chr3|104854131,chr3|104854221,chr3|104854222,chr3|104858320,chr3|104858321,chr3|104858329,chr3|104859250,chr3|104859251
chr3:104865067-104927770|+|St7l-211	0	2		chr3|104882162,chr3|104882163
chr3:104915910-104916163|-|Gm4525-201	2	13	chr3|104916274,chr3|104916275	chr3|104899028,chr3|104899032,chr3|104899036,chr3|104906445,chr3|104906446,chr3|104910135,chr3|104917904,chr3|104920650,chr3|104923213,chr3|104923219,chr3|104923225,chr3|104927033,chr3|104927034
chr3:104957442-104958373|-|Gm43846-201	0	7		chr3|104940477,chr3|104940478,chr3|104944446,chr3|104944724,chr3|104946431,chr3|104947594,chr3|104949085
chr3:104945272-104961921|-|Wnt2b-201	0	2		chr3|104963969,chr3|104974363
chr3:104994032-105004005|+|Gm40117-201	2	9	chr3|104993572,chr3|104993573	chr3|104985885,chr3|104997386,chr3|105009982,chr3|105011024,chr3|105011025,chr3|105013382,chr3|105013383,chr3|105013867,chr3|105013868
chr3:105001917-105052951|-|Cttnbp2nl-202	0	12		chr3|105034568,chr3|105034573,chr3|105036830,chr3|105042175,chr3|105044572,chr3|105046154,chr3|105046155,chr3|105050683,chr3|105050689,chr3|105050695,chr3|105050700,chr3|105050702
chr3:105001915-105053146|-|Cttnbp2nl-201	0	1		chr3|105054286
chr3:106373206-106374307|+|Gm43212-201	0	1		chr3|106376945
chr3:107415863-107416195|-|Gm24383-201	0	3		chr3|107428689,chr3|107428709,chr3|107428900
chr3:107438303-107459552|-|Kcnc4-201	0	22		chr3|107441638,chr3|107447113,chr3|107447114,chr3|107447232,chr3|107447933,chr3|107447934,chr3|107448350,chr3|107449241,chr3|107452082,chr3|107452877,chr3|107453573,chr3|107453765,chr3|107461390,chr3|107461391,chr3|107464949,chr3|107464950,chr3|107468011,chr3|107469566,chr3|107470111,chr3|107476723,chr3|107477659,chr3|107477660
