TSS	#PromoterCpG	#EnhancerCpG	PromoterCpG	EnhancerCpG
chr11:3963975-3980004|+|Pes1-202	0	2		chr11|3959219,chr11|3966494
chr11:4002457-4002805|+|Gm11954-201	0	3		chr11|4006957,chr11|4008478,chr11|4008785
chr11:4064841-4077736|+|Sec14l3-201	0	1		chr11|4051971
chr11:4091480-4095445|-|Mtfp1-201	0	1		chr11|4098426
chr11:4107755-4108224|+|Gm11955-201	1	0	chr11|4107344	
chr11:4097039-4118831|-|Sec14l2-201	0	3		chr11|4114059,chr11|4114165,chr11|4122912
chr11:4129372-4130150|-|Gm11957-201	0	2		chr11|4128533,chr11|4128534
chr11:4218225-4222409|+|Castor1-201	0	3		chr11|4203158,chr11|4222112,chr11|4223366
chr11:4236420-4241026|+|Osm-201	0	3		chr11|4239471,chr11|4244834,chr11|4244835
chr11:4257557-4272514|+|Lif-202	0	6		chr11|4249578,chr11|4249736,chr11|4251005,chr11|4251841,chr11|4251847,chr11|4251849
chr11:4267095-4272514|+|Lif-201	0	1		chr11|4268736
chr11:4274089-4281931|+|Gm11959-201	0	1		chr11|4278346
chr11:4285460-4286939|+|Gm11958-201	0	4		chr11|4292792,chr11|4293070,chr11|4304847,chr11|4304848
chr11:4324149-4324255|-|Gm24803-201	0	8		chr11|4304940,chr11|4308766,chr11|4309396,chr11|4309928,chr11|4334596,chr11|4337118,chr11|4339611,chr11|4344083
chr11:4345814-4440745|-|Hormad2-202	0	5		chr11|4427011,chr11|4427109,chr11|4427371,chr11|4434767,chr11|4435872
chr11:4346383-4441082|-|Hormad2-203	1	3	chr11|4441124	chr11|4451740,chr11|4458869,chr11|4459677
chr11:4480875-4546268|-|Mtmr3-201	1	8	chr11|4547069	chr11|4527436,chr11|4541027,chr11|4542941,chr11|4543596,chr11|4543621,chr11|4544620,chr11|4548105,chr11|4554014
chr11:4561780-4564637|+|Gm11960-202	2	0	chr11|4560945,chr11|4561001	
chr11:4563632-4564556|+|Gm11960-201	0	3		chr11|4566495,chr11|4566637,chr11|4577306
chr11:4480868-4594815|-|Mtmr3-202	0	2		chr11|4584256,chr11|4584537
chr11:4620067-4621698|+|Gm11032-201	1	0	chr11|4620958	
chr11:4637747-4683385|+|Ascc2-201	0	1		chr11|4642966
chr11:4701973-4704342|-|Uqcr10-201	0	1		chr11|4694285
chr11:4736892-4746778|-|Cabp7-201	0	1		chr11|4749287
chr11:4767665-4848985|-|Nf2-202	0	2		chr11|4843371,chr11|4847212
chr11:4765845-4849536|-|Nf2-205	0	1		chr11|4861691
chr11:4938754-4948064|-|Nefh-201	1	2	chr11|4948899	chr11|4933643,chr11|4936555
chr11:4986824-5042729|+|Ap1b1-203	0	2		chr11|4988882,chr11|4991585
chr11:5009530-5042729|+|Ap1b1-202	0	5		chr11|5002864,chr11|5002985,chr11|5003138,chr11|5017674,chr11|5023351
chr11:5038211-5038307|+|Gm24958-201	0	1		chr11|5045610
chr11:5058128-5060385|+|Rasl10a-201	0	3		chr11|5049033,chr11|5051693,chr11|5059516
chr11:5098926-5106091|+|Rhbdd3-202	0	3		chr11|5094235,chr11|5096116,chr11|5097432
chr11:5100157-5106091|+|Rhbdd3-203	0	2		chr11|5111451,chr11|5112401
chr11:5106266-5152240|-|Emid1-208	0	1		chr11|5140477
chr11:5106265-5152257|-|Emid1-201	1	3	chr11|5152463	chr11|5164237,chr11|5164508,chr11|5164551
chr11:5251850-5251956|+|Gm25142-201	0	15		chr11|5234336,chr11|5239253,chr11|5239335,chr11|5240225,chr11|5240425,chr11|5244262,chr11|5244318,chr11|5245269,chr11|5246045,chr11|5246078,chr11|5246501,chr11|5248135,chr11|5253620,chr11|5254257,chr11|5255346
chr11:5191552-5261558|-|Kremen1-201	0	6		chr11|5257656,chr11|5259681,chr11|5259712,chr11|5260259,chr11|5267469,chr11|5280119
chr11:5278602-5381740|-|Znrf3-203	0	1		chr11|5370342
chr11:5276324-5444847|-|Znrf3-201	0	10		chr11|5429565,chr11|5430518,chr11|5430674,chr11|5441363,chr11|5441364,chr11|5442066,chr11|5442602,chr11|5442991,chr11|5443140,chr11|5455809
chr11:5495192-5495446|-|Gm11962-201	0	1		chr11|5484208
chr11:5498840-5505699|+|Gm11963-201	1	3	chr11|5499716	chr11|5508642,chr11|5508672,chr11|5509662
chr11:5521663-5524943|+|Xbp1-204	0	4		chr11|5528570,chr11|5528982,chr11|5531049,chr11|5531198
chr11:5528887-5542187|-|Ccdc117-201	0	1		chr11|5546961
chr11:5560606-5560735|-|Gm22471-201	2	2	chr11|5560326,chr11|5560340	chr11|5562961,chr11|5563021
chr11:5569697-5584283|+|Ankrd36-201	0	2		chr11|5575196,chr11|5584760
chr11:5634139-5634582|+|Gm11964-201	0	1		chr11|5637983
chr11:5678356-5678632|-|Gm11965-201	0	2		chr11|5674103,chr11|5682501
chr11:5703983-5707687|-|Mrps24-205	0	2		chr11|5700833,chr11|5700955
chr11:5713417-5741150|-|Urgcp-202	2	2	chr11|5740432,chr11|5741940	chr11|5749627,chr11|5749628
chr11:5788488-5800629|+|Dbnl-203	0	1		chr11|5786572
chr11:5827860-5837789|-|Polm-202	0	2		chr11|5828731,chr11|5831245
chr11:5827861-5838016|-|Polm-201	1	0	chr11|5838243	
chr11:5896637-5898782|-|Myl7-201	0	2		chr11|5895364,chr11|5902163
chr11:5900823-5950081|-|Gck-201	1	0	chr11|5951052	
chr11:5971735-6065538|-|Camk2b-206	0	5		chr11|6047870,chr11|6048341,chr11|6048414,chr11|6048436,chr11|6048478
chr11:6211013-6230143|-|Npc1l1-201	2	0	chr11|6229174,chr11|6229503	
chr11:6291633-6356642|+|Ogdh-201	0	1		chr11|6285788
chr11:6292605-6356592|+|Ogdh-202	1	1	chr11|6292714	chr11|6306213
chr11:6416312-6419804|+|Ppia-206	0	1		chr11|6422458
chr11:6467599-6475917|-|Purb-201	0	1		chr11|6483129
chr11:6506548-6520958|-|Myo1g-201	0	1		chr11|6523414
chr11:6546887-6596744|+|Ccm2-201	0	1		chr11|6548602
chr11:6559023-6559503|-|Gm11975-201	1	2	chr11|6558657	chr11|6555660,chr11|6558262
chr11:6561230-6596742|+|Ccm2-202	0	4		chr11|6566782,chr11|6568020,chr11|6568753,chr11|6569100
chr11:6597823-6606053|-|Nacad-201	0	4		chr11|6586342,chr11|6595616,chr11|6595699,chr11|6610511
chr11:6650374-6650839|-|Gm11978-201	0	1		chr11|6648135
chr11:6685824-6686809|+|Gm11980-201	0	3		chr11|6678222,chr11|6694489,chr11|6694788
chr11:6718918-6719495|-|Gm11976-201	0	4		chr11|6704500,chr11|6705131,chr11|6715485,chr11|6716442
chr11:6716001-6720037|-|Gm11981-201	0	2		chr11|6724980,chr11|6731693
chr11:6781678-6783138|-|Gm11977-201	0	3		chr11|6776488,chr11|6778414,chr11|6780877
chr11:7183153-7188569|-|Gm11985-201	1	1	chr11|7189534	chr11|7176212
chr11:7197782-7202546|+|Igfbp1-201	0	1		chr11|7193407
chr11:7207686-7213923|-|Igfbp3-202	0	1		chr11|7219106
chr11:7270351-7290374|-|Gm11986-201	0	2		chr11|7293397,chr11|7309749
chr11:7994164-7995852|-|Gm11987-201	0	1		chr11|7991893
chr11:8383182-8383853|-|Gm11989-201	0	2		chr11|8365750,chr11|8389978
chr11:8431652-8664535|-|Tns3-201	0	6		chr11|8653763,chr11|8662342,chr11|8672627,chr11|8673744,chr11|8674577,chr11|8674578
chr11:8805952-8806848|-|Gm11990-201	0	10		chr11|8795555,chr11|8795558,chr11|8795587,chr11|8797004,chr11|8809211,chr11|8809212,chr11|8810020,chr11|8821326,chr11|8821392,chr11|8821439
chr11:8884223-8885296|-|Gm11991-201	0	1		chr11|8902821
chr11:8826775-8950539|-|Pkd1l1-203	0	4		chr11|8944174,chr11|8954464,chr11|8957206,chr11|8970524
chr11:8993137-9011191|-|Hus1-201	1	0	chr11|9011909	
chr11:9016054-9039589|-|Sun3-201	0	2		chr11|9031465,chr11|9041461
chr11:9016054-9048991|-|Sun3-202	0	1		chr11|9059997
chr11:9118103-9136164|+|Upp1-201	0	2		chr11|9102179,chr11|9114974
chr11:9118507-9136167|+|Upp1-205	0	1		chr11|9119768
chr11:9149778-9150597|-|Gm11993-201	1	0	chr11|9151244	
chr11:9191942-9684259|+|Abca13-201	0	1		chr11|9211036
chr11:10239337-10240251|+|Gm11996-201	0	1		chr11|10245597
chr11:10376770-10377082|-|Gm11997-201	0	1		chr11|10391403
chr11:11115851-11266638|+|Vwc2-201	0	3		chr11|11117877,chr11|11117983,chr11|11127907
chr11:11279626-11462408|-|Zpbp-201	0	2		chr11|11452765,chr11|11461279
chr11:11489266-11515190|+|Spata48-202	0	4		chr11|11484707,chr11|11484708,chr11|11508937,chr11|11508938
chr11:11557421-11579460|+|Gm11998-201	0	5		chr11|11553021,chr11|11553859,chr11|11558604,chr11|11560016,chr11|11574690
chr11:11642203-11685400|-|Gm11999-201	1	3	chr11|11684961	chr11|11669323,chr11|11670415,chr11|11679511
chr11:11695133-11696439|-|Gm12000-201	0	7		chr11|11692273,chr11|11692863,chr11|11692991,chr11|11693304,chr11|11693338,chr11|11693445,chr11|11716437
chr11:11800552-11808932|-|Fignl1-202	0	5		chr11|11800618,chr11|11800624,chr11|11800625,chr11|11802358,chr11|11802556
chr11:11800288-11808962|-|Fignl1-206	1	3	chr11|11809930	chr11|11816109,chr11|11820665,chr11|11827064
chr11:11868123-11885321|+|1700042O10Rik-201	0	15		chr11|11850117,chr11|11850118,chr11|11850145,chr11|11850175,chr11|11850176,chr11|11850225,chr11|11854373,chr11|11872637,chr11|11872689,chr11|11872690,chr11|11873221,chr11|11873240,chr11|11873310,chr11|11873570,chr11|11878140
chr11:11814103-11890408|-|Ddc-202	0	6		chr11|11881371,chr11|11884658,chr11|11885010,chr11|11885098,chr11|11885123,chr11|11893467
chr11:11814101-11898144|-|Ddc-210	0	3		chr11|11899540,chr11|11901738,chr11|11903475
chr11:11913621-11913748|-|Gm25058-201	0	2		chr11|11908599,chr11|11932820
chr11:11933094-11970642|-|Grb10-202	0	2		chr11|11962614,chr11|11975045
chr11:11930508-12027971|-|Grb10-203	0	4		chr11|12010181,chr11|12010264,chr11|12010291,chr11|12029175
chr11:11930508-12037401|-|Grb10-201	0	2		chr11|12033080,chr11|12036034
chr11:12054148-12054303|-|Gm24036-201	0	2		chr11|12047283,chr11|12072547
chr11:12236678-12412144|-|Cobl-210	1	0	chr11|12412039	
chr11:12236678-12464960|-|Cobl-203	0	1		chr11|12483845
chr11:14162079-14162457|+|Gm12005-201	1	1	chr11|14161730	chr11|14154560
chr11:14487613-14488015|+|Gm12006-201	0	1		chr11|14504188
chr11:15049158-15050257|+|Gm12009-201	0	1		chr11|15034314
chr11:15482306-15489473|+|Gm12010-201	0	1		chr11|15497296
chr11:16257803-16427310|+|Vstm2a-202	1	1	chr11|16258709	chr11|16268178
chr11:16439254-16440319|+|Gm12012-201	0	1		chr11|16449739
chr11:16501651-16508069|-|Sec61g-201	0	6		chr11|16503292,chr11|16503316,chr11|16503447,chr11|16506082,chr11|16506085,chr11|16506809
chr11:16514533-16515981|+|Akt2-ps-201	0	1		chr11|16528002
chr11:16635109-16636066|-|Gm12663-201	0	3		chr11|16625547,chr11|16627338,chr11|16628087
chr11:16732605-16732711|-|Gm25698-201	0	1		chr11|16742088
chr11:16815431-16830702|-|Egfros-201	0	4		chr11|16820589,chr11|16821005,chr11|16845495,chr11|16849199
chr11:16935154-16951099|-|Eldr-203	0	3		chr11|16932155,chr11|16944666,chr11|16945790
chr11:16951410-16954772|+|Fbxo48-201	0	2		chr11|16954362,chr11|16961035
chr11:16971206-17008702|-|Plek-202	0	4		chr11|16994828,chr11|17000720,chr11|17003524,chr11|17003793
chr11:17051818-17079371|+|Cnrip1-201	0	1		chr11|17048097
chr11:17095490-17095644|-|Gm12013-201	0	3		chr11|17082688,chr11|17086357,chr11|17086358
chr11:17159263-17200375|+|Ppp3r1-201	0	5		chr11|17147941,chr11|17147971,chr11|17147972,chr11|17149585,chr11|17165872
chr11:17203198-17211568|-|Pno1-201	0	3		chr11|17199381,chr11|17199382,chr11|17199515
chr11:17211918-17233796|+|Wdr92-201	0	1		chr11|17214211
chr11:17257594-17269176|+|C1d-201	0	4		chr11|17270820,chr11|17273267,chr11|17273317,chr11|17275109
chr11:17297577-17298419|-|Gm12015-201	0	1		chr11|17300376
chr11:17548286-17548609|+|Gm23959-201	0	1		chr11|17543782
chr11:17638503-17639183|-|Gm12016-201	0	1		chr11|17631317
chr11:18095986-18103384|+|Gm12018-201	0	1		chr11|18103376
chr11:18325630-18327671|-|Gm12020-201	0	1		chr11|18326454
chr11:18467479-18493255|-|Gm12022-201	0	1		chr11|18479947
chr11:18595248-18710222|-|Gm12023-201	2	0	chr11|18709680,chr11|18709918	
chr11:18738695-18738796|+|Gm23093-201	0	4		chr11|18746141,chr11|18746217,chr11|18746218,chr11|18746226
chr11:18752558-18756738|-|Gm28401-202	0	9		chr11|18749114,chr11|18750126,chr11|18750127,chr11|18750131,chr11|18751000,chr11|18751469,chr11|18751487,chr11|18753302,chr11|18765821
chr11:18802254-18802422|-|Gm23021-201	0	3		chr11|18814728,chr11|18819777,chr11|18819894
chr11:18845851-18872155|-|8430419K02Rik-201	2	8	chr11|18873080,chr11|18873081	chr11|18853424,chr11|18860305,chr11|18861145,chr11|18861168,chr11|18866392,chr11|18866491,chr11|18868102,chr11|18869559
chr11:18884623-18887791|-|Gm37818-201	1	1	chr11|18888484	chr11|18880869
chr11:18888261-18889840|-|2900018N21Rik-201	0	5		chr11|18904286,chr11|18904287,chr11|18904427,chr11|18904681,chr11|18904685
chr11:19005607-19006473|-|2610001A08Rik-201	2	3	chr11|19005770,chr11|19005993	chr11|18996987,chr11|18997036,chr11|19000292
chr11:19009128-19011183|+|Gm16140-201	1	1	chr11|19009240	chr11|19011358
chr11:18879817-19018985|-|Meis1-206	0	4		chr11|19025734,chr11|19025859,chr11|19026098,chr11|19030387
chr11:19065276-19075740|+|4933406G16Rik-201	0	1		chr11|19056871
chr11:19116579-19117434|-|Gm37439-201	1	0	chr11|19118187	
chr11:19360926-19361069|-|Gm12025-201	0	2		chr11|19356819,chr11|19372108
chr11:19383685-19384708|+|Gm12026-201	5	3	chr11|19382998,chr11|19383004,chr11|19383088,chr11|19383096,chr11|19383115	chr11|19378326,chr11|19381568,chr11|19382400
chr11:19626761-19628061|-|Gm12027-201	1	3	chr11|19628747	chr11|19617035,chr11|19623270,chr11|19633821
chr11:19693155-19693298|-|Gm23386-201	0	2		chr11|19681943,chr11|19700923
chr11:19720355-19721472|+|Glns-ps1-201	0	1		chr11|19714094
chr11:19749419-19750066|-|Gm12028-201	0	1		chr11|19759099
chr11:19783652-19784483|+|Gm12029-201	0	2		chr11|19777539,chr11|19780464
chr11:19924375-20024026|+|Spred2-202	0	1		chr11|19918176
chr11:19924442-20022577|+|Spred2-201	0	2		chr11|19929745,chr11|19942449
chr11:20062304-20112913|-|Actr2-201	0	3		chr11|20116275,chr11|20126784,chr11|20126936
chr11:20142568-20142790|+|Gm12030-201	1	1	chr11|20142463	chr11|20137724
chr11:20194633-20194735|-|Gm26253-201	0	4		chr11|20186134,chr11|20186135,chr11|20187373,chr11|20187494
chr11:20201602-20226856|+|Rab1a-206	0	2		chr11|20205031,chr11|20213599
chr11:20227037-20249418|-|Cep68-201	0	1		chr11|20230018
chr11:20290063-20290383|-|Rpl12-ps2-201	0	5		chr11|20277055,chr11|20278860,chr11|20278905,chr11|20279975,chr11|20280058
chr11:20302205-20332684|-|Slc1a4-201	0	5		chr11|20325151,chr11|20325260,chr11|20325566,chr11|20325577,chr11|20328683
chr11:20446412-20446810|+|Gm12034-201	0	2		chr11|20434046,chr11|20434893
chr11:20543334-20653021|+|Sertad2-201	0	2		chr11|20527469,chr11|20558951
chr11:20574567-20575189|-|Gm12035-201	0	8		chr11|20577567,chr11|20578045,chr11|20578797,chr11|20585301,chr11|20594392,chr11|20594481,chr11|20594568,chr11|20595043
chr11:20631979-20653021|+|Sertad2-203	0	10		chr11|20616666,chr11|20616712,chr11|20626732,chr11|20627438,chr11|20627439,chr11|20629819,chr11|20634022,chr11|20635444,chr11|20635668,chr11|20646535
chr11:20831481-20831919|-|Gm12037-201	0	4		chr11|20834358,chr11|20836492,chr11|20837078,chr11|20837193
chr11:20847476-20847682|-|Gm12038-201	0	1		chr11|20846313
chr11:20847753-20847881|-|Gm22807-201	0	1		chr11|20849088
chr11:20937576-20937701|-|Gm23681-201	0	2		chr11|20922822,chr11|20956641
chr11:21091291-21150323|+|Peli1-201	0	2		chr11|21074005,chr11|21084790
chr11:21099534-21099827|+|2610024D14Rik-201	3	0	chr11|21098829,chr11|21098830,chr11|21098998	
chr11:21135469-21150323|+|Peli1-202	1	0	chr11|21135175	
chr11:21280045-21280224|-|Gm12039-201	0	1		chr11|21286463
chr11:21295560-21295860|+|Gm12042-201	0	1		chr11|21288575
chr11:21344588-21344675|-|Mir1933-201	1	5	chr11|21343707	chr11|21328466,chr11|21328577,chr11|21328651,chr11|21343553,chr11|21349095
chr11:21321673-21371201|-|Ugp2-201	1	1	chr11|21371889	chr11|21375954
chr11:21491314-21491886|+|Gm12045-201	0	1		chr11|21471646
chr11:21494730-21511178|-|4932414J04Rik-201	1	0	chr11|21510894	
chr11:21953140-21953703|+|Rpl15-ps1-201	0	2		chr11|21946839,chr11|21955112
chr11:21994764-22001615|-|Otx1-201	0	3		chr11|21992916,chr11|22005359,chr11|22005390
chr11:22005828-22285838|-|Ehbp1-201	3	3	chr11|22285859,chr11|22285921,chr11|22285945	chr11|22267795,chr11|22274340,chr11|22274341
chr11:22386292-22388196|+|Rpsa-ps3-201	0	2		chr11|22367161,chr11|22405658
chr11:22438821-22439775|-|Gm12050-201	0	3		chr11|22420558,chr11|22446351,chr11|22457073
chr11:22483608-22491363|+|Gm12051-201	0	2		chr11|22464008,chr11|22480915
chr11:22600335-22610879|-|Gm26829-201	1	1	chr11|22610549	chr11|22609374
chr11:22626375-22626664|-|Gm12053-201	0	1		chr11|22646596
chr11:22734038-22737937|+|Gm12056-201	2	3	chr11|22733615,chr11|22734896	chr11|22738521,chr11|22738664,chr11|22740665
chr11:22758599-22760025|-|Gm12057-201	0	14		chr11|22752674,chr11|22762467,chr11|22762662,chr11|22762691,chr11|22762700,chr11|22762703,chr11|22762709,chr11|22762718,chr11|22762721,chr11|22762727,chr11|22762736,chr11|22762757,chr11|22762763,chr11|22762772
chr11:22786811-22787247|-|Gm12058-201	0	3		chr11|22793510,chr11|22793689,chr11|22799797
chr11:22839299-22842604|+|Gm20456-201	0	8		chr11|22822511,chr11|22828573,chr11|22828645,chr11|22828902,chr11|22835291,chr11|22835311,chr11|22835354,chr11|22835522
chr11:22846868-22846969|+|Gm23772-201	1	0	chr11|22847169	
chr11:22858931-22861264|+|9130230N09Rik-201	0	2		chr11|22855636,chr11|22855742
chr11:22868901-22869004|+|Gm24917-201	0	3		chr11|22865505,chr11|22884741,chr11|22884767
chr11:22990650-23003151|+|Cct4-201	0	1		chr11|22998412
chr11:23013387-23023731|+|Fam161a-201	0	1		chr11|23029304
chr11:23063133-23063232|-|Gm23740-201	2	1	chr11|23063356,chr11|23064129	chr11|23045141
chr11:23152140-23166375|+|1700061J23Rik-201	1	0	chr11|23153140	
chr11:23256078-23298249|+|Xpo1-202	0	2		chr11|23258932,chr11|23259083
chr11:23306895-23490560|+|Usp34-208	0	4		chr11|23295337,chr11|23312541,chr11|23312550,chr11|23313709
chr11:23558058-23558842|-|Selenok-ps1-201	0	1		chr11|23553907
chr11:23626745-23626861|-|Gm23114-201	0	9		chr11|23614623,chr11|23614827,chr11|23619067,chr11|23619068,chr11|23619131,chr11|23619228,chr11|23619229,chr11|23619253,chr11|23619330
chr11:23573788-23633639|-|0610010F05Rik-203	0	2		chr11|23634779,chr11|23648142
chr11:23736847-23770970|-|Rel-201	0	1		chr11|23751151
chr11:23776903-23777047|-|Gm23827-201	1	0	chr11|23777137	
chr11:23862646-23895253|-|Papolg-201	0	1		chr11|23898813
chr11:23928596-23928854|-|Gm12062-201	1	2	chr11|23927943	chr11|23917818,chr11|23920490
chr11:24048955-24075054|-|A830031A19Rik-201	0	2		chr11|24058840,chr11|24064617
chr11:24080670-24173558|+|Bcl11a-204	0	6		chr11|24084442,chr11|24084443,chr11|24085831,chr11|24090817,chr11|24094238,chr11|24095568
chr11:24099688-24115405|-|Gm12064-201	1	21	chr11|24115589	chr11|24098290,chr11|24098322,chr11|24101090,chr11|24101105,chr11|24104711,chr11|24105894,chr11|24109599,chr11|24117230,chr11|24117286,chr11|24119630,chr11|24122842,chr11|24122992,chr11|24122993,chr11|24122996,chr11|24123118,chr11|24123134,chr11|24126587,chr11|24126635,chr11|24130672,chr11|24131467,chr11|24132172
chr11:24166873-24172781|-|4930538E20Rik-202	0	2		chr11|24155319,chr11|24156025
chr11:24201418-24217601|+|Gm12066-201	1	5	chr11|24200797	chr11|24190171,chr11|24192276,chr11|24193602,chr11|24198822,chr11|24198916
chr11:24198737-24202624|-|Gm12065-201	1	5	chr11|24202292	chr11|24210549,chr11|24214042,chr11|24214072,chr11|24214111,chr11|24218460
chr11:24426246-24722646|+|Gm12068-201	0	5		chr11|24416283,chr11|24419711,chr11|24422663,chr11|24436310,chr11|24437211
chr11:24481909-24569952|+|4933430M04Rik-201	1	0	chr11|24482069	
chr11:24553986-24554058|-|Gm22787-201	0	1		chr11|24568883
chr11:24679568-24679711|-|Gm25507-201	0	1		chr11|24694193
chr11:24721006-24730722|-|Gm10466-201	0	2		chr11|24716059,chr11|24716078
chr11:24903983-24926058|-|Gm12665-201	0	2		chr11|24913718,chr11|24923571
chr11:25301263-25322786|+|Gm12069-201	1	2	chr11|25300488	chr11|25288045,chr11|25304796
chr11:25329957-25358187|+|4933427E13Rik-201	0	1		chr11|25339812
chr11:25685140-25685269|+|Gm23514-201	0	3		chr11|25668950,chr11|25689594,chr11|25703654
chr11:26202240-26202348|+|Mir6372-201	0	2		chr11|26195705,chr11|26197370
chr11:26387202-26471421|+|Fancl-202	0	2		chr11|26388553,chr11|26388650
chr11:26471322-26591729|-|Vrk2-202	0	1		chr11|26586041
chr11:26712905-26713373|+|Gm12071-201	0	2		chr11|26705222,chr11|26705242
chr11:26786633-26787634|+|Gm12070-201	0	4		chr11|26779229,chr11|26782523,chr11|26799627,chr11|26804110
chr11:26832804-26845457|+|Gm12072-201	0	1		chr11|26826501
chr11:26856387-26856910|-|Gm12073-201	0	1		chr11|26866960
chr11:28360362-28364339|+|Gm12081-201	0	2		chr11|28364392,chr11|28378619
chr11:28681564-28693276|+|2810471M01Rik-201	0	1		chr11|28685367
chr11:28853204-28926743|+|Efemp1-201	0	1		chr11|28849747
chr11:29172890-29209641|+|Ppp4r3b-202	0	1		chr11|29167610
chr11:29170909-29173558|-|A630052C17Rik-201	0	3		chr11|29174676,chr11|29174677,chr11|29177469
chr11:29221532-29247409|-|Cfap36-201	0	1		chr11|29256211
chr11:29373658-29510808|+|Ccdc88a-201	0	1		chr11|29368271
chr11:29373777-29423411|+|Ccdc88a-202	0	2		chr11|29375358,chr11|29393129
chr11:29545846-29547860|-|Rps27a-201	0	3		chr11|29538672,chr11|29538710,chr11|29538711
chr11:29552082-29553010|-|Gm12090-201	0	2		chr11|29571184,chr11|29571731
chr11:29612324-29645509|-|Gm12092-201	0	2		chr11|29644394,chr11|29647518
chr11:29688241-29689835|-|Gm12093-201	0	2		chr11|29684956,chr11|29687876
chr11:29692947-29742916|+|Rtn4-205	0	1		chr11|29691835
chr11:29693774-29742916|+|Rtn4-203	0	1		chr11|29696733
chr11:29718563-29742916|+|Rtn4-201	2	0	chr11|29718867,chr11|29718974	
chr11:29822395-29825668|-|4931440F15Rik-201	0	3		chr11|29808144,chr11|29815078,chr11|29830274
chr11:29840375-29840846|+|Gm12094-201	0	1		chr11|29838582
chr11:29849461-29849600|+|Gm22588-201	1	0	chr11|29850008	
chr11:29743048-30026033|-|Eml6-201	0	1		chr11|30011925
chr11:30106785-30198257|-|Sptbn1-203	0	2		chr11|30178409,chr11|30182681
chr11:30099396-30219772|-|Sptbn1-202	0	5		chr11|30211318,chr11|30223929,chr11|30225003,chr11|30225206,chr11|30225320
chr11:30426006-30471808|-|4930505A04Rik-201	0	1		chr11|30456254
chr11:30528295-30529401|+|Gm12096-201	0	1		chr11|30540920
chr11:30568182-30568898|-|Gm12098-201	1	0	chr11|30568502	
chr11:30505991-30649587|-|Acyp2-201	0	1		chr11|30630661
chr11:30705152-30705901|-|Gm12099-201	0	2		chr11|30697781,chr11|30723411
chr11:30750832-30756147|+|Gm12100-201	0	1		chr11|30732267
chr11:30771726-30880361|+|Psme4-201	1	0	chr11|30771149	
chr11:30822309-30822670|-|Gm12103-201	0	1		chr11|30839059
chr11:30906942-30907920|-|Gm12104-201	0	2		chr11|30905197,chr11|30925988
chr11:30930774-30954152|-|Erlec1-201	0	1		chr11|30953030
chr11:31177818-31184374|-|Gm12106-201	0	1		chr11|31200469
chr11:31357307-31370074|-|Stc2-201	0	2		chr11|31355812,chr11|31384972
chr11:31666487-31671727|-|Bod1-202	0	2		chr11|31663467,chr11|31663503
chr11:31665181-31671885|-|Bod1-201	0	1		chr11|31674100
chr11:31698648-31699012|+|Gm38061-201	0	3		chr11|31690732,chr11|31695141,chr11|31715429
chr11:31818110-31824473|-|D630024D03Rik-201	0	1		chr11|31811694
chr11:31832660-31838214|+|Gm12107-201	1	9	chr11|31831753	chr11|31835524,chr11|31835525,chr11|31835572,chr11|31835595,chr11|31838113,chr11|31839127,chr11|31844001,chr11|31844010,chr11|31844131
