TSS	#PromoterCpG	#EnhancerCpG	PromoterCpG	EnhancerCpG
chr6:28981634-29028922|+|Gm3294-201	0	1		chr6|28967331
chr6:29113441-29113606|-|Gm25589-201	0	1		chr6|29122611
chr6:29123576-29165006|-|Rbm28-201	0	1		chr6|29169320
chr6:29801859-29909214|+|Ahcyl2-205	0	1		chr6|29785966
chr6:30673944-30682266|+|Gm13782-201	0	1		chr6|30675145
chr6:30738053-30748465|+|Mest-202	7	0	chr6|30738256,chr6|30738259,chr6|30738261,chr6|30738273,chr6|30738283,chr6|30738286,chr6|30738290	
chr6:30747554-30896739|-|Copg2-201	0	1		chr6|30883772
chr6:30956023-30959078|-|Klf14-201	0	1		chr6|30957484
chr6:31063092-31063495|-|Gm27019-201	0	1		chr6|31065749
chr6:31086196-31088471|-|Lncpint-206	1	0	chr6|31088797	
chr6:31145128-31147419|-|Gm37728-201	0	1		chr6|31145855
chr6:31087490-31166516|-|Lncpint-213	0	1		chr6|31169759
chr6:32451170-32454750|+|Plxna4os2-201	0	1		chr6|32465479
chr6:32144268-32588192|-|Plxna4-201	0	1		chr6|32589837
chr6:34029448-34110297|+|Lrguk-204	0	1		chr6|34015840
chr6:34151929-34174235|+|Gm13856-201	0	5		chr6|34161571,chr6|34161572,chr6|34161590,chr6|34161633,chr6|34161689
chr6:34476207-34505613|+|Bpgm-201	0	1		chr6|34488701
chr6:34709634-34773694|+|Cald1-201	0	1		chr6|34714780
chr6:34863146-34874946|+|Tmem140-201	0	1		chr6|34868764
chr6:38365232-38365902|-|Gm43578-201	0	1		chr6|38360567
chr6:38697880-38837224|-|Hipk2-205	0	2		chr6|38828958,chr6|38829039
chr6:38918980-39084585|+|Tbxas1-201	0	1		chr6|38938847
chr6:38917098-38984325|-|Gm42962-201	0	4		chr6|38976168,chr6|38981141,chr6|38981676,chr6|38981712
chr6:39240114-39242541|+|Gm43479-201	0	2		chr6|39226655,chr6|39232862
chr6:39265844-39265942|-|Gm26008-201	0	1		chr6|39275042
chr6:39397804-39419776|-|Mkrn1-204	0	1		chr6|39405240
chr6:39584092-39592784|-|Gm16272-201	0	1		chr6|39596506
chr6:39653450-39653965|-|Fth-ps2-201	0	1		chr6|39638177
chr6:39802384-39806042|-|Mrps33-204	1	0	chr6|39806138	
chr6:40407500-40436133|-|E330009J07Rik-201	0	2		chr6|40422468,chr6|40430580
chr6:40401375-40436135|-|E330009J07Rik-202	0	1		chr6|40438098
chr6:40574894-40585803|-|Clec5a-202	0	1		chr6|40589869
chr6:40628831-40769123|+|Mgam-202	0	2		chr6|40640995,chr6|40641374
chr6:41021243-41021884|-|Gm37878-201	0	1		chr6|41020365
chr6:41202755-41203044|+|Trbv21-201	0	1		chr6|41200445
chr6:42400238-42401119|+|Tas2r143-201	0	1		chr6|42396149
chr6:47432126-47433089|-|Gm18584-201	0	1		chr6|47435819
chr6:47788069-47788180|-|Rny1-201	1	0	chr6|47789117	
chr6:48045548-48045955|-|Gm45738-201	0	5		chr6|48043799,chr6|48043930,chr6|48043933,chr6|48044000,chr6|48044177
chr6:48427697-48444036|-|Zfp467-209	0	2		chr6|48433024,chr6|48433630
chr6:48676129-48678699|+|Gimap9-201	0	2		chr6|48678613,chr6|48679494
chr6:48684549-48691378|+|Gimap4-203	0	2		chr6|48681980,chr6|48681981
chr6:48684582-48692060|+|Gimap4-202	3	0	chr6|48684589,chr6|48684822,chr6|48685193	
chr6:48701582-48708225|-|Gimap6-201	0	2		chr6|48712102,chr6|48712680
chr6:48764466-48766958|-|Gimap3-201	0	1		chr6|48762846
chr6:49036615-49058182|+|Gpnmb-201	0	1		chr6|49031258
chr6:49254851-49256462|+|Gm43980-201	0	4		chr6|49236572,chr6|49236595,chr6|49249348,chr6|49257143
chr6:50200224-50261747|-|Gsdme-202	0	2		chr6|50255688,chr6|50259749
chr6:50296799-50456170|-|Osbpl3-201	0	1		chr6|50458192
chr6:51694309-51711081|-|Gm38811-201	0	1		chr6|51728069
chr6:52492451-52500086|+|1700094M24Rik-201	0	1		chr6|52479531
chr6:52843109-52843701|-|Gm15572-201	0	1		chr6|52861408
chr6:53010394-53010532|-|Gm26215-201	0	1		chr6|53012651
chr6:53045884-53046423|+|Gm15573-201	1	0	chr6|53045847	
chr6:53221164-53224975|+|Gm4872-201	0	1		chr6|53209658
chr6:53777384-53778140|+|Gm5306-201	0	1		chr6|53766412
chr6:53818743-53868183|+|Gm16499-201	0	1		chr6|53817150
chr6:53873379-53978662|-|Cpvl-203	0	1		chr6|53964198
chr6:54009712-54018030|+|4921529L05Rik-201	0	1		chr6|54012597
chr6:54039573-54300721|+|Chn2-201	0	1		chr6|54048934
chr6:54146887-54150937|-|9530036M11Rik-201	0	1		chr6|54141997
chr6:54577604-54593177|-|Fkbp14-201	0	1		chr6|54591698
chr6:54923949-54971661|-|Nod1-202	2	1	chr6|54971877,chr6|54971879	chr6|54956834
chr6:55336432-55348555|+|Aqp1-201	0	1		chr6|55337942
chr6:55376343-55388530|+|Ghrhr-201	0	1		chr6|55359875
chr6:56714938-56737157|+|Avl9-203	0	1		chr6|56732753
chr6:56882400-56901886|-|Nt5c3-202	1	1	chr6|56901058	chr6|56897347
chr6:59193050-59193253|-|Gm43905-201	2	0	chr6|59193470,chr6|59193503	
chr6:59942351-59943308|+|Gm18012-201	0	2		chr6|59944552,chr6|59958655
chr6:60031967-60150045|+|Gm5570-202	0	1		chr6|60038880
chr6:61310855-62380267|+|Ccser1-201	0	1		chr6|61296310
chr6:65128571-65129002|+|Gm17147-201	0	1		chr6|65115066
chr6:65757936-65758322|+|Gm15490-201	0	1		chr6|65765061
chr6:65778988-65936376|+|Prdm5-202	0	2		chr6|65773699,chr6|65773702
chr6:65952609-65954014|+|4930544G11Rik-201	0	1		chr6|65942312
chr6:66451949-66465699|-|2610300M13Rik-202	0	1		chr6|66472918
chr6:66896549-67018146|+|Gng12-202	0	2		chr6|66898448,chr6|66911013
chr6:67165203-67165616|+|A430010J10Rik-201	1	3	chr6|67165576	chr6|67160647,chr6|67179276,chr6|67184027
chr6:67422932-67491855|-|Il23r-201	0	1		chr6|67473816
chr6:67942074-67942360|-|Igkv9-124-201	0	1		chr6|67936574
chr6:68704508-68704978|-|Igkv10-94-201	0	1		chr6|68695778
chr6:70855444-70855579|+|Gm23346-201	3	0	chr6|70855968,chr6|70856114,chr6|70856196	
chr6:71432104-71435107|-|Gm44130-201	0	1		chr6|71436944
chr6:71812997-71823810|-|Mrpl35-201	0	1		chr6|71819907
chr6:71831085-71831710|-|Gm44771-201	0	1		chr6|71845582
chr6:71882557-71882693|-|Gm22486-201	0	2		chr6|71893405,chr6|71893406
chr6:72013896-72042528|-|9130221F21Rik-201	0	2		chr6|72037847,chr6|72050584
chr6:72104201-72106813|+|Gm29438-201	0	1		chr6|72101040
chr6:72318678-72345184|-|Usp39-201	0	1		chr6|72333454
chr6:72355447-72359762|+|Tmem150a-201	0	1		chr6|72353113
chr6:72385223-72390703|-|Vamp8-201	0	1		chr6|72394690
chr6:72549273-72562983|+|Capg-202	0	1		chr6|72552236
chr6:72982477-72983062|-|Gm18402-201	0	1		chr6|72989587
chr6:74505055-74505164|-|Gm22254-201	1	0	chr6|74505998	
chr6:76496082-76497524|+|Gm44166-201	0	1		chr6|76488187
chr6:81896599-81896676|-|Mir468-201	0	1		chr6|81899007
chr6:81923669-81959915|+|Gcfc2-201	0	2		chr6|81919087,chr6|81925845
chr6:82803769-82805083|-|Gm38843-201	1	0	chr6|82805225	
chr6:82991645-82993111|+|Gm43981-201	0	2		chr6|82998057,chr6|83008745
chr6:83078691-83080757|+|Pcgf1-204	1	0	chr6|83079186	
chr6:83149361-83156397|-|Wdr54-205	0	1		chr6|83151551
chr6:83441755-83448322|+|B230319C09Rik-201	0	1		chr6|83448723
chr6:83368042-83456392|-|Tet3-203	0	5		chr6|83450689,chr6|83454247,chr6|83473085,chr6|83473606,chr6|83475638
chr6:83480217-83506969|-|Dguok-201	0	1		chr6|83488539
chr6:84019385-84210857|+|Dysf-212	1	0	chr6|84018987	
chr6:86084366-86087080|-|Gm44089-201	0	1		chr6|86094231
chr6:86426658-86445630|+|Gm44790-201	0	2		chr6|86418820,chr6|86418927
chr6:86498781-86500537|+|Gm28719-201	0	1		chr6|86503389
chr6:86547981-86582466|+|1600020E01Rik-206	0	1		chr6|86539616
chr6:86591430-86593604|+|Gm44369-201	0	1		chr6|86583936
chr6:86663188-86665551|-|Gm44292-201	0	1		chr6|86666669
chr6:86687823-86688428|-|Gm44214-201	0	4		chr6|86696602,chr6|86697177,chr6|86697243,chr6|86697244
chr6:86736840-86765910|-|Anxa4-202	0	1		chr6|86772441
chr6:87042846-87055424|+|Gfpt1-203	0	1		chr6|87038308
chr6:87042891-87088242|+|Gfpt1-201	0	1		chr6|87050090
chr6:87252250-87255608|-|Gm44417-201	0	2		chr6|87239451,chr6|87247595
chr6:87277745-87279750|+|Gm44418-201	1	0	chr6|87277055	
chr6:87281149-87281260|+|n-R5s164-201	1	0	chr6|87280631	
chr6:87321558-87322339|-|9530013L04Rik-201	0	1		chr6|87317123
chr6:87428994-87437677|+|Bmp10-201	0	1		chr6|87445121
chr6:87459405-87496314|-|Arhgap25-202	0	1		chr6|87503940
chr6:87458545-87533235|-|Arhgap25-203	0	6		chr6|87523698,chr6|87525446,chr6|87525509,chr6|87525531,chr6|87525542,chr6|87530764
chr6:87533407-87536042|+|Gm44198-201	1	0	chr6|87533956	
chr6:87764996-87766204|-|Gm5879-201	0	1		chr6|87768570
chr6:87887814-87913595|+|Copg1-202	0	1		chr6|87885181
chr6:88353142-88353606|-|Gm44265-201	0	1		chr6|88370444
chr6:88405977-88406301|+|Gm25178-201	0	2		chr6|88422784,chr6|88425316
chr6:88919708-88922637|+|Gm44178-201	0	1		chr6|88930589
chr6:89383146-89595652|-|Chchd6-202	0	1		chr6|89612878
chr6:90269106-90270053|+|Vmn1r54-201	1	0	chr6|90269138	
chr6:90619147-90646412|+|Slc41a3-201	0	8		chr6|90615556,chr6|90615600,chr6|90617804,chr6|90630287,chr6|90630335,chr6|90630570,chr6|90630635,chr6|90630664
chr6:90681370-90681520|-|Gm24816-201	0	1		chr6|90673185
chr6:90793896-90794475|-|Gm44105-201	0	3		chr6|90789736,chr6|90789744,chr6|90789793
chr6:91013070-91116819|-|Nup210-202	0	1		chr6|91100872
chr6:91489305-91515888|-|Xpc-201	1	0	chr6|91515074	
chr6:91678198-91679223|-|Gm45217-201	1	0	chr6|91678729	
chr6:92816478-92843465|+|A730049H05Rik-201	0	1		chr6|92814907
chr6:92869357-92884411|+|Gm15737-201	0	3		chr6|92878407,chr6|92878408,chr6|92882395
chr6:92772702-92901441|-|Adamts9-205	0	2		chr6|92910822,chr6|92910939
chr6:92940329-93272979|+|9530026P05Rik-204	0	1		chr6|92935393
chr6:94799432-94800436|+|Gm43997-201	0	1		chr6|94780104
chr6:95114017-95117631|-|Kbtbd8os-201	0	1		chr6|95112373
chr6:95474142-95692882|-|Suclg2-201	0	1		chr6|95699667
chr6:95473009-95718800|-|Suclg2-204	0	1		chr6|95729610
chr6:97210689-97233315|+|Arl6ip5-201	0	1		chr6|97229988
chr6:97238534-97252759|-|Lmod3-201	0	1		chr6|97247334
chr6:97449750-97451486|+|Gm19653-201	1	0	chr6|97450074	
chr6:97287088-97459286|-|Frmd4b-204	1	0	chr6|97459083	
chr6:97288360-97487805|-|Frmd4b-201	0	1		chr6|97503665
chr6:97790512-97790654|+|Gm23703-201	0	1		chr6|97788497
chr6:97807058-98021349|+|Mitf-202	0	1		chr6|97820540
chr6:97890288-97890539|-|Gm15531-201	0	1		chr6|97887291
chr6:98929466-99028258|-|Foxp1-230	0	2		chr6|99025885,chr6|99026070
chr6:98930090-99028259|-|Foxp1-225	0	2		chr6|99031729,chr6|99032050
chr6:99075911-99076057|-|Gm49348-201	0	3		chr6|99070437,chr6|99094758,chr6|99094933
chr6:98930090-99163018|-|Foxp1-201	0	1		chr6|99143810
chr6:98925338-99266515|-|Foxp1-206	0	2		chr6|99258475,chr6|99262376
chr6:99384607-99388499|-|Gm20705-201	0	6		chr6|99375102,chr6|99377883,chr6|99384281,chr6|99390035,chr6|99392540,chr6|99392783
chr6:98925342-99435345|-|Foxp1-204	1	0	chr6|99435484	
chr6:98929189-99520997|-|Foxp1-220	0	1		chr6|99538789
chr6:99658442-99662218|-|Gm44104-201	0	2		chr6|99649333,chr6|99649434
chr6:100833622-100869934|+|Ppp4r2-201	0	1		chr6|100850690
chr6:101285826-101288510|-|9530086O07Rik-201	0	1		chr6|101293486
chr6:101841195-101848050|+|Gm44176-201	0	1		chr6|101835398
chr6:101913273-101915939|+|Gm44177-201	0	2		chr6|101923475,chr6|101923524
chr6:103526252-103529843|+|Gm44439-201	1	0	chr6|103526045	
chr6:106710357-106749037|-|Il5ra-202	0	5		chr6|106750417,chr6|106750421,chr6|106750450,chr6|106750468,chr6|106750504
chr6:106780201-106800065|-|Crbn-201	0	15		chr6|106787289,chr6|106789716,chr6|106789721,chr6|106791517,chr6|106791526,chr6|106791537,chr6|106791552,chr6|106791753,chr6|106791754,chr6|106793233,chr6|106793763,chr6|106793821,chr6|106793942,chr6|106794074,chr6|106794948
chr6:108213202-108551109|+|Itpr1-205	0	1		chr6|108224797
chr6:108456183-108456536|+|Gm27813-201	0	1		chr6|108447778
chr6:108489743-108489803|+|Mir7661-201	0	5		chr6|108504066,chr6|108504163,chr6|108504827,chr6|108504838,chr6|108505048
chr6:108519029-108525687|-|Gm44040-201	0	1		chr6|108509419
chr6:108563605-108565588|-|Gm16433-201	0	1		chr6|108549832
chr6:108594508-108595685|-|Gm38167-201	0	1		chr6|108605772
chr6:108828674-108859348|+|Edem1-201	0	3		chr6|108834436,chr6|108834466,chr6|108836585
chr6:112473683-112489943|-|Oxtr-201	1	0	chr6|112489513	
chr6:113105037-113153435|+|Setd5-202	0	1		chr6|113120952
chr6:113326972-113334188|+|Ogg1-201	0	1		chr6|113333279
chr6:113334124-113343984|-|Camk1-201	0	1		chr6|113337511
chr6:113676732-113679219|-|Gm43963-201	0	10		chr6|113663594,chr6|113667652,chr6|113671034,chr6|113677532,chr6|113677552,chr6|113677555,chr6|113677565,chr6|113677599,chr6|113677643,chr6|113680491
chr6:113718584-113719278|+|Gm44033-201	1	0	chr6|113718272	
chr6:114168884-114169523|-|Gm8132-201	0	1		chr6|114151563
chr6:114789390-114789777|+|Gm44331-201	0	1		chr6|114782169
chr6:115422066-115490399|+|Pparg-201	0	2		chr6|115420844,chr6|115424547
chr6:115529131-115536900|-|Gm36355-201	1	0	chr6|115537053	
chr6:115544664-115554272|+|Tsen2-203	0	3		chr6|115549829,chr6|115550723,chr6|115555840
chr6:115618569-115675964|-|Raf1-202	0	2		chr6|115666979,chr6|115666987
chr6:115618569-115676635|-|Raf1-201	0	1		chr6|115678580
chr6:115807975-115808114|-|Snora7a-201	0	1		chr6|115805822
chr6:115810729-115838412|-|Efcab12-201	0	1		chr6|115834690
chr6:115847692-115853288|-|Mbd4-202	0	1		chr6|115850587
chr6:115944938-115950231|+|H1foo-201	0	1		chr6|115941927
chr6:115954811-115995005|-|Plxnd1-201	0	2		chr6|116004334,chr6|116009574
chr6:116021996-116073156|-|Tmcc1-209	0	1		chr6|116080638
chr6:116131665-116171697|-|Tmcc1-205	0	2		chr6|116167497,chr6|116170327
chr6:116173737-116174123|+|Gm8203-201	0	1		chr6|116180894
chr6:116208038-116262686|+|Washc2-201	0	2		chr6|116210285,chr6|116227883
chr6:116260434-116264095|-|Gm44103-201	0	1		chr6|116255198
chr6:116286553-116305870|+|Zfand4-204	0	2		chr6|116295540,chr6|116295541
chr6:116371939-116372068|-|Gm23527-201	0	1		chr6|116361800
chr6:116389462-116390397|+|Gm44237-201	0	1		chr6|116408455
chr6:116410719-116461024|-|Alox5-202	0	1		chr6|116458673
chr6:116551141-116552502|+|Gm5580-201	0	1		chr6|116549753
chr6:116650609-116652794|+|Depp1-201	0	1		chr6|116649018
chr6:116650628-116652794|+|Depp1-202	0	2		chr6|116659364,chr6|116660687
chr6:116639224-116673809|-|Rassf4-202	0	2		chr6|116664369,chr6|116666232
chr6:116633008-116673952|-|Rassf4-201	0	1		chr6|116674991
chr6:116679063-116716913|-|Tmem72-201	0	9		chr6|116697622,chr6|116699720,chr6|116703690,chr6|116708092,chr6|116708113,chr6|116711076,chr6|116713186,chr6|116725068,chr6|116726229
chr6:116765529-116765652|-|Gm22882-201	0	2		chr6|116769043,chr6|116770083
chr6:116953519-116953948|+|Gm43926-201	0	2		chr6|116943217,chr6|116943235
chr6:117213690-117214066|-|Rpl28-ps4-201	0	1		chr6|117200222
chr6:117495235-117500077|+|6820426E19Rik-201	0	1		chr6|117488378
chr6:117899201-117899521|+|Gm29509-201	0	1		chr6|117896689
chr6:117935469-117935593|-|Gm25535-201	1	0	chr6|117936170	
chr6:117997207-117997992|+|Gm4875-201	0	1		chr6|118000916
chr6:118085192-118085263|+|Mir7044-201	2	0	chr6|118084644,chr6|118084669	
chr6:118107452-118139140|-|Csgalnact2-201	0	2		chr6|118127331,chr6|118127399
chr6:118300168-118308384|-|Gm30498-201	0	3		chr6|118307240,chr6|118326862,chr6|118327806
chr6:118428687-118455498|-|Zfp248-205	0	1		chr6|118446993
chr6:118427319-118455528|-|Zfp248-201	0	1		chr6|118459468
chr6:118461950-118479320|-|Zfp9-201	0	2		chr6|118469289,chr6|118471495
chr6:118501308-118562226|-|Ankrd26-201	0	3		chr6|118548504,chr6|118553638,chr6|118576807
chr6:118617626-118619224|-|Gm18981-201	0	2		chr6|118632160,chr6|118638794
chr6:118592319-118780324|-|Cacna1c-226	0	2		chr6|118770955,chr6|118781790
chr6:118593647-119108573|-|Cacna1c-216	0	1		chr6|119115188
chr6:119353765-119388686|-|Adipor2-202	0	1		chr6|119396959
chr6:119432533-119467211|-|Wnt5b-202	0	1		chr6|119473405
chr6:119479668-119482630|+|Fbxl14-201	0	6		chr6|119478095,chr6|119482999,chr6|119483076,chr6|119483100,chr6|119484967,chr6|119487754
chr6:119432534-119544318|-|Wnt5b-203	0	1		chr6|119539191
chr6:119896159-119902653|-|4930540M05Rik-201	1	0	chr6|119902207	
chr6:120034228-120034311|-|Mir706-201	1	0	chr6|120034811	
chr6:119923969-120038672|-|Wnk1-202	0	1		chr6|120047714
chr6:120093350-120200339|+|Ninj2-202	0	1		chr6|120095472
chr6:120143644-120143750|-|Gm25327-201	0	1		chr6|120155775
chr6:120463247-120487559|+|Il17ra-201	0	1		chr6|120469713
chr6:120797574-120797670|-|Gm25193-201	0	1		chr6|120788450
chr6:120892854-120916853|-|Bid-201	0	1		chr6|120918608
chr6:121064464-121069954|+|Gm4651-201	0	6		chr6|121057227,chr6|121057274,chr6|121057296,chr6|121057397,chr6|121057409,chr6|121069520
chr6:121116798-121118224|+|Minpp1-ps-201	1	0	chr6|121116746	
chr6:121196675-121198183|-|Gm44014-201	0	1		chr6|121191421
chr6:121223692-121226153|-|Gm15856-201	0	1		chr6|121227206
chr6:121245906-121270917|+|Usp18-201	1	1	chr6|121246612	chr6|121247150
chr6:122453101-122486505|-|Rimklb-201	0	1		chr6|122478728
chr6:122792584-122793325|-|Gm4482-201	0	1		chr6|122782803
chr6:122831377-122831437|+|Mir7231-201	0	1		chr6|122829760
chr6:122847138-122856161|-|C3ar1-201	0	1		chr6|122862879
chr6:122921848-122934619|+|Clec4a1-201	0	2		chr6|122935042,chr6|122935098
chr6:123172893-123204671|+|Clec4b2-201	1	1	chr6|123172889	chr6|123176755
chr6:123229857-123247019|+|Clec4n-203	1	0	chr6|123229883	
chr6:123230018-123246585|+|Clec4n-206	0	3		chr6|123244404,chr6|123244418,chr6|123244531
chr6:123262117-123275265|+|Clec4d-201	1	0	chr6|123262616	
chr6:124279485-124282592|+|Gm43971-201	0	1		chr6|124273696
chr6:124663027-124704418|+|Lpcat3-201	0	1		chr6|124670989
chr6:124720707-124738714|-|Ptpn6-203	1	0	chr6|124739649	
chr6:124834240-124840275|-|Gnb3-201	0	1		chr6|124842333
chr6:124951321-124951765|-|Gm32536-201	0	2		chr6|124957513,chr6|124957572
chr6:125232622-125237010|-|Cd27-201	0	1		chr6|125245382
chr6:125278274-125286042|-|Tuba3a-201	0	1		chr6|125294192
chr6:125481363-125484678|+|Gm28809-201	0	1		chr6|125482647
chr6:127325489-127325857|-|Gm42458-201	0	1		chr6|127334433
chr6:127367947-127368479|-|Gm43631-201	0	1		chr6|127350901
chr6:127446840-127494240|+|Parp11-202	2	0	chr6|127447314,chr6|127447561	
chr6:127453723-127494261|+|Parp11-201	0	1		chr6|127469640
chr6:127485793-127488122|+|Gm43633-201	0	1		chr6|127471589
chr6:127561338-127674248|+|Cracr2a-203	0	1		chr6|127550680
chr6:127577975-127629938|+|Cracr2a-201	0	1		chr6|127573938
chr6:128224288-128275577|-|Tead4-203	1	0	chr6|128276149	
chr6:128652439-128657032|-|Clec2j-201	1	0	chr6|128657278	
chr6:128778485-128788641|-|Klrb1c-201	0	1		chr6|128786506
chr6:128887588-128896863|+|Clec2i-201	0	1		chr6|128886013
chr6:128887598-128896863|+|Clec2i-205	2	0	chr6|128887794,chr6|128887825	
chr6:128879575-128891124|-|BC035044-202	1	1	chr6|128890860	chr6|128889778
chr6:128849090-128891126|-|BC035044-201	0	1		chr6|128899502
chr6:128919867-128919980|+|Gm44223-201	0	1		chr6|128917583
chr6:128993040-129007961|+|BC064078-201	0	1		chr6|129001587
chr6:129091998-129100913|-|Clec2e-201	0	1		chr6|129104300
chr6:129189015-129189124|-|Gm27514-201	0	1		chr6|129185112
chr6:129397610-129405259|+|Clec1b-202	0	1		chr6|129400084
chr6:129418179-129418772|+|Gm43914-201	0	1		chr6|129426625
chr6:129487666-129507107|-|Olr1-204	1	0	chr6|129507072	
chr6:129612414-129622772|-|Klrk1-201	0	1		chr6|129615809
chr6:130082897-130094676|-|Klra11-ps-201	0	2		chr6|130092678,chr6|130092708
chr6:131270429-131270543|-|Gm44182-201	0	2		chr6|131278399,chr6|131278423
chr6:132569809-132572401|+|Prh1-201	0	1		chr6|132568333
chr6:134035700-134270155|+|Etv6-201	0	4		chr6|134021068,chr6|134039769,chr6|134041176,chr6|134043665
chr6:134073354-134075182|+|Gm43982-201	0	3		chr6|134061466,chr6|134065406,chr6|134066269
chr6:134084601-134087464|+|Gm43984-201	0	1		chr6|134094550
chr6:134168879-134172007|-|Gm17088-201	3	4	chr6|134171975,chr6|134171979,chr6|134171987	chr6|134165352,chr6|134167918,chr6|134167937,chr6|134187155
chr6:134233158-134243711|-|Gm17089-201	0	1		chr6|134225771
chr6:134396318-134438736|+|Bcl2l14-201	0	2		chr6|134387457,chr6|134387460
chr6:134414428-134438115|+|Bcl2l14-202	2	0	chr6|134414049,chr6|134414123	
chr6:134624982-134625732|+|Gm43952-201	0	3		chr6|134621824,chr6|134621825,chr6|134621847
chr6:134715473-134792625|-|Dusp16-201	0	4		chr6|134797463,chr6|134803479,chr6|134803707,chr6|134808371
chr6:134830154-134858931|+|Crebl2-201	0	3		chr6|134817442,chr6|134817849,chr6|134825250
chr6:134835844-134836252|+|Gm44084-201	1	1	chr6|134835258	chr6|134855450
chr6:134870249-134887768|-|Gpr19-210	0	2		chr6|134875141,chr6|134882412
chr6:134897961-134901108|+|2810454H06Rik-201	0	1		chr6|134899939
chr6:134920401-134925513|+|Cdkn1b-202	0	1		chr6|134909182
chr6:134928992-134930112|-|Gm44238-201	0	1		chr6|134935592
chr6:134981718-134986836|+|Apold1-201	0	7		chr6|134975159,chr6|134975214,chr6|134976626,chr6|134991860,chr6|134992601,chr6|134995078,chr6|134996112
chr6:135011612-135023776|+|Ddx47-201	0	4		chr6|135014222,chr6|135014343,chr6|135019399,chr6|135029810
chr6:135065651-135084709|+|Gprc5a-201	0	7		chr6|135046092,chr6|135064140,chr6|135068006,chr6|135069863,chr6|135071419,chr6|135071420,chr6|135085016
chr6:135105991-135118283|-|Gprc5d-202	0	1		chr6|135125770
chr6:135134078-135134452|-|Gm29803-201	1	2	chr6|135133755	chr6|135131995,chr6|135138796
chr6:135148648-135148781|+|Gm22881-201	0	5		chr6|135147344,chr6|135147346,chr6|135154339,chr6|135154704,chr6|135158260
chr6:135137522-135168215|-|Hebp1-201	0	2		chr6|135161547,chr6|135162628
chr6:135171199-135172105|-|Gm34391-201	0	3		chr6|135170215,chr6|135175903,chr6|135175908
chr6:135197977-135236242|+|Fam234b-201	0	5		chr6|135193243,chr6|135193699,chr6|135194559,chr6|135207231,chr6|135208086
chr6:135237326-135247965|-|Gsg1-201	1	6	chr6|135247219	chr6|135233181,chr6|135239552,chr6|135239696,chr6|135240038,chr6|135240574,chr6|135240745
chr6:135237336-135254351|-|Gsg1-203	0	5		chr6|135260858,chr6|135260875,chr6|135263367,chr6|135269963,chr6|135271727
chr6:135289359-135341684|+|Gm36640-201	0	2		chr6|135273646,chr6|135292709
chr6:135312155-135319561|-|Gm44275-201	0	3		chr6|135325602,chr6|135327211,chr6|135332062
chr6:135349408-135349749|-|Dynlt1-ps1-201	0	6		chr6|135336042,chr6|135348367,chr6|135348368,chr6|135348722,chr6|135351355,chr6|135355500
chr6:135362545-135383173|+|Emp1-206	0	1		chr6|135357284
chr6:135367493-135383173|+|Emp1-202	0	1		chr6|135375707
chr6:135584192-135584306|+|Gm25136-201	0	1		chr6|135593481
chr6:135658913-135683391|+|4930425L21Rik-202	0	1		chr6|135641740
chr6:135679637-135684527|+|4930425L21Rik-201	0	3		chr6|135674864,chr6|135688517,chr6|135692539
chr6:135732870-135744311|+|Gm14329-201	0	2		chr6|135730892,chr6|135734994
chr6:135740997-135741101|+|Gm22892-201	0	2		chr6|135748256,chr6|135755989
