TSS	#PromoterCpG	#EnhancerCpG	PromoterCpG	EnhancerCpG
chr4:9770585-9823411|+|4930412C18Rik-202	0	5		chr4|9771717,chr4|9780289,chr4|9780306,chr4|9781053,chr4|9782972
chr4:9844372-9862345|+|Gdf6-201	0	8		chr4|9825558,chr4|9826002,chr4|9826146,chr4|9842746,chr4|9847942,chr4|9858320,chr4|9858782,chr4|9860176
chr4:10479962-10742904|-|1700123O12Rik-203	0	1		chr4|10724134
chr4:10874064-10874170|+|n-TSaga9-201	1	1	chr4|10873339	chr4|10872451
chr4:10946608-10947093|+|Rps11-ps3-201	0	4		chr4|10964779,chr4|10964804,chr4|10964805,chr4|10965278
chr4:10988662-11007676|-|Plekhf2-201	1	12	chr4|11008481	chr4|11004282,chr4|11004681,chr4|11012966,chr4|11016685,chr4|11016780,chr4|11016784,chr4|11022914,chr4|11026276,chr4|11026304,chr4|11026448,chr4|11026665,chr4|11026772
chr4:11051045-11076204|-|Ndufaf6-201	3	6	chr4|11075362,chr4|11075363,chr4|11075368	chr4|11056859,chr4|11079195,chr4|11079247,chr4|11081521,chr4|11082012,chr4|11095689
chr4:11123958-11126998|+|Gm11827-201	1	15	chr4|11123440	chr4|11109996,chr4|11110301,chr4|11110302,chr4|11110336,chr4|11110337,chr4|11110436,chr4|11115317,chr4|11122221,chr4|11122314,chr4|11127352,chr4|11127356,chr4|11127364,chr4|11127454,chr4|11128188,chr4|11128189
chr4:11134097-11134182|+|Mir684-2-201	1	0	chr4|11133917	
chr4:11144710-11145270|+|Gm11830-201	3	13	chr4|11145000,chr4|11145148,chr4|11145166	chr4|11147346,chr4|11147551,chr4|11147567,chr4|11147668,chr4|11147680,chr4|11147681,chr4|11147784,chr4|11147816,chr4|11147817,chr4|11147901,chr4|11147902,chr4|11147905,chr4|11147906
chr4:11156431-11174379|+|Trp53inp1-201	0	6		chr4|11151942,chr4|11152380,chr4|11152471,chr4|11161389,chr4|11161667,chr4|11161668
chr4:11191354-11204675|+|Ccne2-207	0	1		chr4|11189370
chr4:11199158-11254258|-|Ints8-201	0	5		chr4|11235704,chr4|11235707,chr4|11235791,chr4|11235839,chr4|11247567
chr4:11321944-11342953|+|Gm26663-201	0	1		chr4|11315537
chr4:11261315-11322137|-|Dpy19l4-201	0	3		chr4|11323437,chr4|11323901,chr4|11341741
chr4:11331933-11386679|-|Esrp1-201	0	5		chr4|11371843,chr4|11384984,chr4|11385187,chr4|11385269,chr4|11385285
chr4:11331933-11386783|-|Esrp1-204	0	5		chr4|11389641,chr4|11389690,chr4|11389733,chr4|11389737,chr4|11389787
chr4:11400346-11401324|+|Gm11821-201	0	3		chr4|11394040,chr4|11405327,chr4|11408143
chr4:11420350-11420764|-|Gm11822-201	0	1		chr4|11432759
chr4:11485958-11527621|+|Virma-201	2	1	chr4|11485366,chr4|11485371	chr4|11484190
chr4:11501456-11502839|-|Gm11831-201	0	2		chr4|11507323,chr4|11507324
chr4:11579665-11587591|+|Fsbp-201	3	0	chr4|11578671,chr4|11578741,chr4|11578889	
chr4:11611139-11615007|-|Gm11832-201	0	4		chr4|11616367,chr4|11625152,chr4|11627994,chr4|11627995
chr4:11649647-11650499|-|Gm11833-201	0	2		chr4|11654110,chr4|11659846
chr4:11704457-11714752|+|Gem-202	0	1		chr4|11695676
chr4:11705807-11714752|+|Gem-201	4	6	chr4|11705158,chr4|11705439,chr4|11705473,chr4|11705611	chr4|11707264,chr4|11708022,chr4|11716209,chr4|11716226,chr4|11716544,chr4|11724939
chr4:11758193-11811486|+|Cdh17-202	0	2		chr4|11763367,chr4|11766641
chr4:11928424-11928739|+|Gm22477-201	1	6	chr4|11929399	chr4|11914518,chr4|11914630,chr4|11914636,chr4|11914667,chr4|11926813,chr4|11931473
chr4:11948887-11948950|+|Gm25002-201	0	1		chr4|11955690
chr4:11959807-11965821|-|Pdp1-205	1	3	chr4|11965273	chr4|11962535,chr4|11962536,chr4|11962830
chr4:11979560-11981265|-|Gm10604-201	0	8		chr4|11989459,chr4|11989465,chr4|11989987,chr4|11990149,chr4|11990357,chr4|11990358,chr4|11990605,chr4|11990639
chr4:11999474-12009043|-|Gm11840-201	2	3	chr4|12008049,chr4|12008187	chr4|11999067,chr4|11999105,chr4|12005389
chr4:12027505-12040894|+|Gm11842-201	0	2		chr4|12024037,chr4|12036934
chr4:12039355-12087957|-|Tmem67-201	0	1		chr4|12084254
chr4:12114284-12116236|+|Gm11839-201	1	0	chr4|12113901	
chr4:12153724-12171995|-|Fam92a-201	5	2	chr4|12171085,chr4|12171086,chr4|12171100,chr4|12171101,chr4|12171112	chr4|12170595,chr4|12170918
chr4:12232833-12233951|+|Gm11847-201	0	1		chr4|12240903
chr4:12906858-12983553|+|Triqk-203	6	1	chr4|12907399,chr4|12907402,chr4|12907405,chr4|12907425,chr4|12907551,chr4|12907560	chr4|12908987
chr4:13076140-13096806|+|Gm11820-201	0	1		chr4|13093799
chr4:13482755-13483192|-|Gm11826-201	0	1		chr4|13491371
chr4:13743436-13893649|+|Runx1t1-201	4	0	chr4|13742711,chr4|13743948,chr4|13744283,chr4|13744352	
chr4:13784782-13891117|+|Runx1t1-202	0	2		chr4|13796595,chr4|13801241
chr4:14079809-14079940|-|Gm24068-201	0	1		chr4|14078159
chr4:14502430-14621805|-|Slc26a7-201	0	1		chr4|14636547
chr4:14766335-14766565|+|Gm11838-201	0	1		chr4|14754610
chr4:14809498-14826587|-|Otud6b-201	2	1	chr4|14825677,chr4|14825691	chr4|14831898
chr4:14930661-14953030|+|Gm11837-201	1	1	chr4|14930919	chr4|14922704
chr4:14952245-15149131|-|Necab1-201	1	0	chr4|15148439	
chr4:14954929-15149794|-|Necab1-202	1	0	chr4|15149594	
chr4:15154392-15154718|+|Gm11845-201	0	1		chr4|15172425
chr4:15265831-15286753|+|Tmem64-201	0	1		chr4|15257065
chr4:15740930-15741767|-|Gm11858-201	0	1		chr4|15723617
chr4:15881264-15908064|+|Calb1-201	13	0	chr4|15881143,chr4|15881273,chr4|15881301,chr4|15881313,chr4|15881316,chr4|15881318,chr4|15881321,chr4|15881323,chr4|15881368,chr4|15881370,chr4|15881387,chr4|15881541,chr4|15881584	
chr4:15942900-15942991|-|Mir6400-201	0	1		chr4|15929449
chr4:15917240-15945507|-|Decr1-201	1	0	chr4|15945773	
chr4:15997121-16013888|-|Osgin2-201	1	0	chr4|16014494	
chr4:16120759-16120888|-|Gm11874-201	0	1		chr4|16102947
chr4:16122733-16163647|-|Ripk2-201	0	4		chr4|16160131,chr4|16160169,chr4|16160256,chr4|16162442
chr4:17853458-18119145|+|Mmp16-201	7	3	chr4|17852992,chr4|17853007,chr4|17853017,chr4|17853095,chr4|17853212,chr4|17853348,chr4|17853666	chr4|17854841,chr4|17854842,chr4|17855055
chr4:19514490-19514779|-|Gm25655-201	0	2		chr4|19499413,chr4|19499557
chr4:19519254-19570108|-|Cpne3-201	0	1		chr4|19567057
chr4:19575162-19598654|+|Rmdn1-202	4	0	chr4|19574441,chr4|19574494,chr4|19574570,chr4|19574574	
chr4:19575207-19606932|+|Rmdn1-201	0	5		chr4|19576241,chr4|19576508,chr4|19576791,chr4|19576817,chr4|19576868
chr4:19605451-19651130|+|Gm12353-201	2	0	chr4|19606210,chr4|19606211	
chr4:19608303-19708993|-|Wwp1-202	1	2	chr4|19709578	chr4|19697190,chr4|19704959
chr4:19818725-19842218|+|Slc7a13-201	0	1		chr4|19826152
chr4:19876841-19922605|-|Atp6v0d2-201	0	3		chr4|19904091,chr4|19904468,chr4|19914341
chr4:19979445-19985388|-|4930480G23Rik-201	0	1		chr4|19968019
chr4:20008428-20030785|+|Ttpa-201	2	9	chr4|20009063,chr4|20009136	chr4|20009870,chr4|20009880,chr4|20009883,chr4|20011022,chr4|20013296,chr4|20013297,chr4|20020713,chr4|20020740,chr4|20023807
chr4:20118874-20778567|-|Nkain3-202	0	5		chr4|20776689,chr4|20776690,chr4|20776698,chr4|20776816,chr4|20776817
chr4:20243842-20778866|-|Nkain3-201	2	0	chr4|20779224,chr4|20779249	
chr4:21626380-21627178|+|Gm11875-201	0	3		chr4|21616330,chr4|21628314,chr4|21632498
chr4:21671040-21671308|+|Gm11876-201	0	15		chr4|21665472,chr4|21665868,chr4|21668582,chr4|21674117,chr4|21674131,chr4|21675030,chr4|21676425,chr4|21677769,chr4|21677929,chr4|21678074,chr4|21678093,chr4|21678105,chr4|21678223,chr4|21678359,chr4|21678363
chr4:21677481-21685783|-|Prdm13-201	1	25	chr4|21685151	chr4|21678421,chr4|21678424,chr4|21678443,chr4|21678457,chr4|21678465,chr4|21678475,chr4|21678476,chr4|21678478,chr4|21678479,chr4|21678487,chr4|21678518,chr4|21678526,chr4|21678549,chr4|21678600,chr4|21678680,chr4|21678687,chr4|21678693,chr4|21678701,chr4|21678964,chr4|21679039,chr4|21680060,chr4|21680421,chr4|21680889,chr4|21681197,chr4|21681362
chr4:21677481-21685963|-|Prdm13-202	0	15		chr4|21687901,chr4|21687916,chr4|21687954,chr4|21687960,chr4|21687967,chr4|21688055,chr4|21688074,chr4|21688097,chr4|21688100,chr4|21688282,chr4|21689481,chr4|21689761,chr4|21690378,chr4|21690398,chr4|21690613
chr4:21727701-21750546|+|Ccnc-201	0	3		chr4|21713070,chr4|21713181,chr4|21716364
chr4:21757382-21767212|-|Tstd3-201	0	1		chr4|21755362
chr4:21776272-21837870|+|Usp45-202	1	0	chr4|21775858	
chr4:22006762-22008189|-|Gm11885-201	0	1		chr4|22017399
chr4:22117134-22117532|-|Gm11880-201	0	5		chr4|22098736,chr4|22098800,chr4|22098802,chr4|22098815,chr4|22134121
chr4:22275833-22276338|+|Gm11882-201	0	3		chr4|22264013,chr4|22264014,chr4|22274260
chr4:22357543-22434091|+|Fbxl4-201	2	0	chr4|22357116,chr4|22357117	
chr4:22396570-22396702|+|Gm24607-201	0	5		chr4|22380784,chr4|22380785,chr4|22380824,chr4|22380825,chr4|22380896
chr4:22482780-22488366|-|Pou3f2-201	1	17	chr4|22489299	chr4|22476651,chr4|22476825,chr4|22478227,chr4|22478228,chr4|22478249,chr4|22478473,chr4|22479039,chr4|22479043,chr4|22480825,chr4|22482216,chr4|22484121,chr4|22484439,chr4|22484446,chr4|22484925,chr4|22485449,chr4|22485450,chr4|22486556
chr4:22490548-22493126|+|Gm30731-201	7	6	chr4|22490033,chr4|22490046,chr4|22490535,chr4|22490539,chr4|22490710,chr4|22490750,chr4|22490770	chr4|22492346,chr4|22492361,chr4|22494625,chr4|22494702,chr4|22496437,chr4|22498449
chr4:22528438-22529009|-|Gm11881-201	0	1		chr4|22532650
chr4:23626656-23626745|-|Gm25978-201	0	4		chr4|23636290,chr4|23636308,chr4|23636828,chr4|23637163
chr4:24792680-24800310|+|Gm11899-201	3	1	chr4|24792680,chr4|24792732,chr4|24792780	chr4|24794056
chr4:24612554-24800890|-|Klhl32-203	0	1		chr4|24802041
chr4:24612554-24851124|-|Klhl32-204	0	1		chr4|24865841
chr4:24962330-24967083|-|C230012O17Rik-201	2	0	chr4|24967112,chr4|24967372	
chr4:25419349-25419676|+|Gm11894-201	0	1		chr4|25409012
chr4:25609332-25800146|-|Fut9-201	1	6	chr4|25799532	chr4|25798599,chr4|25798641,chr4|25798642,chr4|25798783,chr4|25799079,chr4|25799081
chr4:25618898-25800244|-|Fut9-202	0	1		chr4|25801468
chr4:26324506-26346891|-|Manea-201	0	1		chr4|26329813
chr4:26442461-26443187|+|Gm11903-201	0	1		chr4|26434555
chr4:26501443-26501659|-|Gng2-ps1-201	0	1		chr4|26499588
chr4:26635820-26705449|-|4930548K13Rik-201	0	2		chr4|26718290,chr4|26718292
chr4:27996583-27996905|-|Tpm3-rs2-201	0	1		chr4|27987895
chr4:28365316-28365444|+|Gm25378-201	0	1		chr4|28378793
chr4:28486112-28486458|-|Gm11908-201	0	3		chr4|28469547,chr4|28473858,chr4|28488733
chr4:28814297-28815076|-|Gm11915-201	2	0	chr4|28814576,chr4|28814590	
chr4:29090605-29091662|+|Gm11916-201	0	2		chr4|29084014,chr4|29084050
chr4:29125946-29126124|+|Gm11918-201	0	1		chr4|29134275
chr4:30701973-30702535|-|Gm11920-201	0	1		chr4|30715753
chr4:31964097-32023467|+|Map3k7-201	1	0	chr4|31963107	
chr4:31998624-31998741|-|Gm26254-201	0	7		chr4|32005391,chr4|32005552,chr4|32010965,chr4|32011053,chr4|32011304,chr4|32011711,chr4|32011822
chr4:32051738-32052914|+|Gm11927-201	0	8		chr4|32037444,chr4|32055016,chr4|32055030,chr4|32055038,chr4|32055039,chr4|32055107,chr4|32055861,chr4|32066791
chr4:32149786-32150222|+|Gm11928-201	0	4		chr4|32147636,chr4|32157627,chr4|32166424,chr4|32166439
chr4:32207148-32208092|+|Gm11929-201	0	5		chr4|32199368,chr4|32216673,chr4|32216674,chr4|32216743,chr4|32216744
chr4:32238804-32586104|+|Bach2-202	0	3		chr4|32232669,chr4|32233796,chr4|32234999
chr4:32238950-32581199|+|Bach2-201	0	1		chr4|32240428
chr4:32251761-32265835|+|Bach2it1-201	0	6		chr4|32246852,chr4|32247058,chr4|32247059,chr4|32247137,chr4|32257855,chr4|32258286
chr4:32417435-32586108|+|Bach2-207	0	1		chr4|32429014
chr4:32514787-32515053|+|Gm24371-201	0	3		chr4|32524467,chr4|32530997,chr4|32532764
chr4:32559680-32571662|-|Bach2os-201	0	7		chr4|32574009,chr4|32577201,chr4|32582573,chr4|32582889,chr4|32582960,chr4|32585815,chr4|32585989
chr4:32596960-32602760|-|Gja10-202	0	1		chr4|32588522
chr4:32611351-32611725|+|Gm11933-201	0	1		chr4|32607566
chr4:32655929-32656088|-|Gm11936-201	1	1	chr4|32656478	chr4|32651827
chr4:32800253-32801383|+|Lyrm2-201	0	1		chr4|32791479
chr4:32805740-32860442|-|Ankrd6-205	0	2		chr4|32863851,chr4|32864453
chr4:32892686-32893295|+|Gm11941-201	0	4		chr4|32906818,chr4|32906819,chr4|32907213,chr4|32907329
chr4:32804035-32950826|-|Ankrd6-204	1	0	chr4|32950253	
chr4:32804035-32950841|-|Ankrd6-202	6	4	chr4|32951627,chr4|32951736,chr4|32951738,chr4|32951770,chr4|32951776,chr4|32951788	chr4|32952349,chr4|32952383,chr4|32952665,chr4|32952721
chr4:32983454-33022180|+|Rragd-202	0	2		chr4|32984547,chr4|32984560
chr4:33027142-33031323|-|4933421O10Rik-201	5	0	chr4|33030460,chr4|33030568,chr4|33030604,chr4|33030623,chr4|33030682	
chr4:33063112-33095865|+|Gabrr2-201	0	1		chr4|33066359
chr4:33132521-33163588|+|Gabrr1-201	0	2		chr4|33118976,chr4|33119158
chr4:33174230-33189433|-|Pm20d2-201	8	0	chr4|33188476,chr4|33188485,chr4|33188486,chr4|33188603,chr4|33188657,chr4|33188658,chr4|33188683,chr4|33188684	
chr4:33201764-33201953|+|Gm11930-201	1	1	chr4|33201799	chr4|33204868
chr4:33208991-33233340|+|Srsf12-201	7	0	chr4|33209602,chr4|33209644,chr4|33209737,chr4|33209748,chr4|33209751,chr4|33209766,chr4|33209882	
chr4:33245423-33248510|-|Pnrc1-201	0	16		chr4|33239623,chr4|33239714,chr4|33242451,chr4|33242677,chr4|33243184,chr4|33243309,chr4|33244131,chr4|33244177,chr4|33261247,chr4|33261258,chr4|33261296,chr4|33261696,chr4|33261776,chr4|33264846,chr4|33265282,chr4|33265299
chr4:33303569-33310137|-|Gm11934-201	4	3	chr4|33309841,chr4|33309844,chr4|33309852,chr4|33309866	chr4|33290406,chr4|33292814,chr4|33292837
chr4:33924632-33948831|+|Cnr1-201	6	1	chr4|33923728,chr4|33923755,chr4|33923767,chr4|33923775,chr4|33923801,chr4|33923875	chr4|33923526
chr4:33926202-33948819|+|Cnr1-202	1	0	chr4|33926332	
chr4:34006306-34006392|+|Gm22010-201	0	1		chr4|34020853
chr4:34024874-34050039|-|Spaca1-202	1	0	chr4|34049775	
chr4:34457890-34458181|+|Gm12351-201	1	0	chr4|34457111	
chr4:34550937-34566908|+|Akirin2-201	0	1		chr4|34561117
chr4:34570796-34614913|-|Orc3-202	0	2		chr4|34606859,chr4|34613762
chr4:34663257-34687438|-|Slc35a1-201	0	1		chr4|34701508
chr4:34711332-34730178|-|Cfap206-202	0	1		chr4|34716393
chr4:34743784-34756263|-|Gm136-201	0	2		chr4|34749300,chr4|34751732
chr4:34768664-34778270|-|Smim8-203	0	1		chr4|34774075
chr4:34768664-34778423|-|Smim8-201	0	2		chr4|34788412,chr4|34798262
chr4:34803113-34882930|-|Zfp292-202	0	1		chr4|34872465
chr4:34803113-34882960|-|Zfp292-201	2	0	chr4|34883581,chr4|34883671	
chr4:34949074-35157484|-|Mob3b-201	0	2		chr4|35156061,chr4|35165410
chr4:35202103-35202975|-|Gm12366-201	1	2	chr4|35203579	chr4|35192904,chr4|35193195
chr4:35191287-35225834|-|C9orf72-202	4	2	chr4|35224914,chr4|35225014,chr4|35225018,chr4|35225052	chr4|35220298,chr4|35224574
chr4:35191285-35226123|-|C9orf72-201	0	1		chr4|35244308
chr4:36952966-36988032|+|Gm12371-201	2	0	chr4|36952517,chr4|36952716	
chr4:37238708-37239175|-|Rpl23a-ps6-201	0	1		chr4|37224926
chr4:39823430-39824348|+|Gm12384-201	0	2		chr4|39811606,chr4|39811608
chr4:39981497-39981558|-|Gm26087-201	0	1		chr4|39991620
chr4:40116816-40117233|-|Gm12389-201	0	3		chr4|40106192,chr4|40106193,chr4|40121551
chr4:40143081-40198338|+|Aco1-201	1	7	chr4|40142277	chr4|40144086,chr4|40144087,chr4|40144121,chr4|40144346,chr4|40156374,chr4|40156375,chr4|40156393
chr4:40204849-40239828|-|Ddx58-201	0	3		chr4|40241156,chr4|40252537,chr4|40252557
chr4:40313232-40317719|+|4930509K18Rik-201	0	11		chr4|40302528,chr4|40302599,chr4|40302666,chr4|40302667,chr4|40322298,chr4|40322820,chr4|40324715,chr4|40327302,chr4|40327664,chr4|40327764,chr4|40330310
chr4:40678332-40678778|+|Gm12391-201	0	5		chr4|40672091,chr4|40672118,chr4|40676662,chr4|40676738,chr4|40680270
chr4:40722922-40737149|+|Dnaja1-210	0	3		chr4|40725203,chr4|40725352,chr4|40730204
chr4:40736542-40757923|-|Smu1-201	0	2		chr4|40759880,chr4|40760474
chr4:40775259-40775564|-|Gm12396-201	0	12		chr4|40777006,chr4|40779352,chr4|40780233,chr4|40782517,chr4|40784292,chr4|40784447,chr4|40784562,chr4|40784578,chr4|40784849,chr4|40784968,chr4|40784998,chr4|40791133
chr4:40850056-40850138|-|Mir5123-201	0	1		chr4|40847232
chr4:40804602-40854005|-|B4galt1-201	0	9		chr4|40858103,chr4|40868665,chr4|40868882,chr4|40868943,chr4|40868944,chr4|40868965,chr4|40868975,chr4|40869045,chr4|40869199
chr4:40912741-40913355|-|Gm12397-201	0	8		chr4|40908397,chr4|40908413,chr4|40908427,chr4|40908436,chr4|40908472,chr4|40908959,chr4|40915002,chr4|40915003
chr4:40936587-40948202|-|Bag1-204	0	2		chr4|40946539,chr4|40946721
chr4:40970906-41012608|+|Nfx1-202	2	7	chr4|40971849,chr4|40971862	chr4|40969413,chr4|40971909,chr4|40971913,chr4|40971941,chr4|40971998,chr4|40975978,chr4|40978048
chr4:40993695-40993758|+|Mir3094-201	0	3		chr4|41007866,chr4|41007873,chr4|41007880
chr4:41033074-41045448|-|Aqp7-202	0	6		chr4|41026578,chr4|41028589,chr4|41037355,chr4|41041185,chr4|41041328,chr4|41041341
chr4:41050220-41050326|+|Gm25637-201	0	3		chr4|41051574,chr4|41064219,chr4|41064662
chr4:41092722-41098183|-|Aqp3-201	2	1	chr4|41098753,chr4|41098956	chr4|41078737
chr4:41114427-41124455|-|Nol6-201	3	1	chr4|41124967,chr4|41124974,chr4|41125071	chr4|41127581
chr4:41132511-41132844|-|Gm12402-201	1	4	chr4|41132656	chr4|41130334,chr4|41133912,chr4|41133935,chr4|41134273
chr4:41135743-41193380|+|Ube2r2-201	0	1		chr4|41134369
chr4:41168646-41169604|+|Gm12403-201	0	2		chr4|41156657,chr4|41165708
chr4:41172742-41172844|-|Gm24650-201	0	6		chr4|41179770,chr4|41179826,chr4|41179827,chr4|41179847,chr4|41186837,chr4|41187221
chr4:41203057-41203133|-|Gm22888-201	0	1		chr4|41192469
chr4:41252617-41252844|+|Gm12401-201	0	1		chr4|41240329
chr4:41194313-41275144|-|Ubap2-202	0	1		chr4|41284766
chr4:41312091-41312198|-|Gm26049-201	0	1		chr4|41311008
chr4:41291300-41314889|-|Dcaf12-201	1	1	chr4|41315469	chr4|41319025
chr4:41348996-41389766|+|Ubap1-202	0	11		chr4|41347698,chr4|41352988,chr4|41358641,chr4|41359515,chr4|41359599,chr4|41359669,chr4|41368280,chr4|41368337,chr4|41368338,chr4|41368563,chr4|41368587
chr4:41465151-41480926|+|Nudt2-201	7	0	chr4|41465527,chr4|41465534,chr4|41465535,chr4|41465566,chr4|41465569,chr4|41465570,chr4|41465809	
