TSS	#PromoterCpG	#EnhancerCpG	PromoterCpG	EnhancerCpG
chr12:5080970-5291381|-|Klhl29-202	0	9		chr12|5273800,chr12|5280512,chr12|5282284,chr12|5285743,chr12|5298913,chr12|5304252,chr12|5305530,chr12|5307667,chr12|5308744
chr12:5077472-5375682|-|Klhl29-201	0	10		chr12|5359376,chr12|5359855,chr12|5360746,chr12|5366603,chr12|5367907,chr12|5371587,chr12|5372913,chr12|5378928,chr12|5378947,chr12|5387932
chr12:5411641-5416631|+|2810032G03Rik-202	0	6		chr12|5394148,chr12|5394149,chr12|5397711,chr12|5424259,chr12|5426505,chr12|5429094
chr12:5589617-5590624|-|Gm5652-201	0	5		chr12|5573915,chr12|5578699,chr12|5584380,chr12|5584814,chr12|5588198
chr12:5591204-5591532|-|Gm48599-201	1	8	chr12|5592250	chr12|5593751,chr12|5596548,chr12|5597839,chr12|5600015,chr12|5600748,chr12|5605692,chr12|5610335,chr12|5611423
chr12:5808217-5849563|+|Gm32442-206	0	10		chr12|5789403,chr12|5789404,chr12|5790461,chr12|5793207,chr12|5793345,chr12|5795213,chr12|5797620,chr12|5802440,chr12|5804107,chr12|5804438
chr12:5808234-5856142|+|Gm32442-204	0	4		chr12|5811099,chr12|5817789,chr12|5823664,chr12|5825425
chr12:5843712-5843826|+|Gm23752-201	1	20	chr12|5843357	chr12|5826204,chr12|5830273,chr12|5833102,chr12|5833773,chr12|5834696,chr12|5836214,chr12|5837094,chr12|5837115,chr12|5837332,chr12|5844861,chr12|5844862,chr12|5848471,chr12|5851995,chr12|5853131,chr12|5856952,chr12|5857760,chr12|5858142,chr12|5858154,chr12|5858204,chr12|5858409
chr12:5874915-5984683|+|Gm32442-202	1	21	chr12|5875543	chr12|5864382,chr12|5867236,chr12|5867402,chr12|5870293,chr12|5870294,chr12|5870306,chr12|5870307,chr12|5870881,chr12|5870882,chr12|5871792,chr12|5878872,chr12|5879207,chr12|5879208,chr12|5883483,chr12|5883484,chr12|5885355,chr12|5886614,chr12|5888074,chr12|5891012,chr12|5893721,chr12|5894866
chr12:6005667-6006240|+|Gm48608-201	1	29	chr12|6005084	chr12|5988001,chr12|5988260,chr12|5991890,chr12|5993614,chr12|5993615,chr12|5994330,chr12|5996025,chr12|5996060,chr12|5996061,chr12|5996079,chr12|5996744,chr12|5997532,chr12|5997940,chr12|5998917,chr12|6000358,chr12|6001187,chr12|6001318,chr12|6004607,chr12|6004610,chr12|6004611,chr12|6006735,chr12|6007634,chr12|6007635,chr12|6020210,chr12|6020824,chr12|6022850,chr12|6022851,chr12|6024237,chr12|6024238
chr12:6281019-6282336|-|Gm4927-201	1	21	chr12|6282795	chr12|6262363,chr12|6263442,chr12|6264945,chr12|6265130,chr12|6265131,chr12|6265500,chr12|6265501,chr12|6267221,chr12|6270336,chr12|6270366,chr12|6275228,chr12|6276381,chr12|6280278,chr12|6293261,chr12|6294536,chr12|6295318,chr12|6297031,chr12|6297827,chr12|6301356,chr12|6301521,chr12|6301522
chr12:6498124-6498615|-|Gm3678-201	4	25	chr12|6498380,chr12|6498574,chr12|6499458,chr12|6499544	chr12|6478770,chr12|6478771,chr12|6479100,chr12|6479101,chr12|6479731,chr12|6479863,chr12|6481367,chr12|6481368,chr12|6482778,chr12|6486269,chr12|6489340,chr12|6489535,chr12|6490041,chr12|6490431,chr12|6493676,chr12|6495140,chr12|6500858,chr12|6500952,chr12|6503116,chr12|6508641,chr12|6509720,chr12|6511090,chr12|6512677,chr12|6513080,chr12|6514625
chr12:6699753-6803300|+|Gm48619-201	0	32		chr12|6680200,chr12|6684284,chr12|6684285,chr12|6685157,chr12|6685158,chr12|6687150,chr12|6687151,chr12|6690601,chr12|6691394,chr12|6692423,chr12|6692535,chr12|6692537,chr12|6693594,chr12|6697316,chr12|6698641,chr12|6701053,chr12|6701900,chr12|6701924,chr12|6702201,chr12|6704009,chr12|6705927,chr12|6705988,chr12|6707329,chr12|6708375,chr12|6711249,chr12|6711250,chr12|6713495,chr12|6713496,chr12|6714282,chr12|6714283,chr12|6717027,chr12|6717028
chr12:6966758-6966960|-|Gm46311-201	0	29		chr12|6947249,chr12|6947298,chr12|6947299,chr12|6947333,chr12|6947612,chr12|6947791,chr12|6948799,chr12|6952912,chr12|6953189,chr12|6954589,chr12|6954590,chr12|6956839,chr12|6959661,chr12|6960169,chr12|6960443,chr12|6963219,chr12|6963304,chr12|6963795,chr12|6965439,chr12|6965440,chr12|6965740,chr12|6969644,chr12|6972911,chr12|6973535,chr12|6974678,chr12|6977799,chr12|6980364,chr12|6985610,chr12|6985611
chr12:7372039-7380330|-|1700101O22Rik-201	0	16		chr12|7365268,chr12|7365983,chr12|7365984,chr12|7368355,chr12|7369345,chr12|7369346,chr12|7371469,chr12|7371550,chr12|7372896,chr12|7389226,chr12|7389948,chr12|7394802,chr12|7395141,chr12|7396051,chr12|7396848,chr12|7398899
chr12:7417425-7418124|-|Gm9139-201	0	23		chr12|7400939,chr12|7401120,chr12|7402177,chr12|7408701,chr12|7408702,chr12|7411848,chr12|7412662,chr12|7412663,chr12|7414512,chr12|7414513,chr12|7414600,chr12|7414601,chr12|7415389,chr12|7415581,chr12|7419664,chr12|7424427,chr12|7427285,chr12|7430458,chr12|7432707,chr12|7434508,chr12|7436936,chr12|7437353,chr12|7437852
chr12:7524002-7859691|-|Gm32828-202	0	12		chr12|7840803,chr12|7840981,chr12|7841206,chr12|7841207,chr12|7842297,chr12|7846779,chr12|7846899,chr12|7847260,chr12|7850037,chr12|7853993,chr12|7856219,chr12|7856725
chr12:7859900-7860907|+|Gm9144-201	1	11	chr12|7860718	chr12|7862702,chr12|7862703,chr12|7863061,chr12|7863243,chr12|7863478,chr12|7864236,chr12|7864237,chr12|7866780,chr12|7867814,chr12|7868002,chr12|7871431
chr12:7878109-7883870|-|Gm18337-201	2	14	chr12|7883681,chr12|7883682	chr12|7872417,chr12|7872418,chr12|7875515,chr12|7875516,chr12|7875583,chr12|7875584,chr12|7876528,chr12|7882134,chr12|7882135,chr12|7882558,chr12|7882733,chr12|7882734,chr12|7888887,chr12|7889583
chr12:7897573-7898274|+|Gm18387-201	0	6		chr12|7894407,chr12|7895089,chr12|7902941,chr12|7903904,chr12|7907278,chr12|7909754
chr12:7911889-7950061|-|Gm48633-201	2	11	chr12|7950856,chr12|7950857	chr12|7938232,chr12|7944068,chr12|7944885,chr12|7945945,chr12|7946574,chr12|7954350,chr12|7956129,chr12|7956781,chr12|7959383,chr12|7960073,chr12|7960362
chr12:7977648-8016835|+|Apob-202	0	10		chr12|7969253,chr12|7969254,chr12|7972493,chr12|7975950,chr12|7984186,chr12|7987267,chr12|7987268,chr12|7987309,chr12|7994270,chr12|7994271
chr12:8208107-8285759|+|Ldah-201	0	1		chr12|8200988
chr12:8313432-8343824|+|Hs1bp3-201	0	1		chr12|8308699
chr12:8497661-8500009|-|Rhob-201	1	0	chr12|8500932	
chr12:8529345-8539545|-|Slc7a15-202	1	0	chr12|8540049	
chr12:8764901-8771181|-|Gm4755-201	0	2		chr12|8762269,chr12|8768938
chr12:8771413-8793062|+|Sdc1-205	0	2		chr12|8777017,chr12|8777122
chr12:8873187-8893473|-|9930038B18Rik-201	0	3		chr12|8882309,chr12|8887448,chr12|8900545
chr12:8947929-8972028|+|Matn3-201	0	2		chr12|8956961,chr12|8960899
chr12:8973892-9028847|+|Wdr35-201	1	0	chr12|8973035	
chr12:8974047-9028846|+|Wdr35-202	0	3		chr12|8976636,chr12|8978805,chr12|8979428
chr12:9029997-9036394|+|Ttc32-201	0	9		chr12|9010225,chr12|9011458,chr12|9023194,chr12|9023243,chr12|9023244,chr12|9024811,chr12|9024955,chr12|9027616,chr12|9027678
chr12:9030028-9036397|+|Ttc32-202	0	1		chr12|9048849
chr12:9371438-9473770|+|Gm46323-201	0	29		chr12|9352223,chr12|9356709,chr12|9358189,chr12|9359765,chr12|9359853,chr12|9360273,chr12|9362334,chr12|9362335,chr12|9365525,chr12|9365833,chr12|9366376,chr12|9366975,chr12|9367513,chr12|9367951,chr12|9369880,chr12|9369902,chr12|9373487,chr12|9373642,chr12|9374825,chr12|9374826,chr12|9376836,chr12|9376837,chr12|9381012,chr12|9383122,chr12|9383123,chr12|9383395,chr12|9385145,chr12|9385794,chr12|9386982
chr12:9429547-9430100|+|Gm7099-201	1	34	chr12|9429080	chr12|9410169,chr12|9410200,chr12|9411801,chr12|9411937,chr12|9412804,chr12|9413394,chr12|9414397,chr12|9414398,chr12|9414788,chr12|9414789,chr12|9415794,chr12|9415957,chr12|9418107,chr12|9418108,chr12|9419422,chr12|9421682,chr12|9422688,chr12|9423493,chr12|9425844,chr12|9426021,chr12|9428133,chr12|9430923,chr12|9431041,chr12|9431357,chr12|9432445,chr12|9432446,chr12|9436867,chr12|9437498,chr12|9440362,chr12|9440474,chr12|9447589,chr12|9448922,chr12|9448952,chr12|9449173
chr12:9473101-9473374|-|Gm18696-201	2	28	chr12|9472988,chr12|9472989	chr12|9454248,chr12|9455607,chr12|9455975,chr12|9456238,chr12|9458827,chr12|9461273,chr12|9461274,chr12|9462139,chr12|9462513,chr12|9462716,chr12|9464147,chr12|9466325,chr12|9467275,chr12|9468185,chr12|9468186,chr12|9468604,chr12|9475541,chr12|9475542,chr12|9476034,chr12|9476035,chr12|9476810,chr12|9477376,chr12|9478705,chr12|9478709,chr12|9481362,chr12|9481771,chr12|9484271,chr12|9484770
chr12:9494005-9496908|-|Gm48762-201	4	11	chr12|9497077,chr12|9497228,chr12|9497613,chr12|9497699	chr12|9485260,chr12|9485261,chr12|9487617,chr12|9487783,chr12|9490856,chr12|9498986,chr12|9499248,chr12|9501738,chr12|9502058,chr12|9502059,chr12|9502294
chr12:9503584-9509637|-|Gm48764-201	0	12		chr12|9512096,chr12|9512097,chr12|9513131,chr12|9513132,chr12|9515632,chr12|9515633,chr12|9517777,chr12|9520214,chr12|9525966,chr12|9526122,chr12|9528454,chr12|9528455
chr12:9565236-9570585|-|1700022H16Rik-201	0	6		chr12|9551177,chr12|9554441,chr12|9557265,chr12|9557266,chr12|9564452,chr12|9567569
chr12:9574441-9581500|+|Osr1-201	0	3		chr12|9587434,chr12|9591238,chr12|9592520
chr12:9643690-9643817|-|Gm23979-201	1	21	chr12|9644598	chr12|9624595,chr12|9624856,chr12|9624857,chr12|9626414,chr12|9635532,chr12|9636158,chr12|9637248,chr12|9640789,chr12|9646152,chr12|9648642,chr12|9648643,chr12|9653256,chr12|9656282,chr12|9658021,chr12|9660090,chr12|9661120,chr12|9661265,chr12|9661295,chr12|9661528,chr12|9661784,chr12|9663118
chr12:9690691-9691670|+|Gm48774-201	0	24		chr12|9684724,chr12|9686405,chr12|9686961,chr12|9687227,chr12|9688191,chr12|9689432,chr12|9689433,chr12|9693984,chr12|9694628,chr12|9694732,chr12|9694733,chr12|9696661,chr12|9697091,chr12|9697750,chr12|9700004,chr12|9700572,chr12|9700604,chr12|9704141,chr12|9705816,chr12|9706786,chr12|9707202,chr12|9707862,chr12|9709220,chr12|9709889
chr12:9729519-9734209|+|Gm48790-202	1	38	chr12|9729207	chr12|9710521,chr12|9710683,chr12|9712576,chr12|9712577,chr12|9714147,chr12|9715151,chr12|9716584,chr12|9717464,chr12|9718801,chr12|9719835,chr12|9720170,chr12|9721253,chr12|9722569,chr12|9723196,chr12|9723737,chr12|9723738,chr12|9724057,chr12|9724180,chr12|9726213,chr12|9726214,chr12|9727506,chr12|9727507,chr12|9731772,chr12|9731773,chr12|9731975,chr12|9734149,chr12|9736743,chr12|9737865,chr12|9737904,chr12|9738570,chr12|9738762,chr12|9740177,chr12|9743723,chr12|9746105,chr12|9746829,chr12|9747007,chr12|9748839,chr12|9749139
chr12:9865347-9865450|-|Gm22845-201	2	30	chr12|9865774,chr12|9865775	chr12|9848801,chr12|9848802,chr12|9848876,chr12|9850154,chr12|9851440,chr12|9854514,chr12|9855974,chr12|9856245,chr12|9856871,chr12|9857819,chr12|9857820,chr12|9858111,chr12|9858772,chr12|9858773,chr12|9859324,chr12|9861684,chr12|9864416,chr12|9867023,chr12|9867454,chr12|9869590,chr12|9869704,chr12|9871691,chr12|9871735,chr12|9871736,chr12|9872856,chr12|9877023,chr12|9879722,chr12|9881026,chr12|9881027,chr12|9883278
chr12:10152142-10158233|+|Gm5182-201	4	15	chr12|10152075,chr12|10152076,chr12|10152284,chr12|10152285	chr12|10134591,chr12|10136729,chr12|10136730,chr12|10137562,chr12|10137563,chr12|10138333,chr12|10146139,chr12|10148554,chr12|10150619,chr12|10155013,chr12|10155087,chr12|10156770,chr12|10161468,chr12|10161469,chr12|10162378
chr12:10177143-10224794|+|Gm48791-201	1	25	chr12|10176902	chr12|10164688,chr12|10165202,chr12|10165203,chr12|10165484,chr12|10172045,chr12|10174606,chr12|10174607,chr12|10179895,chr12|10179975,chr12|10180524,chr12|10180857,chr12|10181183,chr12|10181990,chr12|10183073,chr12|10184346,chr12|10185721,chr12|10188283,chr12|10189043,chr12|10189044,chr12|10191069,chr12|10191261,chr12|10194508,chr12|10194509,chr12|10195912,chr12|10196560
chr12:10219860-10222329|-|Gm48792-201	4	40	chr12|10222079,chr12|10222162,chr12|10222364,chr12|10222365	chr12|10202512,chr12|10203182,chr12|10203391,chr12|10204443,chr12|10209790,chr12|10210772,chr12|10211075,chr12|10211637,chr12|10211638,chr12|10212009,chr12|10212283,chr12|10212284,chr12|10212292,chr12|10216554,chr12|10216555,chr12|10218005,chr12|10219001,chr12|10219002,chr12|10227504,chr12|10231220,chr12|10231330,chr12|10231577,chr12|10231752,chr12|10231953,chr12|10231954,chr12|10231974,chr12|10232665,chr12|10234461,chr12|10235556,chr12|10235557,chr12|10236141,chr12|10238442,chr12|10238443,chr12|10239163,chr12|10239410,chr12|10239605,chr12|10239734,chr12|10239765,chr12|10239766,chr12|10241305
chr12:10322866-10326643|+|Gm48793-201	1	35	chr12|10323596	chr12|10303092,chr12|10305523,chr12|10305909,chr12|10306450,chr12|10307110,chr12|10307111,chr12|10308945,chr12|10310559,chr12|10311252,chr12|10311253,chr12|10311622,chr12|10311623,chr12|10313908,chr12|10313909,chr12|10314672,chr12|10317996,chr12|10326768,chr12|10327761,chr12|10329158,chr12|10329159,chr12|10330273,chr12|10330909,chr12|10330910,chr12|10331716,chr12|10333093,chr12|10333094,chr12|10333263,chr12|10334387,chr12|10334698,chr12|10335357,chr12|10337358,chr12|10338656,chr12|10338657,chr12|10341985,chr12|10341986
chr12:10368466-10368670|-|Gm48794-201	1	6	chr12|10369164	chr12|10349582,chr12|10349583,chr12|10351016,chr12|10362361,chr12|10362394,chr12|10363007
chr12:10369979-10390173|+|Nt5c1b-202	0	1		chr12|10372699
chr12:10390772-10395562|+|Rdh14-201	0	6		chr12|10402865,chr12|10402926,chr12|10402927,chr12|10402973,chr12|10408150,chr12|10408171
chr12:10446388-10531303|+|Gm38407-202	2	14	chr12|10445979,chr12|10446683	chr12|10431803,chr12|10437002,chr12|10440295,chr12|10440890,chr12|10443479,chr12|10450684,chr12|10452252,chr12|10453087,chr12|10455986,chr12|10455987,chr12|10460406,chr12|10463486,chr12|10463860,chr12|10466332
chr12:10493500-10494199|+|Gm48886-201	0	18		chr12|10476591,chr12|10476592,chr12|10480958,chr12|10481431,chr12|10484354,chr12|10484355,chr12|10485632,chr12|10485860,chr12|10485926,chr12|10487585,chr12|10488226,chr12|10494825,chr12|10497283,chr12|10498579,chr12|10500105,chr12|10503095,chr12|10509330,chr12|10509331
chr12:10526775-10531098|+|Gm38407-201	1	11	chr12|10526241	chr12|10515901,chr12|10515902,chr12|10517982,chr12|10518431,chr12|10522748,chr12|10525306,chr12|10529334,chr12|10533718,chr12|10538344,chr12|10538704,chr12|10543597
chr12:10723657-10724506|-|Gm4928-201	3	23	chr12|10724352,chr12|10724602,chr12|10724913	chr12|10708055,chr12|10710087,chr12|10712112,chr12|10712291,chr12|10712304,chr12|10712920,chr12|10713717,chr12|10715633,chr12|10717748,chr12|10718382,chr12|10722711,chr12|10722712,chr12|10723304,chr12|10723305,chr12|10723324,chr12|10723386,chr12|10725747,chr12|10728429,chr12|10728563,chr12|10732382,chr12|10737045,chr12|10741818,chr12|10743724
chr12:11047813-11078742|+|7420701I03Rik-201	0	2		chr12|11028321,chr12|11061733
chr12:11099596-11100077|+|Gm48088-201	1	3	chr12|11100461	chr12|11086475,chr12|11087460,chr12|11090351
chr12:11090737-11151056|-|Kcns3-203	0	1		chr12|11157184
chr12:11186348-11204381|-|9530020I12Rik-203	0	3		chr12|11202884,chr12|11202895,chr12|11202910
chr12:11221461-11222210|-|1700034J04Rik-201	0	2		chr12|11217782,chr12|11230683
chr12:11238920-11265766|-|Gen1-201	0	1		chr12|11259021
chr12:11266129-11287654|+|Smc6-208	0	1		chr12|11280152
chr12:11299887-11299944|+|Mir7675-201	0	1		chr12|11313896
chr12:11325242-11435640|-|Vsnl1-202	0	1		chr12|11421903
chr12:11438233-11444812|+|4930511A02Rik-201	1	1	chr12|11439192	chr12|11445895
chr12:11456079-11462928|+|Rad51ap2-201	0	5		chr12|11448062,chr12|11458497,chr12|11471356,chr12|11473904,chr12|11474875
chr12:11499295-11499892|+|Gm47807-201	2	10	chr12|11499025,chr12|11499026	chr12|11485326,chr12|11492060,chr12|11494410,chr12|11501787,chr12|11501788,chr12|11502378,chr12|11502379,chr12|11502927,chr12|11504296,chr12|11505492
chr12:11507226-11512390|-|Gm47808-201	0	13		chr12|11513635,chr12|11516447,chr12|11516992,chr12|11516993,chr12|11520551,chr12|11522960,chr12|11523121,chr12|11525126,chr12|11526577,chr12|11528406,chr12|11529358,chr12|11529722,chr12|11531241
chr12:11665771-11667049|-|Gm4803-201	1	12	chr12|11666734	chr12|11650111,chr12|11651648,chr12|11651649,chr12|11663122,chr12|11664968,chr12|11668909,chr12|11672707,chr12|11673437,chr12|11676483,chr12|11676484,chr12|11676976,chr12|11676977
chr12:11688697-11689004|-|Gm23781-201	1	8	chr12|11689787	chr12|11678228,chr12|11681701,chr12|11682663,chr12|11682664,chr12|11685037,chr12|11685935,chr12|11686364,chr12|11686365
chr12:11698868-11700546|-|Gm47821-201	1	5	chr12|11700235	chr12|11696640,chr12|11698046,chr12|11698894,chr12|11699073,chr12|11699186
chr12:11701306-11701678|-|Gm47822-201	0	6		chr12|11710650,chr12|11713026,chr12|11717936,chr12|11718302,chr12|11718555,chr12|11720500
chr12:11760447-11760871|-|Gm6867-201	1	26	chr12|11760535	chr12|11741079,chr12|11741080,chr12|11742251,chr12|11751520,chr12|11752054,chr12|11752055,chr12|11752298,chr12|11756390,chr12|11756391,chr12|11758101,chr12|11758123,chr12|11758124,chr12|11758842,chr12|11758854,chr12|11759786,chr12|11762035,chr12|11762036,chr12|11763644,chr12|11764188,chr12|11764693,chr12|11765320,chr12|11766643,chr12|11769656,chr12|11769657,chr12|11770261,chr12|11770262
chr12:11781535-11792951|+|Gm47833-201	0	14		chr12|11771329,chr12|11772501,chr12|11772574,chr12|11773925,chr12|11773926,chr12|11784861,chr12|11785229,chr12|11785230,chr12|11794752,chr12|11794881,chr12|11796498,chr12|11796926,chr12|11800237,chr12|11800641
chr12:11826607-11897726|+|Gm34237-201	2	22	chr12|11826359,chr12|11826675	chr12|11807163,chr12|11809228,chr12|11809229,chr12|11812785,chr12|11814653,chr12|11814654,chr12|11816205,chr12|11817371,chr12|11817372,chr12|11819538,chr12|11820712,chr12|11821534,chr12|11821911,chr12|11822057,chr12|11824692,chr12|11828017,chr12|11833909,chr12|11841132,chr12|11842218,chr12|11842219,chr12|11845229,chr12|11845230
chr12:11881325-11882663|-|Tubb2a-ps2-201	1	12	chr12|11882058	chr12|11871739,chr12|11873247,chr12|11876905,chr12|11877785,chr12|11878726,chr12|11878727,chr12|11878921,chr12|11879198,chr12|11884124,chr12|11887163,chr12|11888544,chr12|11893426
chr12:12013623-12013751|+|Gm25610-201	0	11		chr12|11997548,chr12|11997702,chr12|11998470,chr12|12000922,chr12|12002528,chr12|12004396,chr12|12005427,chr12|12017732,chr12|12017733,chr12|12018291,chr12|12018292
chr12:12023045-12023658|+|Gm4294-201	2	8	chr12|12022538,chr12|12023526	chr12|12020267,chr12|12024748,chr12|12035061,chr12|12035062,chr12|12037827,chr12|12037828,chr12|12038499,chr12|12038500
chr12:12106737-12106867|+|Gm26171-201	0	6		chr12|12088406,chr12|12088407,chr12|12121382,chr12|12123476,chr12|12126085,chr12|12126086
chr12:12262139-12380965|+|Fam49a-202	0	1		chr12|12244389
chr12:12351522-12392615|-|4921511I17Rik-201	2	9	chr12|12393399,chr12|12393425	chr12|12383607,chr12|12388457,chr12|12390990,chr12|12399317,chr12|12400925,chr12|12403287,chr12|12404245,chr12|12404259,chr12|12409140
chr12:12682514-12682618|-|Gm27952-201	0	1		chr12|12674809
chr12:12912022-12912336|+|Rpl36-ps3-201	0	1		chr12|12922142
chr12:12987317-12994199|+|Gm35208-201	0	5		chr12|12974531,chr12|12978486,chr12|12978487,chr12|12978516,chr12|12999894
chr12:13046728-13054729|-|Gm48209-201	0	3		chr12|13039678,chr12|13043830,chr12|13061218
chr12:13102845-13115903|+|Gm35298-201	0	6		chr12|13083914,chr12|13085063,chr12|13087111,chr12|13097923,chr12|13097924,chr12|13097966
chr12:13125776-13127192|+|Gm48213-201	0	6		chr12|13115106,chr12|13117507,chr12|13119628,chr12|13124079,chr12|13124080,chr12|13132305
chr12:13149680-13150160|-|Rpl21-ps2-201	0	4		chr12|13138187,chr12|13140124,chr12|13141380,chr12|13145260
chr12:13455023-13455970|-|Gm6736-201	0	7		chr12|13461783,chr12|13461909,chr12|13462458,chr12|13462499,chr12|13462516,chr12|13462665,chr12|13462687
chr12:13607789-13627646|-|Gm35725-201	1	9	chr12|13627365	chr12|13610043,chr12|13611278,chr12|13614689,chr12|13624793,chr12|13634272,chr12|13640897,chr12|13642584,chr12|13642585,chr12|13645793
chr12:13668853-13676084|+|Gm35890-201	0	29		chr12|13651805,chr12|13652967,chr12|13654552,chr12|13655883,chr12|13657812,chr12|13658406,chr12|13660534,chr12|13660535,chr12|13662450,chr12|13665071,chr12|13666739,chr12|13670068,chr12|13670268,chr12|13670269,chr12|13670565,chr12|13672309,chr12|13672408,chr12|13672409,chr12|13672543,chr12|13672916,chr12|13672917,chr12|13672929,chr12|13673752,chr12|13673753,chr12|13678944,chr12|13679312,chr12|13682110,chr12|13686315,chr12|13687838
chr12:13752674-13753665|-|Gm4929-201	0	14		chr12|13737865,chr12|13738862,chr12|13739991,chr12|13739992,chr12|13743682,chr12|13744473,chr12|13746473,chr12|13748280,chr12|13748281,chr12|13751571,chr12|13765115,chr12|13765116,chr12|13765681,chr12|13768811
chr12:13788557-13790252|-|Gm7126-201	0	14		chr12|13772160,chr12|13773134,chr12|13774071,chr12|13774150,chr12|13775774,chr12|13778930,chr12|13778931,chr12|13778934,chr12|13778935,chr12|13780733,chr12|13780734,chr12|13782229,chr12|13785571,chr12|13788008
chr12:13790264-13791710|-|Gm9194-201	2	0	chr12|13791354,chr12|13791587	
chr12:13787903-13792337|-|Gm49374-201	1	6	chr12|13792899	chr12|13801206,chr12|13801963,chr12|13803487,chr12|13803972,chr12|13807664,chr12|13809224
chr12:14013084-14057866|+|Gm48479-201	3	19	chr12|14013077,chr12|14014059,chr12|14014060	chr12|14000472,chr12|14000994,chr12|14001495,chr12|14001496,chr12|14002529,chr12|14003643,chr12|14006179,chr12|14006523,chr12|14007972,chr12|14009623,chr12|14010262,chr12|14014645,chr12|14016620,chr12|14016627,chr12|14016628,chr12|14018885,chr12|14018886,chr12|14020556,chr12|14020900
chr12:14030352-14033321|+|Gm48480-201	6	11	chr12|14029651,chr12|14029652,chr12|14029744,chr12|14029745,chr12|14030682,chr12|14030683	chr12|14024688,chr12|14024741,chr12|14031393,chr12|14031394,chr12|14033959,chr12|14034619,chr12|14039849,chr12|14040712,chr12|14041682,chr12|14045106,chr12|14048669
chr12:14128116-14130648|-|Gm48482-201	2	22	chr12|14130406,chr12|14130503	chr12|14111473,chr12|14111474,chr12|14112725,chr12|14114512,chr12|14114759,chr12|14120551,chr12|14123867,chr12|14123976,chr12|14124346,chr12|14124347,chr12|14125382,chr12|14125717,chr12|14125966,chr12|14133288,chr12|14133710,chr12|14134327,chr12|14134674,chr12|14134984,chr12|14137885,chr12|14137886,chr12|14138316,chr12|14138317
chr12:14146830-14152054|-|Fam84a-201	0	19		chr12|14141638,chr12|14143473,chr12|14144001,chr12|14144107,chr12|14144108,chr12|14146698,chr12|14148371,chr12|14155277,chr12|14156953,chr12|14156954,chr12|14160945,chr12|14162407,chr12|14162408,chr12|14162894,chr12|14165347,chr12|14165348,chr12|14166836,chr12|14170147,chr12|14170148
chr12:14261534-14285684|+|Gm16497-201	0	14		chr12|14242162,chr12|14242312,chr12|14244652,chr12|14248078,chr12|14249300,chr12|14255554,chr12|14255823,chr12|14256275,chr12|14256356,chr12|14256460,chr12|14256481,chr12|14256819,chr12|14256820,chr12|14258239
chr12:14261556-14285725|+|Gm16497-202	0	16		chr12|14264904,chr12|14264938,chr12|14266322,chr12|14267130,chr12|14267291,chr12|14271139,chr12|14271140,chr12|14272755,chr12|14272756,chr12|14273988,chr12|14275218,chr12|14276213,chr12|14276660,chr12|14280218,chr12|14281242,chr12|14281243
chr12:14489404-14493244|-|Gm48498-201	2	16	chr12|14492980,chr12|14493689	chr12|14474234,chr12|14474248,chr12|14474313,chr12|14476876,chr12|14476917,chr12|14480812,chr12|14485258,chr12|14485259,chr12|14485290,chr12|14486783,chr12|14490091,chr12|14490202,chr12|14490271,chr12|14491045,chr12|14491612,chr12|14491696
chr12:14494561-14495159|+|Gm9847-201	2	4	chr12|14494032,chr12|14495176	chr12|14498524,chr12|14498597,chr12|14498639,chr12|14499217
