TSS	#PromoterCpG	#EnhancerCpG	PromoterCpG	EnhancerCpG
chr2:4976184-4985645|+|Ucma-205	0	3		chr2|4978243,chr2|4984455,chr2|4989045
chr2:4990724-5012791|-|Mcm10-201	0	1		chr2|5023514
chr2:5037280-5041133|+|4930551O13Rik-201	0	11		chr2|5033783,chr2|5034326,chr2|5040721,chr2|5040746,chr2|5040821,chr2|5040847,chr2|5040862,chr2|5047220,chr2|5047589,chr2|5047628,chr2|5049506
chr2:5020644-5063938|-|Optn-201	0	5		chr2|5058267,chr2|5058387,chr2|5059324,chr2|5061402,chr2|5062024
chr2:5020642-5064045|-|Optn-202	0	10		chr2|5067441,chr2|5068194,chr2|5075495,chr2|5075668,chr2|5077286,chr2|5077316,chr2|5080648,chr2|5080753,chr2|5080779,chr2|5080780
chr2:5137776-5230878|+|Ccdc3-201	0	1		chr2|5131552
chr2:5137749-5230864|-|Gm26776-201	0	2		chr2|5234566,chr2|5238055
chr2:5283650-5283874|+|Gm13197-201	0	5		chr2|5285885,chr2|5296878,chr2|5298177,chr2|5298184,chr2|5298662
chr2:5603571-5604161|+|Gm13216-201	0	1		chr2|5600129
chr2:5293457-5714515|-|Camk1d-201	3	7	chr2|5715294,chr2|5715316,chr2|5715453	chr2|5703436,chr2|5704770,chr2|5707962,chr2|5708261,chr2|5713038,chr2|5718447,chr2|5725052
chr2:5794294-5845164|-|Cdc123-201	0	2		chr2|5850078,chr2|5851430
chr2:5877855-5895319|-|Sec61a2-201	5	1	chr2|5894400,chr2|5894609,chr2|5894617,chr2|5894618,chr2|5894630	chr2|5893407
chr2:5897178-5942743|-|Dhtkd1-201	0	5		chr2|5930446,chr2|5930630,chr2|5932758,chr2|5939037,chr2|5939038
chr2:5896115-5942792|-|Dhtkd1-202	0	1		chr2|5946181
chr2:5951469-6056703|+|Upf2-201	0	3		chr2|5950131,chr2|5954456,chr2|5955687
chr2:6100025-6130146|-|Proser2-201	1	8	chr2|6129489	chr2|6113763,chr2|6118869,chr2|6122873,chr2|6124428,chr2|6124436,chr2|6124478,chr2|6124489,chr2|6128628
chr2:6132208-6133956|-|Gm13384-201	0	1		chr2|6144445
chr2:6193251-6321611|+|A230108P19Rik-201	1	8	chr2|6193804	chr2|6178602,chr2|6187045,chr2|6187128,chr2|6187759,chr2|6189497,chr2|6189510,chr2|6194685,chr2|6196615
chr2:6188465-6213033|-|Echdc3-201	2	9	chr2|6212545,chr2|6213533	chr2|6208635,chr2|6210058,chr2|6210102,chr2|6216740,chr2|6217570,chr2|6218262,chr2|6218269,chr2|6222274,chr2|6222392
chr2:6255946-6257266|-|Gm13383-201	0	14		chr2|6253857,chr2|6255812,chr2|6255879,chr2|6256180,chr2|6264101,chr2|6264143,chr2|6264144,chr2|6264793,chr2|6267122,chr2|6267123,chr2|6273174,chr2|6273192,chr2|6274214,chr2|6276711
chr2:6322667-6446390|+|Usp6nl-202	1	13	chr2|6321997	chr2|6330545,chr2|6330854,chr2|6330950,chr2|6331025,chr2|6331742,chr2|6331768,chr2|6336802,chr2|6336803,chr2|6337075,chr2|6337654,chr2|6338412,chr2|6339901,chr2|6340495
chr2:6431786-6436033|-|Gm13388-201	0	11		chr2|6429269,chr2|6429291,chr2|6430766,chr2|6431887,chr2|6433117,chr2|6440102,chr2|6441844,chr2|6442017,chr2|6444953,chr2|6445044,chr2|6450703
chr2:6472000-6478619|+|Gm13391-202	3	7	chr2|6471026,chr2|6471045,chr2|6471646	chr2|6454852,chr2|6455267,chr2|6458996,chr2|6459410,chr2|6459483,chr2|6470528,chr2|6474151
chr2:6479690-6483110|+|Gm38386-201	1	6	chr2|6479261	chr2|6476882,chr2|6492997,chr2|6493023,chr2|6493267,chr2|6493371,chr2|6494355
chr2:6546240-6721613|-|Celf2-211	0	4		chr2|6703431,chr2|6704697,chr2|6706558,chr2|6712663
chr2:6545635-6721928|-|Celf2-205	0	2		chr2|6726075,chr2|6737673
chr2:6884270-6886924|+|Gm13389-201	1	0	chr2|6884085	
chr2:6932541-6935081|-|Gm10855-201	0	2		chr2|6915477,chr2|6924041
chr2:6950453-6951680|-|Gm10115-201	0	1		chr2|6947336
chr2:6543430-7081302|-|Celf2-226	0	2		chr2|7084960,chr2|7089409
chr2:9189515-9197477|+|1700061F12Rik-201	0	2		chr2|9184422,chr2|9187877
chr2:9352431-9410271|+|Gm13219-202	0	1		chr2|9332662
chr2:9352520-9411632|+|Gm13219-203	0	2		chr2|9354977,chr2|9368176
chr2:9575836-9576343|+|Gm13220-201	1	3	chr2|9575653	chr2|9558780,chr2|9563788,chr2|9574396
chr2:9591219-9597843|-|Gm13218-201	0	4		chr2|9595517,chr2|9596388,chr2|9596400,chr2|9612830
chr2:9630646-9631341|-|Gm37866-201	0	5		chr2|9621202,chr2|9623354,chr2|9623458,chr2|9626562,chr2|9626652
chr2:9877256-9878869|+|Gm13256-201	0	4		chr2|9863623,chr2|9873183,chr2|9876172,chr2|9876211
chr2:9881252-9883921|+|4930412O13Rik-201	1	0	chr2|9880680	
chr2:9883042-9883993|-|9230102O04Rik-201	0	3		chr2|9886728,chr2|9889396,chr2|9892874
chr2:9906178-9914678|+|Gm13262-201	2	3	chr2|9906761,chr2|9906825	chr2|9897090,chr2|9899252,chr2|9910430
chr2:9914554-9953657|-|Taf3-204	0	9		chr2|9958250,chr2|9958251,chr2|9958262,chr2|9958263,chr2|9958291,chr2|9958292,chr2|9958382,chr2|9958383,chr2|9972357
chr2:10047838-10049519|+|C630004M23Rik-201	1	5	chr2|10047058	chr2|10028122,chr2|10033360,chr2|10033434,chr2|10036251,chr2|10037171
chr2:10075653-10075780|-|Gm23608-201	0	2		chr2|10071819,chr2|10076860
chr2:10153571-10256529|+|Itih5-201	0	5		chr2|10144213,chr2|10152347,chr2|10166187,chr2|10168122,chr2|10168241
chr2:10339283-10374041|-|Gm13261-201	0	2		chr2|10375411,chr2|10375656
chr2:10466944-10467037|+|Mir466f-1-201	1	0	chr2|10466861	
chr2:10518155-10518279|+|Mir669h-201	0	1		chr2|10531696
chr2:11098933-11100262|-|Gm13294-201	0	6		chr2|11118930,chr2|11119394,chr2|11119437,chr2|11119467,chr2|11119521,chr2|11119536
chr2:11172108-11301222|+|Prkcq-201	0	5		chr2|11155112,chr2|11155139,chr2|11155173,chr2|11160064,chr2|11162326
chr2:11190641-11193312|-|Gm37520-201	0	2		chr2|11189684,chr2|11201704
chr2:11227297-11229863|+|Gm37766-201	0	5		chr2|11211074,chr2|11222554,chr2|11225757,chr2|11226222,chr2|11230352
chr2:11315372-11319874|-|Gm38171-201	0	2		chr2|11300535,chr2|11310840
chr2:11332825-11333713|+|Gm37851-201	0	2		chr2|11334232,chr2|11336095
chr2:11339488-11344111|+|Gm13293-201	1	1	chr2|11339387	chr2|11336725
chr2:11365241-11367451|-|Gm37730-201	0	10		chr2|11356617,chr2|11356651,chr2|11356971,chr2|11357071,chr2|11360597,chr2|11364008,chr2|11370058,chr2|11371546,chr2|11373528,chr2|11373613
chr2:11383787-11384907|-|4933403L11Rik-201	0	5		chr2|11376432,chr2|11376580,chr2|11376806,chr2|11378401,chr2|11378402
chr2:11385003-11387064|+|Gm13291-201	0	1		chr2|11390337
chr2:11338366-11398501|-|8030442B05Rik-201	0	3		chr2|11396249,chr2|11396440,chr2|11396635
chr2:11409031-11410030|-|Gm13292-201	0	1		chr2|11414018
chr2:11420224-11421220|+|Gm13296-201	0	5		chr2|11425664,chr2|11425846,chr2|11426625,chr2|11428881,chr2|11435257
chr2:11474407-11501700|-|Pfkfb3-215	0	1		chr2|11497184
chr2:11471791-11502101|-|Pfkfb3-214	0	3		chr2|11503598,chr2|11504669,chr2|11505206
chr2:11521706-11530836|+|Gm10851-201	0	5		chr2|11512926,chr2|11524767,chr2|11525038,chr2|11525077,chr2|11525086
chr2:11532596-11534694|-|Gm37975-201	0	4		chr2|11530892,chr2|11536122,chr2|11536444,chr2|11536445
chr2:11471433-11554077|-|Pfkfb3-220	0	8		chr2|11545977,chr2|11545995,chr2|11546005,chr2|11546006,chr2|11557633,chr2|11557634,chr2|11562057,chr2|11565012
chr2:11585437-11603262|-|Rbm17-201	0	1		chr2|11604418
chr2:11607433-11608696|-|Gm13260-201	1	0	chr2|11609392	
chr2:11625606-11626264|-|Gm17490-201	0	1		chr2|11622850
chr2:11642807-11693193|+|Il2ra-201	2	2	chr2|11642012,chr2|11642307	chr2|11636344,chr2|11637561
chr2:11642849-11648768|+|Il2ra-202	1	10	chr2|11643442	chr2|11651655,chr2|11655009,chr2|11655260,chr2|11655587,chr2|11655775,chr2|11655804,chr2|11657588,chr2|11657924,chr2|11659489,chr2|11659571
chr2:11683126-11683546|+|Gm37881-201	1	1	chr2|11683087	chr2|11672194
chr2:11705290-11734317|+|Il15ra-214	0	1		chr2|11704195
chr2:11705848-11733249|+|Il15ra-204	0	5		chr2|11709633,chr2|11709650,chr2|11710316,chr2|11713051,chr2|11721335
chr2:11742575-11777582|-|Fbh1-201	1	3	chr2|11776611	chr2|11765233,chr2|11766284,chr2|11766862
chr2:11778491-11790325|+|Ankrd16-201	0	1		chr2|11797387
chr2:11900082-11910310|+|Gm34768-201	0	1		chr2|11906268
chr2:12128643-12129742|-|Gm37701-201	0	1		chr2|12115867
chr2:12357095-12358496|-|Gm37289-201	0	1		chr2|12355833
chr2:12372212-12375271|-|Gm37255-201	0	3		chr2|12372977,chr2|12372978,chr2|12378713
chr2:12347263-12419470|-|Mindy3-201	0	3		chr2|12418107,chr2|12418189,chr2|12418390
chr2:12421627-12422026|-|Gm13321-201	0	2		chr2|12424636,chr2|12439062
chr2:12697417-12706853|+|Gm37565-201	0	1		chr2|12703330
chr2:12924092-13003455|+|Pter-203	0	1		chr2|12914931
chr2:13009886-13012486|+|Gm37811-201	5	1	chr2|13009187,chr2|13009285,chr2|13009856,chr2|13010098,chr2|13010308	chr2|13008071
chr2:13036126-13040104|+|Gm37742-201	0	1		chr2|13049722
chr2:13116176-13118435|-|Gm38156-201	0	3		chr2|13102782,chr2|13114669,chr2|13134794
chr2:13161751-13163623|-|Gm37780-201	0	2		chr2|13176230,chr2|13183363
chr2:13226828-13227014|+|Gm27540-201	0	12		chr2|13224496,chr2|13224963,chr2|13232699,chr2|13233294,chr2|13233330,chr2|13233350,chr2|13233543,chr2|13233556,chr2|13233572,chr2|13233584,chr2|13233623,chr2|13233639
chr2:13238939-13240627|-|Gm37160-201	0	7		chr2|13233861,chr2|13233883,chr2|13233927,chr2|13233995,chr2|13234264,chr2|13236219,chr2|13253186
chr2:13076821-13271333|-|Rsu1-202	0	1		chr2|13263036
chr2:13271601-13325827|+|Gm13270-201	0	3		chr2|13274279,chr2|13278502,chr2|13290448
chr2:13276338-13491813|-|Cubn-201	0	10		chr2|13477850,chr2|13487453,chr2|13489635,chr2|13499258,chr2|13499267,chr2|13499268,chr2|13499322,chr2|13499438,chr2|13499617,chr2|13501826
chr2:13509014-13544668|-|Trdmt1-202	0	7		chr2|13527636,chr2|13527725,chr2|13529795,chr2|13529824,chr2|13541340,chr2|13554698,chr2|13554711
chr2:13573952-13582826|+|Vim-201	0	4		chr2|13559655,chr2|13570247,chr2|13570337,chr2|13571299
chr2:13574281-13582825|+|Vim-206	0	6		chr2|13580141,chr2|13580227,chr2|13581227,chr2|13582499,chr2|13593040,chr2|13593088
chr2:13672516-13674434|+|Gm37126-201	1	7	chr2|13672372	chr2|13655134,chr2|13678232,chr2|13678928,chr2|13684514,chr2|13684529,chr2|13684555,chr2|13690770
chr2:13651021-13794064|-|St8sia6-201	0	14		chr2|13774664,chr2|13775397,chr2|13788771,chr2|13791797,chr2|13792383,chr2|13792384,chr2|13801543,chr2|13806720,chr2|13808131,chr2|13812137,chr2|13812346,chr2|13812413,chr2|13812527,chr2|13812676
chr2:14037825-14040423|-|Gm37894-201	2	0	chr2|14040904,chr2|14041100	
chr2:14070332-14073934|-|Stamos-201	0	2		chr2|14066232,chr2|14067289
chr2:14149820-14153297|+|Gm37499-201	1	5	chr2|14149711	chr2|14137202,chr2|14138830,chr2|14154842,chr2|14160960,chr2|14161057
chr2:14174523-14221993|+|Tmem236-201	0	3		chr2|14163506,chr2|14165194,chr2|14179301
chr2:14189623-14189763|-|Gm13320-201	0	3		chr2|14185712,chr2|14191844,chr2|14201692
chr2:14229392-14332057|+|Mrc1-201	1	3	chr2|14228756	chr2|14213094,chr2|14215333,chr2|14239718
chr2:14345677-14347520|+|Gm37697-201	0	3		chr2|14342141,chr2|14342148,chr2|14351404
chr2:14604306-14987908|+|Cacnb2-203	0	2		chr2|14602982,chr2|14602983
chr2:14603990-14604611|-|Gm10849-201	0	1		chr2|14605690
chr2:14626889-14627321|-|Gm13268-201	0	14		chr2|14620764,chr2|14622617,chr2|14622831,chr2|14622832,chr2|14622836,chr2|14622916,chr2|14622917,chr2|14623567,chr2|14629168,chr2|14630003,chr2|14630035,chr2|14632582,chr2|14640755,chr2|14641186
chr2:14672255-14672972|+|Gm13312-201	0	1		chr2|14657364
chr2:15031801-15034176|-|Gm36930-201	0	1		chr2|15035399
chr2:15056713-15059473|+|Gm38257-201	0	1		chr2|15064713
chr2:15342625-15343420|+|Gm13367-201	0	1		chr2|15326183
chr2:15531113-15532854|+|Gm37595-201	0	1		chr2|15542460
chr2:16023108-16023425|-|Gm37416-201	0	2		chr2|16006355,chr2|16008217
chr2:16356304-16755839|+|Plxdc2-201	0	3		chr2|16342560,chr2|16351415,chr2|16351416
chr2:16357117-16751857|+|Plxdc2-202	0	4		chr2|16359205,chr2|16359929,chr2|16368209,chr2|16375163
chr2:17376894-17391008|-|Nebl-213	0	2		chr2|17377512,chr2|17409942
chr2:17344054-17460932|-|Nebl-202	0	2		chr2|17443961,chr2|17459191
chr2:17392906-17462789|-|Nebl-207	0	1		chr2|17468985
chr2:17343909-17731043|-|Nebl-201	1	1	chr2|17732034	chr2|17723643
chr2:17796834-17797984|-|Gm13323-201	0	2		chr2|17796242,chr2|17817647
chr2:18032533-18039633|+|Gm13330-201	0	2		chr2|18025829,chr2|18029129
chr2:18025193-18037737|-|A930004D18Rik-201	1	0	chr2|18037951	
chr2:18044083-18049051|-|Skida1-202	4	4	chr2|18049134,chr2|18049188,chr2|18049393,chr2|18049558	chr2|18050179,chr2|18050591,chr2|18051045,chr2|18051738
chr2:18055237-18212387|+|Mllt10-201	3	0	chr2|18054823,chr2|18055291,chr2|18055341	
chr2:18057846-18057903|+|Mir7655-201	0	2		chr2|18059152,chr2|18059883
chr2:18064687-18210970|+|Mllt10-204	0	4		chr2|18066017,chr2|18069296,chr2|18069421,chr2|18069538
chr2:18126156-18212386|+|Mllt10-202	0	1		chr2|18113712
chr2:18158687-18158791|+|Gm25147-201	0	4		chr2|18154133,chr2|18154235,chr2|18159779,chr2|18159780
chr2:18179029-18179442|-|Gm13351-201	0	3		chr2|18185574,chr2|18195510,chr2|18195511
chr2:18249365-18249843|-|Gm13350-201	0	4		chr2|18235431,chr2|18235469,chr2|18241466,chr2|18241467
chr2:18206333-18392811|-|Dnajc1-202	0	3		chr2|18373679,chr2|18383485,chr2|18389765
chr2:18568126-18568198|+|Gm13353-201	0	1		chr2|18578116
chr2:18672384-18676230|+|Commd3-212	2	0	chr2|18671546,chr2|18671716	
chr2:18677018-18686629|+|Bmi1-201	2	0	chr2|18676163,chr2|18676164	
chr2:18680372-18686130|+|Bmi1-202	0	4		chr2|18678763,chr2|18678764,chr2|18683901,chr2|18686675
chr2:18699023-18750413|+|Spag6-201	0	2		chr2|18695223,chr2|18708170
chr2:18758984-18759764|+|Gm13333-201	0	1		chr2|18753034
chr2:18742715-18760862|-|Gm20539-201	0	4		chr2|18764241,chr2|18764560,chr2|18778168,chr2|18778481
chr2:18799245-18801818|-|Carlr-201	2	6	chr2|18801629,chr2|18801631	chr2|18798772,chr2|18811173,chr2|18815495,chr2|18819710,chr2|18820245,chr2|18820340
chr2:18842255-18998126|-|Pip4k2a-201	0	4		chr2|18979341,chr2|18979872,chr2|18993202,chr2|18993455
chr2:18998343-18999801|+|4930426L09Rik-201	0	3		chr2|18999545,chr2|18999546,chr2|19007859
chr2:19101701-19103098|-|Gm13332-201	0	6		chr2|19085893,chr2|19086484,chr2|19095256,chr2|19099556,chr2|19099557,chr2|19109237
chr2:19199302-19310241|+|Armc3-202	1	2	chr2|19199754	chr2|19196882,chr2|19213045
chr2:19344317-19349202|+|4930447M23Rik-202	0	1		chr2|19356494
chr2:19371636-19394976|+|Msrb2-201	3	12	chr2|19370959,chr2|19371009,chr2|19371312	chr2|19369580,chr2|19370255,chr2|19374077,chr2|19376353,chr2|19376695,chr2|19376696,chr2|19377226,chr2|19386371,chr2|19386400,chr2|19386440,chr2|19386441,chr2|19386519
chr2:19428046-19430443|+|Gm33940-201	0	2		chr2|19429250,chr2|19429924
chr2:19429104-19431983|-|Gm13344-201	1	2	chr2|19431434	chr2|19430209,chr2|19430215
chr2:19445663-19447501|+|Ptf1a-201	1	0	chr2|19444893	
chr2:19462837-19553914|-|4921504E06Rik-201	1	1	chr2|19553762	chr2|19556090
chr2:19652244-19652348|-|Gm13343-201	0	1		chr2|19646174
chr2:19657752-19660583|+|Otud1-201	0	8		chr2|19659584,chr2|19660118,chr2|19660180,chr2|19663599,chr2|19663669,chr2|19663670,chr2|19663681,chr2|19663682
chr2:19676711-19686157|-|Gm13346-201	1	0	chr2|19685608	
chr2:19691288-19691419|+|Gm24670-201	0	1		chr2|19700231
chr2:19888653-19888728|+|Gm44457-201	0	1		chr2|19898703
chr2:19909780-20744816|+|Etl4-207	0	1		chr2|19919596
chr2:19934863-19934953|+|Gm25859-201	1	1	chr2|19934856	chr2|19930919
chr2:19965967-19967397|-|Gm13361-201	1	0	chr2|19966782	
chr2:20235045-20236064|-|Gm13328-201	0	1		chr2|20226858
chr2:20280519-20280625|+|Gm23970-201	0	2		chr2|20270233,chr2|20279038
chr2:20289913-20810535|+|Etl4-209	0	1		chr2|20298870
chr2:20420570-20426990|-|Gm13335-201	0	1		chr2|20413282
chr2:20510047-20810524|+|Etl4-201	0	1		chr2|20508413
chr2:20519791-20809885|+|Etl4-203	1	0	chr2|20519575	
chr2:20519828-20810536|+|Etl4-202	3	0	chr2|20519889,chr2|20519959,chr2|20519987	
chr2:20559804-20559892|+|Gm27446-201	0	4		chr2|20546719,chr2|20548424,chr2|20551501,chr2|20563281
chr2:20709375-20713234|-|Gm13362-201	0	1		chr2|20702672
chr2:20737314-20810354|+|Etl4-204	1	0	chr2|20737825	
chr2:20921860-20931389|-|Gm13380-201	0	4		chr2|20942520,chr2|20942635,chr2|20945896,chr2|20945902
chr2:20847940-20967720|-|Arhgap21-213	4	15	chr2|20966740,chr2|20966747,chr2|20966754,chr2|20967290	chr2|20952742,chr2|20954059,chr2|20958945,chr2|20962463,chr2|20962770,chr2|20963076,chr2|20965544,chr2|20965728,chr2|20965729,chr2|20965812,chr2|20965813,chr2|20965842,chr2|20966429,chr2|20966504,chr2|20966687
chr2:20969054-20969997|+|Gm13375-201	0	2		chr2|20976831,chr2|20978925
chr2:21097099-21120659|+|Gm13376-201	0	3		chr2|21100237,chr2|21113019,chr2|21115079
chr2:21044808-21141954|-|Gm13377-201	2	3	chr2|21142449,chr2|21142487	chr2|21153195,chr2|21153196,chr2|21153682
chr2:21171083-21171213|+|Gm25368-201	1	2	chr2|21170443	chr2|21157780,chr2|21178963
chr2:21197690-21197866|-|Gm23007-201	0	1		chr2|21195448
chr2:21180731-21205365|-|Enkur-201	1	1	chr2|21205004	chr2|21202723
chr2:21205787-21214308|+|Thnsl1-202	2	9	chr2|21206372,chr2|21206494	chr2|21207874,chr2|21209105,chr2|21209106,chr2|21212111,chr2|21212667,chr2|21219532,chr2|21222772,chr2|21222830,chr2|21224282
chr2:21244105-21244440|+|Gm13378-201	0	6		chr2|21234946,chr2|21235001,chr2|21245120,chr2|21245121,chr2|21261453,chr2|21262087
chr2:21367542-21830547|+|Gpr158-201	2	0	chr2|21368005,chr2|21368020	
chr2:22227503-22618252|+|Myo3a-201	1	0	chr2|22227887	
chr2:22410525-22410731|-|Gm13342-201	0	3		chr2|22393522,chr2|22406365,chr2|22409390
chr2:22622205-22693874|+|Gad2-201	0	1		chr2|22618476
chr2:22654283-22654350|+|Mir3967-201	0	1		chr2|22648543
chr2:22666658-22666752|+|Gm23636-201	0	2		chr2|22684344,chr2|22685107
chr2:22713511-22713871|+|Gm13338-201	0	9		chr2|22694049,chr2|22697768,chr2|22705437,chr2|22707161,chr2|22719221,chr2|22720840,chr2|22723210,chr2|22724253,chr2|22733306
chr2:22755984-22762273|+|1700092C17Rik-201	0	11		chr2|22736246,chr2|22744976,chr2|22744977,chr2|22745034,chr2|22745035,chr2|22746454,chr2|22754204,chr2|22754327,chr2|22754455,chr2|22754491,chr2|22759066
chr2:22762744-22763078|-|Gm13356-201	0	1		chr2|22766880
chr2:22774094-22875653|+|Apbb1ip-201	0	14		chr2|22771081,chr2|22771082,chr2|22771109,chr2|22771241,chr2|22776384,chr2|22777455,chr2|22777679,chr2|22779255,chr2|22782194,chr2|22792384,chr2|22792404,chr2|22792405,chr2|22792713,chr2|22792714
chr2:22895321-22895736|-|A130006I12Rik-201	1	0	chr2|22896644	
chr2:22902388-22902507|+|Gm25544-201	1	3	chr2|22903150	chr2|22904242,chr2|22904255,chr2|22904270
chr2:23019131-23019667|-|Gm13357-201	1	7	chr2|23019327	chr2|23007775,chr2|23011074,chr2|23011075,chr2|23011671,chr2|23012165,chr2|23020758,chr2|23026520
chr2:22940073-23040241|-|Abi1-209	1	3	chr2|23040864	chr2|23045089,chr2|23051665,chr2|23053042
chr2:23068167-23115418|+|Acbd5-212	0	1		chr2|23056613
chr2:23321246-23401973|+|Nxph2-201	0	1		chr2|23303709
chr2:23506220-23572104|-|Spopl-203	0	7		chr2|23557151,chr2|23563021,chr2|23563108,chr2|23564682,chr2|23568122,chr2|23570862,chr2|23570863
chr2:23823053-23823227|+|Gm26323-201	0	1		chr2|23810466
chr2:24002910-24049394|-|Hnmt-201	2	0	chr2|24049666,chr2|24049786	
chr2:24186476-24193568|+|Il1f9-201	0	1		chr2|24183063
chr2:24291196-24293820|+|Il1f10-201	0	2		chr2|24302707,chr2|24305271
chr2:24322424-24322956|+|Gm13411-201	0	1		chr2|24316320
chr2:24336856-24349457|+|Il1rn-205	0	1		chr2|24338826
chr2:24367610-24414954|+|Psd4-202	0	1		chr2|24372895
chr2:24385332-24408729|+|Psd4-201	1	0	chr2|24385914	
chr2:24386617-24408200|+|Psd4-210	0	5		chr2|24405700,chr2|24405769,chr2|24405778,chr2|24405802,chr2|24405893
chr2:24440418-24486855|+|Gm13415-202	0	1		chr2|24431732
chr2:24442835-24465389|+|Gm13415-201	0	1		chr2|24447743
