TSS	#PromoterCpG	#EnhancerCpG	PromoterCpG	EnhancerCpG
chr1:8855928-8856267|-|Gm6152-201	0	2		chr1|8848629,chr1|8852082
chr1:8856763-8857102|+|Gm7445-201	0	1		chr1|8864931
chr1:8962996-8963621|-|Gm7493-201	0	3		chr1|8946132,chr1|8955299,chr1|8970220
chr1:9258617-9259134|-|Gm38008-201	0	1		chr1|9255268
chr1:9286922-9290180|+|Gm37143-201	1	1	chr1|9287832	chr1|9282986
chr1:8361475-9299238|-|Sntg1-207	0	1		chr1|9300621
chr1:9396773-9398687|-|Gm6187-201	0	1		chr1|9384987
chr1:9499338-9501522|-|Gm18300-201	0	2		chr1|9489624,chr1|9499998
chr1:9574548-9575649|+|Gm6161-201	0	2		chr1|9571881,chr1|9579784
chr1:9560832-9631092|-|2610203C22Rik-201	0	2		chr1|9620610,chr1|9621820
chr1:9639255-9640582|-|Gm29520-201	0	1		chr1|9656627
chr1:9669537-9700024|-|Mybl1-202	0	1		chr1|9685233
chr1:9667415-9700209|-|Mybl1-201	0	1		chr1|9717172
chr1:9798107-9900843|+|Sgk3-202	0	8		chr1|9780568,chr1|9780671,chr1|9783788,chr1|9787424,chr1|9787683,chr1|9787684,chr1|9795890,chr1|9795891
chr1:9802197-9802553|-|Gm6195-201	0	1		chr1|9814986
chr1:9848272-9900843|+|Sgk3-204	0	1		chr1|9846703
chr1:9848397-9899853|+|Sgk3-201	0	2		chr1|9850766,chr1|9863702
chr1:9908638-9922525|+|Mcmdc2-201	0	2		chr1|9901219,chr1|9902246
chr1:9911314-9921266|+|Mcmdc2-202	2	0	chr1|9911793,chr1|9911794	
chr1:9941959-9944118|-|Snhg6-203	0	2		chr1|9950195,chr1|9953314
chr1:10038262-10067118|+|Cspp1-202	1	0	chr1|10038958	
chr1:10554098-10555553|-|Gm15604-201	1	0	chr1|10554630	
chr1:10695123-10695614|+|Gm15603-201	0	2		chr1|10681638,chr1|10706787
chr1:10324727-10719945|-|Cpa6-201	0	2		chr1|10713400,chr1|10726855
chr1:10782456-10784377|-|Gm37133-201	0	2		chr1|10778727,chr1|10793421
chr1:10805281-10806522|+|Gm5522-201	0	1		chr1|10825151
chr1:10868688-10869446|+|Gm28659-201	0	3		chr1|10854016,chr1|10854152,chr1|10888548
chr1:10921670-10921760|+|Gm22963-201	0	2		chr1|10903125,chr1|10906209
chr1:10993465-11303681|+|Prex2-201	0	1		chr1|11009943
chr1:11134111-11134238|-|Gm24173-201	2	0	chr1|11135056,chr1|11135171	
chr1:11223566-11224174|-|Gm28686-201	0	4		chr1|11209634,chr1|11217287,chr1|11218268,chr1|11242010
chr1:11363926-11366964|-|Gm37410-201	0	4		chr1|11361347,chr1|11373714,chr1|11373757,chr1|11375238
chr1:11414105-11601811|+|A830018L16Rik-208	0	2		chr1|11405321,chr1|11406617
chr1:11416918-11419388|+|Gm38178-201	0	2		chr1|11422152,chr1|11423146
chr1:11704207-11706350|+|Gm38069-201	0	1		chr1|11705523
chr1:12120960-12121832|+|Gm7560-201	0	2		chr1|12112753,chr1|12124128
chr1:12374936-12375042|+|Gm22633-201	0	3		chr1|12370534,chr1|12372034,chr1|12390905
chr1:12425986-12426106|+|Mir6341-201	1	3	chr1|12426918	chr1|12412916,chr1|12420903,chr1|12432237
chr1:12565577-12566383|+|Gm2383-201	0	3		chr1|12547157,chr1|12572870,chr1|12579965
chr1:12692277-12861192|+|Sulf1-202	0	1		chr1|12682661
chr1:12692532-12852489|+|Sulf1-205	0	3		chr1|12695129,chr1|12705202,chr1|12705405
chr1:12718529-12860377|+|Sulf1-201	0	2		chr1|12710607,chr1|12731611
chr1:12879683-12990914|-|Slco5a1-205	1	0	chr1|12990232	
chr1:12866549-12992650|-|Slco5a1-207	0	2		chr1|12996014,chr1|13010937
chr1:13113457-13127163|-|Prdm14-201	0	2		chr1|13117898,chr1|13122310
chr1:13234809-13236434|-|Gm37409-201	0	4		chr1|13222534,chr1|13225871,chr1|13240136,chr1|13240152
chr1:13334498-13334609|-|Gm23169-201	0	1		chr1|13331995
chr1:13343563-13348204|-|Gm38120-201	0	1		chr1|13343348
chr1:13376070-13388413|+|Gm29570-201	0	1		chr1|13384059
chr1:13846871-13849119|-|Gm36947-201	0	1		chr1|13832628
chr1:13932378-13932685|+|Gm25491-201	1	4	chr1|13931798	chr1|13917603,chr1|13919049,chr1|13928230,chr1|13941266
chr1:14109215-14112819|-|Gm37400-201	0	3		chr1|14096024,chr1|14096054,chr1|14124819
chr1:14182578-14182677|+|Gm22616-201	0	3		chr1|14189115,chr1|14195599,chr1|14197159
chr1:14255552-14255990|-|Gm37444-201	3	5	chr1|14255665,chr1|14255666,chr1|14255688	chr1|14239077,chr1|14244095,chr1|14264588,chr1|14267096,chr1|14271308
chr1:14170643-14304570|-|Eya1-209	0	5		chr1|14291775,chr1|14292497,chr1|14292854,chr1|14297893,chr1|14298623
chr1:14168958-14310235|-|Eya1-203	0	2		chr1|14312976,chr1|14318258
chr1:14752937-14776931|+|Gm9947-202	0	2		chr1|14734772,chr1|14747501
chr1:14753346-14755990|-|Msc-201	0	1		chr1|14772119
chr1:14788645-14792965|+|Gm37412-201	1	2	chr1|14789640	chr1|14786291,chr1|14801711
chr1:14839869-14840156|-|Smt3h2-ps4-201	0	3		chr1|14821344,chr1|14824083,chr1|14827063
chr1:14873506-14918835|-|Trpa1-202	0	3		chr1|14899415,chr1|14904669,chr1|14907115
chr1:15019040-15019159|-|Gm26345-201	0	2		chr1|15005234,chr1|15028826
chr1:15268802-15269797|-|Gm10566-201	0	2		chr1|15267118,chr1|15275661
chr1:15287254-15712548|+|Kcnb2-202	0	1		chr1|15294646
chr1:15312452-15723750|+|Kcnb2-201	1	0	chr1|15311655	
chr1:15364302-15365834|+|Gm38116-201	0	2		chr1|15353439,chr1|15359761
chr1:15556249-15558337|+|Gm37138-201	0	3		chr1|15558851,chr1|15566789,chr1|15570602
chr1:15685935-15686046|-|Gm25227-201	0	5		chr1|15669475,chr1|15676650,chr1|15679014,chr1|15690781,chr1|15704430
chr1:15757832-15757963|+|Gm25168-201	0	1		chr1|15749402
chr1:15760761-15760860|+|Gm28669-201	0	2		chr1|15768004,chr1|15778748
chr1:15805646-15844052|+|Terf1-203	0	1		chr1|15791253
chr1:15879530-15879832|+|Gm23259-201	0	1		chr1|15883917
chr1:16208197-16210517|-|Gm38249-201	0	3		chr1|16192547,chr1|16202078,chr1|16203964
chr1:16228506-16244062|+|Gm28095-201	0	2		chr1|16225232,chr1|16232375
chr1:16253592-16258861|+|Gm7568-203	0	3		chr1|16261878,chr1|16265055,chr1|16269796
chr1:16343407-16519211|-|Stau2-213	0	1		chr1|16508750
chr1:16641725-16656884|-|Eloc-208	0	1		chr1|16655830
chr1:16768279-16770138|-|Gm5828-201	0	1		chr1|16780341
chr1:16898185-17091631|+|Gm28376-201	0	2		chr1|16887238,chr1|16906700
chr1:16930970-16931796|+|4921511E07Rik-201	0	3		chr1|16917434,chr1|16942194,chr1|16944967
chr1:17124747-17128956|+|Gm28783-201	0	1		chr1|17120205
chr1:17145362-17164271|+|Gdap1-201	0	3		chr1|17136373,chr1|17140890,chr1|17147511
chr1:17168403-17173103|+|Gm28784-201	0	1		chr1|17176614
chr1:17250114-17250492|-|Gm28785-201	0	2		chr1|17234980,chr1|17242661
chr1:17394958-17395429|+|Gm5251-201	0	1		chr1|17391504
chr1:17397412-17400281|-|Rbm6-ps1-201	0	1		chr1|17407663
chr1:17429043-17429528|-|Gm6075-201	1	2	chr1|17429210	chr1|17442775,chr1|17446101
chr1:17520001-17520111|+|Gm25166-201	0	6		chr1|17501180,chr1|17506605,chr1|17509259,chr1|17509299,chr1|17522553,chr1|17537241
chr1:17601901-17630939|+|Pi15-201	0	3		chr1|17606477,chr1|17620110,chr1|17620185
chr1:17615084-17641081|-|Gm28154-201	0	5		chr1|17621668,chr1|17631711,chr1|17632644,chr1|17650991,chr1|17652726
chr1:17692904-17727646|-|Gm16070-201	0	1		chr1|17729200
chr1:17741915-17805417|-|Gm28153-201	0	4		chr1|17789940,chr1|17791873,chr1|17796925,chr1|17825319
chr1:17947041-17948439|+|Gm7690-201	0	3		chr1|17930336,chr1|17944576,chr1|17963243
chr1:18005961-18016186|-|Gm28755-201	0	1		chr1|18024818
chr1:18048100-18058269|-|Gm45784-201	0	4		chr1|18042603,chr1|18047104,chr1|18049623,chr1|18052794
chr1:17994462-18059056|-|Gm28756-202	0	1		chr1|18067225
chr1:18115191-18145902|-|Crisp4-201	0	1		chr1|18154179
chr1:18210053-18223564|-|Defb44-ps-201	0	1		chr1|18227129
chr1:18250980-18265138|-|Defb41-201	0	1		chr1|18272080
chr1:18708428-18709336|+|Gm5252-201	0	1		chr1|18715187
chr1:18969762-18969833|-|Gm24075-201	0	2		chr1|18953669,chr1|18984184
chr1:19037266-19037377|+|Gm28343-201	0	2		chr1|19022530,chr1|19030739
chr1:19062857-19063135|+|Gm28344-201	0	1		chr1|19073509
chr1:19063300-19104840|-|Gm15825-201	0	1		chr1|19118352
chr1:19153422-19153966|-|Gm10075-201	0	2		chr1|19147906,chr1|19169842
chr1:19212054-19234624|+|Tfap2b-202	0	1		chr1|19215575
chr1:19242725-19243769|+|Gm28340-201	0	5		chr1|19245271,chr1|19247503,chr1|19250878,chr1|19250967,chr1|19259145
chr1:19320226-19320697|-|Gm28341-201	0	2		chr1|19315551,chr1|19325556
chr1:19330939-19333184|+|Gm4849-201	0	1		chr1|19328101
chr1:19513855-19513919|-|Gm24633-201	0	3		chr1|19498480,chr1|19502433,chr1|19525724
chr1:19614269-19616767|+|Gm38382-201	0	1		chr1|19618618
chr1:20062070-20065548|-|Gm37315-201	0	4		chr1|20055293,chr1|20068107,chr1|20077568,chr1|20084647
chr1:20444811-20444912|-|Gm24162-201	2	2	chr1|20445563,chr1|20445592	chr1|20453307,chr1|20458660
chr1:20057779-20618064|-|Pkhd1-201	0	2		chr1|20619623,chr1|20631072
chr1:20730905-20734496|+|Il17a-201	0	1		chr1|20717528
chr1:20777146-20784270|-|Il17f-201	0	5		chr1|20766787,chr1|20766788,chr1|20766817,chr1|20766818,chr1|20780798
chr1:20888650-20890473|-|6720483E21Rik-201	0	1		chr1|20871997
chr1:20890606-20939650|+|Paqr8-204	0	1		chr1|20895361
chr1:20922259-20935756|+|Paqr8-203	0	2		chr1|20930139,chr1|20933106
chr1:20945711-20946914|+|Gm28064-201	0	2		chr1|20936669,chr1|20939865
chr1:20996299-21079229|-|Tram2-201	0	6		chr1|21062642,chr1|21069839,chr1|21069868,chr1|21073160,chr1|21075856,chr1|21078156
chr1:21080114-21081748|+|Gm28287-201	0	1		chr1|21097083
chr1:21178988-21187427|+|Gm2693-201	1	0	chr1|21179576	
chr1:21218575-21230167|+|Tmem14a-202	0	1		chr1|21212525
chr1:21240607-21265021|+|Gsta3-202	0	4		chr1|21248737,chr1|21248806,chr1|21249119,chr1|21251131
chr1:21250359-21271593|-|Gm28836-201	0	1		chr1|21264637
chr1:21272403-21272906|+|Gm7094-201	1	0	chr1|21273133	
chr1:21285608-21298127|-|Gm4956-202	0	2		chr1|21288234,chr1|21288259
chr1:21285246-21298312|-|Gm4956-201	0	2		chr1|21306335,chr1|21306524
chr1:21349641-21352200|+|Khdc1a-201	0	3		chr1|21333436,chr1|21333437,chr1|21351340
chr1:21454691-21457017|-|Gm36949-201	0	2		chr1|21449077,chr1|21475350
chr1:21511933-21513056|-|Gm7658-201	0	1		chr1|21499958
chr1:21838948-21840514|-|Gm38243-201	0	5		chr1|21834933,chr1|21836256,chr1|21837528,chr1|21853478,chr1|21853479
chr1:21959842-21962530|+|Gm26580-201	0	2		chr1|21950710,chr1|21952665
chr1:22030064-22030615|-|Gm5696-201	0	4		chr1|22022027,chr1|22032565,chr1|22039940,chr1|22042912
chr1:22237849-22238295|+|Gm28239-201	0	3		chr1|22229912,chr1|22245392,chr1|22250248
chr1:22286915-22315805|-|Rims1-207	0	5		chr1|22308893,chr1|22316857,chr1|22319794,chr1|22325220,chr1|22332001
chr1:22740764-22741565|+|Gm26866-201	0	3		chr1|22731027,chr1|22739531,chr1|22752049
chr1:22286251-22805724|-|Rims1-201	0	4		chr1|22786178,chr1|22795945,chr1|22799355,chr1|22799616
chr1:22533955-22805994|-|Rims1-209	0	3		chr1|22810340,chr1|22815345,chr1|22821095
chr1:22984863-22987125|-|Gm7761-201	0	2		chr1|22980100,chr1|23005556
chr1:23100473-23102253|-|4933415F23Rik-201	0	3		chr1|23099842,chr1|23120006,chr1|23121119
chr1:23048295-23235673|-|Gm29506-201	0	2		chr1|23221737,chr1|23221738
chr1:23245211-23245331|+|Gm24176-201	0	1		chr1|23249267
chr1:23272269-23272339|+|Mir30a-201	1	0	chr1|23271840	
chr1:23293729-23294075|+|Gm29107-201	1	1	chr1|23293581	chr1|23307419
chr1:23345956-23346599|-|Gm20954-201	0	2		chr1|23335856,chr1|23336756
chr1:23366424-23383175|-|Ogfrl1-201	0	2		chr1|23384675,chr1|23384710
chr1:23479539-23480527|+|Gm7784-201	0	2		chr1|23467739,chr1|23482654
chr1:23574587-23596664|+|Gm28822-201	0	2		chr1|23580001,chr1|23587430
chr1:23762011-23815739|+|B3gat2-202	0	1		chr1|23772974
chr1:23846296-23909689|-|Smap1-202	0	1		chr1|23915747
chr1:23845625-23922317|-|Smap1-201	0	7		chr1|23916969,chr1|23916992,chr1|23917013,chr1|23917081,chr1|23917642,chr1|23917728,chr1|23917759
chr1:24005505-24005894|+|Gm26524-201	0	2		chr1|23989272,chr1|23998232
chr1:23995939-24005656|-|Sdhaf4-201	0	1		chr1|24014151
chr1:24100625-24103424|+|Gm37580-201	0	1		chr1|24107766
chr1:24125275-24126141|+|Gm26607-201	0	1		chr1|24137006
chr1:24177610-24252684|+|Col9a1-201	0	1		chr1|24159652
chr1:24195187-24252684|+|Col9a1-202	0	1		chr1|24199968
chr1:24548841-24548977|-|Gm26418-201	0	5		chr1|24529589,chr1|24534881,chr1|24558462,chr1|24562301,chr1|24564036
chr1:24279770-24587411|-|Col19a1-201	0	2		chr1|24570275,chr1|24583175
chr1:24615706-24616197|-|Gm29216-201	0	2		chr1|24630265,chr1|24633620
chr1:24910461-24911659|-|Gm28594-201	0	5		chr1|24898985,chr1|24915882,chr1|24917674,chr1|24918668,chr1|24920248
chr1:24963209-24964976|-|Gm28237-201	0	3		chr1|24947756,chr1|24948349,chr1|24953852
chr1:25011941-25012756|+|Gm9443-201	0	2		chr1|24999911,chr1|25014873
chr1:25026581-25027232|-|Gm29414-201	0	4		chr1|25019696,chr1|25035091,chr1|25036864,chr1|25044868
chr1:25223730-25224173|+|Gm15702-201	1	1	chr1|25223867	chr1|25222362
chr1:25276404-25277954|-|Gm20172-201	0	2		chr1|25264544,chr1|25276002
chr1:25296512-25299886|-|Gm37331-201	0	4		chr1|25293016,chr1|25301198,chr1|25303754,chr1|25304188
chr1:25314276-25317708|-|Gm37211-201	0	2		chr1|25308999,chr1|25312532
chr1:25345978-25349082|-|Gm38286-201	0	1		chr1|25338847
chr1:25451071-25451174|+|Gm25294-201	0	4		chr1|25440852,chr1|25446646,chr1|25454155,chr1|25455674
chr1:25608250-25611184|-|Gm37011-201	0	1		chr1|25612308
chr1:25614946-25615515|-|Gm29214-201	0	1		chr1|25613607
chr1:25672245-25676239|-|Gm38260-201	0	1		chr1|25656678
chr1:25722038-25724778|-|8030445P17Rik-201	0	2		chr1|25712976,chr1|25720672
chr1:25735389-25738969|-|Gm38198-201	0	1		chr1|25732732
chr1:25775757-25780306|-|Gm37895-201	0	2		chr1|25775708,chr1|25789874
chr1:25804097-25807406|-|Gm37602-201	0	1		chr1|25804415
chr1:25808956-25809972|-|2900022M07Rik-201	0	1		chr1|25813969
chr1:25067678-25826760|-|Adgrb3-201	2	0	chr1|25826109,chr1|25826326	
chr1:25996604-25997159|-|Gm18443-201	0	2		chr1|25994024,chr1|26009005
chr1:26566833-26566938|+|Gm24064-201	0	3		chr1|26553881,chr1|26569910,chr1|26586707
chr1:26681814-26687460|-|4931408C20Rik-201	0	4		chr1|26670206,chr1|26684660,chr1|26689927,chr1|26695108
chr1:26959103-26959221|-|n-R5s209-201	0	3		chr1|26949669,chr1|26969369,chr1|26970009
chr1:27884046-27902396|+|Gm5524-201	0	2		chr1|27865381,chr1|27888916
chr1:27989910-27991782|+|Gm19028-201	0	1		chr1|27997346
chr1:28569918-28571431|+|Gm38089-201	0	2		chr1|28564267,chr1|28564296
chr1:28580499-28580772|-|Gm7846-201	0	3		chr1|28579152,chr1|28582737,chr1|28583063
chr1:28776117-28780252|-|Gm597-201	0	2		chr1|28766508,chr1|28769952
chr1:28800240-28802721|-|Gm5697-201	0	1		chr1|28818025
chr1:28938036-28938339|+|Gm6462-201	0	3		chr1|28936708,chr1|28948206,chr1|28952781
chr1:29219700-29220249|+|Gm18033-201	0	2		chr1|29223262,chr1|29228075
chr1:29301480-29301579|+|Gm22679-201	0	1		chr1|29309002
chr1:29421488-29421612|+|Mir6342-201	0	1		chr1|29411938
chr1:29484604-29485915|-|Gm5525-201	0	1		chr1|29492395
chr1:29930094-29930715|+|Gm7858-201	0	1		chr1|29918838
chr1:29985934-29986043|+|Gm23771-201	0	2		chr1|29989357,chr1|30002164
chr1:30333291-30333397|-|Gm27430-201	1	3	chr1|30333131	chr1|30337320,chr1|30344146,chr1|30345970
chr1:30833548-30836431|-|Gm37522-201	0	1		chr1|30848370
chr1:30940302-30949309|-|Ptp4a1-203	0	1		chr1|30936572
chr1:30986225-30986953|-|Gm9458-201	1	0	chr1|30986157	
chr1:30997867-30999904|-|4931428L18Rik-203	1	1	chr1|31000285	chr1|31018401
chr1:31041919-31043675|+|Gm28644-201	0	4		chr1|31025739,chr1|31026294,chr1|31028008,chr1|31037121
chr1:31122725-31122862|-|Gm27362-201	0	1		chr1|31116388
chr1:31136026-31150105|+|Gm29128-201	0	3		chr1|31143505,chr1|31143956,chr1|31148826
chr1:31164549-31164773|+|Gm7893-201	1	0	chr1|31163908	
chr1:31176401-31204725|+|Lgsn-201	1	1	chr1|31176126	chr1|31191720
chr1:31286945-31287640|+|Gm6489-201	0	1		chr1|31293497
chr1:31559540-31561400|+|Gm10307-201	1	0	chr1|31559977	
chr1:32172887-32311090|+|Khdrbs2-202	0	1		chr1|32187316
chr1:32213133-32213239|-|Gm25814-201	0	3		chr1|32197413,chr1|32219256,chr1|32221159
chr1:32496444-32497988|+|Gm37911-201	0	1		chr1|32491729
chr1:32519563-32520999|-|Gm9839-201	0	3		chr1|32514712,chr1|32515111,chr1|32527302
chr1:32568359-32568421|-|Gm24732-201	0	2		chr1|32562322,chr1|32582804
chr1:32710179-32712648|+|Gm37426-201	0	1		chr1|32693193
chr1:32726639-32726930|+|Gm23024-201	0	2		chr1|32720664,chr1|32731550
chr1:32967484-32972490|-|Gm37151-201	4	1	chr1|32971537,chr1|32971669,chr1|32972265,chr1|32973146	chr1|32971323
chr1:33028160-33030290|-|Gm28624-201	0	1		chr1|33024800
chr1:33191993-33192102|+|Gm24901-201	0	1		chr1|33173398
chr1:33212774-33215475|-|Gm37591-201	1	0	chr1|33216377	
chr1:33235939-33237631|+|Gm2987-201	0	1		chr1|33226368
chr1:33371331-33373585|+|Gm7933-201	1	1	chr1|33371391	chr1|33367050
chr1:33613758-33616832|-|Gm37618-201	0	2		chr1|33625169,chr1|33625170
chr1:33671915-33674228|-|Gm38173-201	0	1		chr1|33672264
chr1:33719895-33742564|+|Rab23-201	0	2		chr1|33709877,chr1|33709910
chr1:33748007-33748347|+|Gm37905-201	0	1		chr1|33742945
chr1:33746802-33757741|-|Bag2-203	0	1		chr1|33755192
chr1:33889490-33891117|-|Gm37067-201	0	1		chr1|33892226
chr1:33852052-33907768|-|Bend6-202	0	5		chr1|33900388,chr1|33901863,chr1|33901932,chr1|33902484,chr1|33904129
chr1:33922455-33924838|+|Gm37354-201	0	1		chr1|33936012
chr1:33963352-33963685|-|Gm28631-201	0	4		chr1|33952352,chr1|33961541,chr1|33966067,chr1|33972339
chr1:34005882-34137135|+|Dst-209	0	1		chr1|33993884
chr1:34006126-34137136|+|Dst-205	0	1		chr1|34008410
chr1:34011825-34308650|+|Dst-203	4	1	chr1|34012528,chr1|34012569,chr1|34012570,chr1|34012609	chr1|34019444
chr1:34032100-34033797|+|Gm38157-201	1	0	chr1|34031960	
chr1:34117359-34117431|+|Mir6896-201	1	5	chr1|34117992	chr1|34103841,chr1|34126900,chr1|34126956,chr1|34131160,chr1|34133697
chr1:34160330-34183904|+|Dst-213	0	2		chr1|34140368,chr1|34156408
chr1:34165856-34178271|-|Gm26788-201	0	12		chr1|34170897,chr1|34179851,chr1|34179863,chr1|34179903,chr1|34179943,chr1|34180101,chr1|34182136,chr1|34182184,chr1|34182316,chr1|34190148,chr1|34190632,chr1|34191512
chr1:34269882-34271128|-|A930005N03Rik-201	0	7		chr1|34251290,chr1|34251381,chr1|34285088,chr1|34288043,chr1|34289046,chr1|34290465,chr1|34290514
chr1:34459765-34473784|+|Ptpn18-201	0	2		chr1|34464025,chr1|34464041
chr1:34480982-34485933|-|4930568A12Rik-201	0	4		chr1|34491625,chr1|34491630,chr1|34491681,chr1|34491770
chr1:34498410-34503063|+|Prss39-201	0	2		chr1|34494153,chr1|34505440
chr1:34523716-34524007|-|Gm28416-201	0	1		chr1|34513304
chr1:34535648-34544313|+|Cfc1-201	0	1		chr1|34532910
chr1:34538086-34538560|-|Gm28419-201	0	1		chr1|34544841
chr1:34552334-34560920|-|Prss40-201	0	1		chr1|34554499
chr1:34579657-34590944|+|Amer3-201	0	1		chr1|34573363
chr1:34610908-34612303|-|Gm29730-201	0	1		chr1|34619078
chr1:34635544-34636189|-|AA619741-201	0	2		chr1|34627670,chr1|34641695
chr1:34753123-34753477|+|Gm37845-201	0	1		chr1|34761203
chr1:34849976-34873956|+|Plekhb2-203	0	1		chr1|34848940
chr1:34928509-34930645|+|Gm19430-201	0	2		chr1|34913260,chr1|34926332
chr1:34969627-34969855|-|Gm37670-201	0	1		chr1|34960196
chr1:34970065-34970500|+|Gm8009-201	0	1		chr1|34976312
chr1:34985656-34985890|+|Gm38027-201	0	1		chr1|35003308
chr1:35178956-35179084|-|Gm25096-201	1	2	chr1|35178142	chr1|35177048,chr1|35185263
chr1:35625606-35651297|-|Gm37068-201	0	1		chr1|35637418
chr1:35761602-35761706|+|Gm25634-201	0	2		chr1|35754493,chr1|35754502
chr1:35806974-35810462|+|Gm28415-201	0	2		chr1|35798060,chr1|35813998
chr1:35879845-35881119|+|1110002O04Rik-201	0	1		chr1|35890684
chr1:35958919-35959822|+|Gm8022-201	0	1		chr1|35950244
chr1:35981960-35986373|-|Gm37146-201	1	1	chr1|35986841	chr1|35974690
chr1:36029647-36031018|-|Gm38049-201	1	3	chr1|36030463	chr1|36039714,chr1|36039846,chr1|36039936
chr1:36068400-36106446|+|Hs6st1-201	1	1	chr1|36067779	chr1|36060247
chr1:36105384-36106446|-|Gm37335-201	0	2		chr1|36088355,chr1|36091493
